Contrast,Database,Pathway,pvalue,p.adjust,GeneRatio
Pooled_OUD_vs_Control,C8_CellType,BUSSLINGER_DUODENAL_IMMUNE_CELLS,0.08246451389105104,0.2657683398405503,28/435
Male_OUD_vs_Control,GO_BP,negative regulation of tumor necrosis factor superfamily cytokine production,0.10293624831822547,0.26736092468549955,2/101
Male_OUD_vs_Control,GO_BP,immune response-activating cell surface receptor signaling pathway,0.10456685780051525,0.26736092468549955,5/101
Male_OUD_vs_Control,GO_BP,negative regulation of cytokine-mediated signaling pathway,0.10823390006234325,0.26736092468549955,2/101
Male_OUD_vs_Control,GO_BP,negative regulation of adaptive immune response,0.10823390006234325,0.26736092468549955,2/101
Male_OUD_vs_Control,GO_BP,regulation of complement activation,0.1103352240512786,0.26736092468549955,1/101
Male_OUD_vs_Control,GO_BP,G protein-coupled opioid receptor signaling pathway,0.1103352240512786,0.26736092468549955,1/101
Male_OUD_vs_Control,GO_BP,regulation of cellular response to osmotic stress,0.1103352240512786,0.26736092468549955,1/101
Male_OUD_vs_Control,GO_BP,regulation of microglial cell activation,0.1103352240512786,0.26736092468549955,1/101
DLPFC_OUD_vs_Control,GO_BP,antimicrobial humoral immune response mediated by antimicrobial peptide,0.07644900328259525,0.2682024980496261,4/253
OUD_Male_vs_Female,WikiPathways,WP_APOPTOSIS_MODULATION_AND_SIGNALING,0.20982244541753237,0.26874176639482544,1/17
OUD_Male_vs_Female,WikiPathways,WP_COMPLEMENT_SYSTEM,0.22631422939769397,0.26923589359380834,1/17
Female_OUD_vs_Control,DO,lipid metabolism disorder,0.1589809599838476,0.26950061856911006,5/160
DLPFC_OUD_vs_Control,GO_BP,response to endoplasmic reticulum stress,0.07701881164281293,0.2697328373058791,6/253
Male_OUD_vs_Control,GO_BP,immune response-regulating signaling pathway,0.1122829636676444,0.27147014915723744,7/101
DLPFC_OUD_vs_Control,WikiPathways,WP_IRON_METABOLISM_DISORDERS,0.09852336854507684,0.27242308116733716,2/161
DLPFC_OUD_vs_Control,WikiPathways,WP_LIPID_METABOLISM_IN_SENESCENT_CELLS,0.09852336854507684,0.27242308116733716,2/161
DLPFC_OUD_vs_Control,WikiPathways,WP_OXIDATIVE_DAMAGE_RESPONSE,0.1002668284852005,0.27242308116733716,3/161
Male_OUD_vs_Control,WikiPathways,WP_SARSCOV2_MITOCHONDRIAL_CHRONIC_OXIDATIVE_STRESS_AND_ENDOTHELIAL_DYSFUNCTION,0.12971802944646094,0.2732358492595666,1/75
Pooled_OUD_vs_Control,GO_BP,regulation of stress-activated MAPK cascade,0.062375067155723087,0.2736353448590264,3/380
Pooled_OUD_vs_Control,Reactome,Complement cascade,0.016656205236054957,0.2763418935037571,5/267
DLPFC_OUD_vs_Control,DO,cocaine dependence,0.16737064861183024,0.27685894791206916,2/136
NAC_OUD_vs_Control,C7_Immunologic,GSE14699_DELETIONAL_TOLERANCE_VS_ACTIVATED_CD8_TCELL_UP,0.032053128742193016,0.27731680134986636,12/580
Male_OUD_vs_Control,GO_BP,response to endoplasmic reticulum stress,0.11624192782520974,0.2781958711496159,3/101
Male_OUD_vs_Control,GO_MF,chemokine receptor binding,0.029077856358343764,0.27831662514414746,2/99
Female_OUD_vs_Control,GO_BP,negative regulation of production of molecular mediator of immune response,0.07324369300855113,0.27842631421088865,3/287
Female_OUD_vs_Control,GO_BP,macrophage cytokine production,0.07324369300855113,0.27842631421088865,3/287
Female_OUD_vs_Control,GO_BP,regulation of macrophage cytokine production,0.07324369300855113,0.27842631421088865,3/287
Female_OUD_vs_Control,C7_Immunologic,GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_12H_IFNA_STIM_DN,0.06499784761605842,0.2791609612187152,6/319
Male_OUD_vs_Control,C7_Immunologic,GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_DN,0.07822078809406839,0.27983701866596217,3/110
DLPFC_OUD_vs_Control,GO_BP,innate immune response-activating signaling pathway,0.08033275225342355,0.28036616560010746,9/253
Pooled_OUD_vs_Control,GO_BP,regulation of cellular response to osmotic stress,0.06595956920456572,0.28089123861261406,2/380
Male_OUD_vs_Control,GO_BP,cellular response to stress,0.11853614898195568,0.28108365111258743,14/101
Male_OUD_vs_Control,GO_BP,negative regulation of response to cytokine stimulus,0.12454074253674008,0.28108365111258743,2/101
Male_OUD_vs_Control,GO_BP,positive regulation of innate immune response,0.12526309740583796,0.28127168982023476,5/101
Control_Male_vs_Female,Reactome,Metabolism of nucleotides,0.1712978613447318,0.28232425295705793,1/19
OUD_Male_vs_Female,Reactome,SARS-CoV-2 activates/modulates innate and adaptive immune responses,0.1425795229682959,0.2830926760385005,1/18
NAC_OUD_vs_Control,GO_BP,chemokine production,0.030887206824575898,0.2835345619739667,9/513
NAC_OUD_vs_Control,GO_BP,regulation of chemokine production,0.030887206824575898,0.2835345619739667,9/513
Female_OUD_vs_Control,WikiPathways,WP_APOPTOSIS,0.07571865929555417,0.2837603942430291,5/198
DLPFC_OUD_vs_Control,GO_BP,regulation of neuron apoptotic process,0.08201129396847856,0.2848075752266111,8/253
DLPFC_OUD_vs_Control,GO_BP,myeloid leukocyte cytokine production,0.08283184558883631,0.2849020378941406,3/253
Pooled_OUD_vs_Control,WikiPathways,WP_SELECTIVE_EXPRESSION_OF_CHEMOKINE_RECEPTORS_DURING_TCELL_POLARIZATION,0.05989732564738753,0.28542909262581606,3/254
NAC_OUD_vs_Control,DO,autoimmune disease of endocrine system,0.10485606537327141,0.28565439736240056,4/257
Female_OUD_vs_Control,GO_BP,antifungal innate immune response,0.07732449833681594,0.2865513513046485,2/287
Control_Male_vs_Female,GO_CC,symmetric synapse,0.035209790112094796,0.2870422183757069,1/33
Control_Male_vs_Female,GO_CC,inhibitory synapse,0.035209790112094796,0.2870422183757069,1/33
Control_Male_vs_Female,GO_CC,"asymmetric, glutamatergic, excitatory synapse",0.04014057483043154,0.2870422183757069,1/33
Pooled_OUD_vs_Control,DO,morphine dependence,0.1678853084827788,0.2872468041762313,2/199
NAC_OUD_vs_Control,GO_BP,lymphocyte activation involved in immune response,0.0337228001206647,0.2873213355715086,14/513
NAC_OUD_vs_Control,GO_BP,regulation of response to osmotic stress,0.03382405862869013,0.2873213355715086,3/513
NAC_OUD_vs_Control,GO_BP,astrocyte activation,0.03382405862869013,0.2873213355715086,3/513
NAC_OUD_vs_Control,GO_BP,glutamatergic neuron differentiation,0.03382405862869013,0.2873213355715086,3/513
DLPFC_OUD_vs_Control,GO_MF,lipopolysaccharide immune receptor activity,0.022085474860586297,0.2880671411178816,2/253
NAC_OUD_vs_Control,C7_Immunologic,GSE1432_6H_VS_24H_IFNG_MICROGLIA_UP,0.034825133192303376,0.2892881068903682,12/580
Control_DLPFC_vs_NAC,GO_BP,"synaptic transmission, glutamatergic",0.0019914476526959016,0.2899697683260687,62/4916
Control_DLPFC_vs_NAC,GO_BP,regulation of neuron differentiation,0.001994197110322291,0.2899697683260687,101/4916
DLPFC_OUD_vs_Control,WikiPathways,WP_RESISTIN_AS_A_REGULATOR_OF_INFLAMMATION,0.11454401922726933,0.2910765665069432,2/161
DLPFC_OUD_vs_Control,WikiPathways,WP_SELECTIVE_EXPRESSION_OF_CHEMOKINE_RECEPTORS_DURING_TCELL_POLARIZATION,0.11454401922726933,0.2910765665069432,2/161
DLPFC_OUD_vs_Control,WikiPathways,WP_SPHINGOLIPID_METABOLISM_IN_SENESCENCE,0.11454401922726933,0.2910765665069432,2/161
Male_OUD_vs_Control,KEGG,Porphyrin metabolism,0.12485178872731639,0.2913208403637383,1/64
OUD_Male_vs_Female,GO_MF,cytokine receptor activity,0.03309522489834515,0.29187330237852444,2/32
OUD_Male_vs_Female,GO_MF,complement receptor activity,0.04528944566442483,0.29187330237852444,1/32
OUD_Male_vs_Female,GO_MF,cytokine binding,0.04713479580031235,0.29187330237852444,2/32
DLPFC_OUD_vs_Control,C7_Immunologic,GSE16451_CTRL_VS_WEST_EQUINE_ENC_VIRUS_MATURE_NEURON_CELL_LINE_DN,0.05211605535129106,0.29379710324409136,7/278
DLPFC_OUD_vs_Control,C7_Immunologic,GSE29949_MICROGLIA_BRAIN_VS_CD8_POS_DC_SPLEEN_UP,0.05211605535129106,0.29379710324409136,7/278
Female_OUD_vs_Control,C7_Immunologic,GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_6H_IFNA_STIM_DN,0.07084732786213577,0.2939290910571845,8/319
Pooled_OUD_vs_Control,WikiPathways,WP_FIBRIN_COMPLEMENT_RECEPTOR_3_SIGNALING,0.06357357641067637,0.29394911073055313,4/254
Male_OUD_vs_Control,GO_BP,regulation of response to osmotic stress,0.13958326161254642,0.29497625181310105,1/101
Male_OUD_vs_Control,GO_BP,negative regulation of programmed necrotic cell death,0.13958326161254642,0.29497625181310105,1/101
Male_OUD_vs_Control,GO_BP,postsynaptic neurotransmitter receptor diffusion trapping,0.13958326161254642,0.29497625181310105,1/101
Male_OUD_vs_Control,GO_BP,neurotransmitter receptor diffusion trapping,0.13958326161254642,0.29497625181310105,1/101
Male_OUD_vs_Control,C8_CellType,DESCARTES_FETAL_CEREBRUM_MICROGLIA,0.14567766314521624,0.29579623631812907,8/118
Male_OUD_vs_Control,C8_CellType,ZHONG_PFC_C6_DLX5_GAD1_GAD2_POS_INTERNEURON,0.14620462825647984,0.29579623631812907,1/118
Control_Male_vs_Female,Reactome,Protein-protein interactions at synapses,0.20040671374876506,0.29726995872733486,1/19
Control_Male_vs_Female,Reactome,Response of endothelial cells to shear stress,0.20040671374876506,0.29726995872733486,1/19
Male_OUD_vs_Control,KEGG,Adipocytokine signaling pathway,0.1321604358864024,0.29866231823725,2/64
Pooled_OUD_vs_Control,C7_Immunologic,GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_DN,0.07763543977877296,0.300459234468498,7/410
DLPFC_OUD_vs_Control,GO_BP,neurotransmitter receptor internalization,0.09089329312005619,0.3005955099252964,3/253
Pooled_OUD_vs_Control,GO_BP,intrinsic apoptotic signaling pathway in response to oxidative stress,0.07335113260116106,0.3026254194745445,3/380
Pooled_OUD_vs_Control,GO_BP,regulation of stress-activated protein kinase signaling cascade,0.07335113260116106,0.3026254194745445,3/380
Pooled_OUD_vs_Control,WikiPathways,WP_APOPTOSIS,0.06910213017230742,0.3029314659277565,6/254
Pooled_OUD_vs_Control,WikiPathways,WP_COMPLEMENTMEDIATED_INFLAMMATION_OF_PULMONARY_ALVEOLUS_IN_COVID19_HYPOTHETICAL_PATHWAY,0.07281127625954792,0.3029314659277565,2/254
Pooled_OUD_vs_Control,WikiPathways,WP_RESOLVIN_E1_AND_RESOLVIN_D1_SIGNALING_DECREASE_INFLAMMATION,0.07281127625954792,0.3029314659277565,2/254
Pooled_OUD_vs_Control,WikiPathways,WP_INTERACTIONS_BETWEEN_IMMUNE_CELLS_AND_MICRORNAS_IN_TUMOR_MICROENVIRONMENT,0.07355544084492871,0.3029314659277565,3/254
Pooled_OUD_vs_Control,WikiPathways,WP_SARSCOV2_INNATE_IMMUNITY_EVASION_AND_CELLSPECIFIC_IMMUNE_RESPONSE,0.07394900881319966,0.3029314659277565,4/254
Male_OUD_vs_Control,GO_BP,immune response-regulating cell surface receptor signaling pathway,0.14513545890231674,0.30444094781580644,5/101
DLPFC_OUD_vs_Control,GO_BP,activation of innate immune response,0.09321172267193245,0.3070056575442604,9/253
NAC_OUD_vs_Control,C8_CellType,LAKE_ADULT_KIDNEY_C30_IMMUNE_CELLS_MACROPHAGES,0.07240544938609242,0.3084779038835507,2/581
DLPFC_OUD_vs_Control,GO_BP,regulation of axonogenesis,0.09430395381315429,0.3093414829386816,6/253
NAC_OUD_vs_Control,WikiPathways,WP_APOPTOSIS_MODULATION_AND_SIGNALING,0.021132641662380797,0.30939098198455006,9/307
Male_OUD_vs_Control,C8_CellType,ZHONG_PFC_C7_SST_LHX6_POS_PUTATIVE_MIGRATING_INTERNEURON,0.15960373104484704,0.31322979426029907,1/118
OUD_DLPFC_vs_NAC,KEGG,Morphine addiction,0.010255622449597492,0.3132626493695234,50/2402
NAC_OUD_vs_Control,C7_Immunologic,GSE1432_1H_VS_24H_IFNG_MICROGLIA_UP,0.040892500417802506,0.31398441287520307,14/580
Male_OUD_vs_Control,WikiPathways,WP_GPCRS_CLASS_C_METABOTROPIC_GLUTAMATE_PHEROMONE,0.16915161159363434,0.31398767902068375,1/75
DLPFC_OUD_vs_Control,GO_BP,behavioral response to pain,0.09892809116955918,0.31438485758045714,2/253
DLPFC_OUD_vs_Control,DO,substance dependence,0.1961742730729509,0.31559139032682676,5/136
DLPFC_OUD_vs_Control,DO,autoimmune disease of central nervous system,0.2110567106593766,0.31559139032682676,1/136
DLPFC_OUD_vs_Control,DO,plasma protein metabolism disease,0.2110567106593766,0.31559139032682676,1/136
DLPFC_OUD_vs_Control,WikiPathways,WP_INTERACTIONS_BETWEEN_IMMUNE_CELLS_AND_MICRORNAS_IN_TUMOR_MICROENVIRONMENT,0.13117050969233454,0.3164288748408208,2/161
Female_OUD_vs_Control,GO_BP,axon extension,0.09002423578473735,0.3179493553394148,5/287
Female_OUD_vs_Control,GO_BP,positive regulation of type 2 immune response,0.09165755561885809,0.3179493553394148,2/287
Female_OUD_vs_Control,GO_BP,axon extension involved in axon guidance,0.09165755561885809,0.3179493553394148,2/287
Female_OUD_vs_Control,GO_BP,chemokine (C-X-C motif) ligand 2 production,0.09165755561885809,0.3179493553394148,2/287
Female_OUD_vs_Control,GO_BP,neuron projection extension involved in neuron projection guidance,0.09165755561885809,0.3179493553394148,2/287
Female_OUD_vs_Control,GO_BP,regulation of chemokine (C-X-C motif) ligand 2 production,0.09165755561885809,0.3179493553394148,2/287
OUD_Male_vs_Female,Reactome,Cytokine Signaling in Immune system,0.17881345804051593,0.3181486201500089,3/18
Pooled_OUD_vs_Control,C8_CellType,ZHONG_PFC_C1_ASTROCYTE,0.1102338541989156,0.3182054171814851,2/435
OUD_Male_vs_Female,KEGG,Fluid shear stress and atherosclerosis,0.043883685388232806,0.3187147016736558,2/15
OUD_Male_vs_Female,KEGG,Autoimmune thyroid disease,0.06016203468669257,0.3187147016736558,1/15
OUD_Male_vs_Female,KEGG,Intestinal immune network for IgA production,0.1215156172209263,0.3187147016736558,1/15
OUD_Male_vs_Female,KEGG,Glycerolipid metabolism,0.12607680300897972,0.3187147016736558,1/15
OUD_Male_vs_Female,KEGG,Cytokine-cytokine receptor interaction,0.1368105221558748,0.3187147016736558,2/15
OUD_Male_vs_Female,KEGG,Cholesterol metabolism,0.13962809214912753,0.3187147016736558,1/15
Female_OUD_vs_Control,C7_Immunologic,GSE29949_MICROGLIA_VS_DC_BRAIN_UP,0.0805623019943907,0.31884347746558417,7/319
Control_DLPFC_vs_NAC,GO_BP,regulation of neurotransmitter transport,0.002253002598286357,0.31941432291159766,54/4916
Male_OUD_vs_Control,GO_BP,cellular component disassembly involved in execution phase of apoptosis,0.16787896937812652,0.3195333940646757,1/101
Male_OUD_vs_Control,GO_BP,regulation of neurotransmitter uptake,0.16787896937812652,0.3195333940646757,1/101
Male_OUD_vs_Control,GO_BP,regulation of receptor localization to synapse,0.16787896937812652,0.3195333940646757,1/101
Control_DLPFC_vs_NAC,C8_CellType,DESCARTES_FETAL_LUNG_VISCERAL_NEURONS,0.015329299850085427,0.3207361199402489,124/6081
Control_DLPFC_vs_NAC,GO_BP,neurotransmitter secretion,0.0023651807407630114,0.32073907523651446,81/4916
Control_DLPFC_vs_NAC,GO_BP,signal release from synapse,0.0023651807407630114,0.32073907523651446,81/4916
Male_OUD_vs_Control,KEGG,Central carbon metabolism in cancer,0.16275852421624593,0.3214623354253882,2/64
Control_DLPFC_vs_NAC,GO_CC,axonemal microtubule doublet inner sheath,0.008734148814309683,0.321677518327362,31/5212
OUD_Male_vs_Female,Reactome,Protein-protein interactions at synapses,0.19091599225023403,0.32290729553434644,1/18
Pooled_OUD_vs_Control,GO_BP,lymphocyte activation involved in immune response,0.08282864750661698,0.3242061141996914,10/380
Pooled_OUD_vs_Control,GO_BP,regulation of immunoglobulin mediated immune response,0.08366852154854695,0.3242061141996914,4/380
Pooled_OUD_vs_Control,GO_BP,negative regulation of immunoglobulin mediated immune response,0.08440969180917522,0.3242061141996914,2/380
Pooled_OUD_vs_Control,GO_BP,ectopic germ cell programmed cell death,0.08440969180917522,0.3242061141996914,2/380
Female_OUD_vs_Control,WikiPathways,WP_TLR4_SIGNALING_AND_TOLERANCE,0.09869404622983466,0.3264495375294531,2/198
Male_OUD_vs_Control,WikiPathways,WP_IRON_METABOLISM_IN_PLACENTA,0.18820194150206482,0.3285986518833477,1/75
Male_OUD_vs_Control,WikiPathways,WP_LIPID_METABOLISM_PATHWAY,0.18820194150206482,0.3285986518833477,1/75
Male_OUD_vs_Control,WikiPathways,WP_TLR4_SIGNALING_AND_TOLERANCE,0.18820194150206482,0.3285986518833477,1/75
Female_OUD_vs_Control,KEGG,Cholesterol metabolism,0.09238590371000349,0.3302100570902482,4/175
Male_OUD_vs_Control,GO_BP,organ or tissue specific immune response,0.1816793345822003,0.3311327717706427,1/101
Male_OUD_vs_Control,GO_BP,immune response-regulating cell surface receptor signaling pathway involved in phagocytosis,0.1816793345822003,0.3311327717706427,1/101
Male_OUD_vs_Control,GO_BP,positive regulation of humoral immune response,0.1816793345822003,0.3311327717706427,1/101
Male_OUD_vs_Control,GO_BP,response to arsenic-containing substance,0.1816793345822003,0.3311327717706427,1/101
Male_OUD_vs_Control,GO_BP,regulation of programmed necrotic cell death,0.1816793345822003,0.3311327717706427,1/101
OUD_Male_vs_Female,KEGG,Apoptosis,0.24912600969590049,0.3334604550494296,1/15
Male_OUD_vs_Control,GO_MF,chemokine binding,0.03582045752645279,0.3348796261775354,2/99
NAC_OUD_vs_Control,GO_BP,cellular response to toxic substance,0.042293588160909626,0.33563849221794384,9/513
Male_OUD_vs_Control,Reactome,TP53 Regulates Transcription of Cell Death Genes,0.07555134181364205,0.33593972592780774,2/75
Male_OUD_vs_Control,GO_CC,glycinergic synapse,0.07501742008424306,0.33826036692531414,1/100
Male_OUD_vs_Control,Reactome,DNA Damage/Telomere Stress Induced Senescence,0.09967951253578737,0.339213481508848,2/75
Male_OUD_vs_Control,Reactome,ATF4 activates genes in response to endoplasmic reticulum  stress,0.11368235596512744,0.339213481508848,1/75
Female_OUD_vs_Control,GO_BP,type 2 immune response,0.10069695527763536,0.34087846175099695,3/287
NAC_OUD_vs_Control,GO_BP,positive regulation of production of molecular mediator of immune response,0.04338699670818747,0.3420087211201511,10/513
Male_OUD_vs_Control,GO_BP,behavioral response to pain,0.19525305558847394,0.3428716195968496,1/101
Control_Male_vs_Female,Hallmark,HALLMARK_FATTY_ACID_METABOLISM,0.02301334121787378,0.3452001182681067,2/8
Male_OUD_vs_Control,C2_Curated,SA_MMP_CYTOKINE_CONNECTION,0.2686620595840127,0.3459543514605249,1/4
Pooled_OUD_vs_Control,WikiPathways,WP_OXIDATIVE_DAMAGE_RESPONSE,0.09707199272772868,0.3460505389606816,4/254
DLPFC_OUD_vs_Control,KEGG,Apoptosis - multiple species,0.1130606013543025,0.3462480916475514,2/142
Male_OUD_vs_Control,WikiPathways,WP_LIPID_METABOLISM_IN_SENESCENT_CELLS,0.22501890324534302,0.3462726127661496,1/75
Female_OUD_vs_Control,GO_BP,immune response-regulating cell surface receptor signaling pathway involved in phagocytosis,0.10668608390695021,0.3472845403339043,2/287
Female_OUD_vs_Control,GO_BP,positive regulation of humoral immune response,0.10668608390695021,0.3472845403339043,2/287
Female_OUD_vs_Control,GO_BP,regulation of axon regeneration,0.10668608390695021,0.3472845403339043,2/287
Female_OUD_vs_Control,GO_BP,regulation of neuron projection regeneration,0.10668608390695021,0.3472845403339043,2/287
Female_OUD_vs_Control,GO_BP,negative regulation of synapse organization,0.10668608390695021,0.3472845403339043,2/287
NAC_OUD_vs_Control,GO_BP,positive regulation of stress-activated MAPK cascade,0.04537101366959762,0.3477459125881538,3/513
NAC_OUD_vs_Control,GO_BP,"CD4-positive, alpha-beta T cell cytokine production",0.04537101366959762,0.3477459125881538,3/513
NAC_OUD_vs_Control,GO_BP,positive regulation of stress-activated protein kinase signaling cascade,0.04537101366959762,0.3477459125881538,3/513
Female_OUD_vs_Control,DO,autoimmune disease of the nervous system,0.21530887978568733,0.3479305907672368,2/160
NAC_OUD_vs_Control,WikiPathways,WP_NAD_METABOLISM_IN_ONCOGENEINDUCED_SENESCENCE_AND_MITOCHONDRIAL_DYSFUNCTIONASSOCIATED_SENESCENCE,0.03187467511601057,0.34849644793504886,3/307
DLPFC_OUD_vs_Control,DO,combined oxidative phosphorylation deficiency,0.24762667908143676,0.3486091900543631,1/136
DLPFC_OUD_vs_Control,DO,newborn respiratory distress syndrome,0.24762667908143676,0.3486091900543631,1/136
DLPFC_OUD_vs_Control,DO,autoimmune hepatitis,0.24762667908143676,0.3486091900543631,1/136
DLPFC_OUD_vs_Control,DO,substance-induced psychosis,0.24762667908143676,0.3486091900543631,1/136
Pooled_OUD_vs_Control,GO_BP,T cell differentiation involved in immune response,0.09235327379760114,0.3487214879987275,5/380
NAC_OUD_vs_Control,GO_BP,positive regulation of innate immune response,0.04617607010433648,0.3504912675983991,20/513
OUD_Male_vs_Female,Reactome,Apoptosis,0.23667078721125567,0.3524336722602394,1/18
NAC_OUD_vs_Control,C8_CellType,DESCARTES_FETAL_EYE_MICROGLIA,0.08957403977303675,0.3540307286267643,13/581
Male_OUD_vs_Control,GO_BP,negative regulation of chemokine production,0.20860381797112248,0.35425175315335533,1/101
Male_OUD_vs_Control,GO_BP,positive regulation of cytokine production involved in inflammatory response,0.20860381797112248,0.35425175315335533,1/101
Female_OUD_vs_Control,GO_MF,lipopolysaccharide immune receptor activity,0.02893896924551999,0.35605267518148703,2/292
Control_DLPFC_vs_NAC,GO_CC,A axonemal microtubule,0.010542887878939186,0.35634961030814444,30/5212
Male_OUD_vs_Control,WikiPathways,WP_EICOSANOID_METABOLISM_VIA_LIPOOXYGENASES_LOX,0.24280457713047143,0.3569948485532179,1/75
Male_OUD_vs_Control,WikiPathways,WP_RESISTIN_AS_A_REGULATOR_OF_INFLAMMATION,0.24280457713047143,0.3569948485532179,1/75
Male_OUD_vs_Control,WikiPathways,WP_SELECTIVE_EXPRESSION_OF_CHEMOKINE_RECEPTORS_DURING_TCELL_POLARIZATION,0.24280457713047143,0.3569948485532179,1/75
Female_OUD_vs_Control,WikiPathways,WP_CYTOKINES_AND_INFLAMMATORY_RESPONSE,0.11862413251150339,0.35921392239398914,2/198
Female_OUD_vs_Control,WikiPathways,WP_REGULATION_OF_APOPTOSIS_BY_PARATHYROID_HORMONERELATED_PROTEIN,0.11862413251150339,0.35921392239398914,2/198
Pooled_OUD_vs_Control,Reactome,Diseases of metabolism,0.025438131375222047,0.36067636271296977,12/267
NAC_OUD_vs_Control,GO_BP,regulation of presynapse organization,0.048735825915061266,0.36175204535690586,4/513
NAC_OUD_vs_Control,GO_BP,regulation of presynapse assembly,0.048735825915061266,0.36175204535690586,4/513
Pooled_OUD_vs_Control,GO_BP,mature B cell differentiation involved in immune response,0.0976274851195787,0.36175209893629967,3/380
Pooled_OUD_vs_Control,GO_BP,regulation of type 2 immune response,0.0976274851195787,0.36175209893629967,3/380
Female_OUD_vs_Control,DO,autoimmune disease of central nervous system,0.2442822266502186,0.36243792936779073,1/160
Female_OUD_vs_Control,DO,glucose intolerance,0.2442822266502186,0.36243792936779073,1/160
Female_OUD_vs_Control,DO,autoimmune thyroiditis,0.2442822266502186,0.36243792936779073,1/160
Male_OUD_vs_Control,C8_CellType,DESCARTES_MAIN_FETAL_MICROGLIA,0.19446453308424214,0.36263137130299955,3/118
Control_DLPFC_vs_NAC,GO_CC,neuron projection membrane,0.011809959390194916,0.3628878430805347,37/5212
Male_OUD_vs_Control,GO_BP,regulation of innate immune response,0.2149076502634508,0.36343356955703426,5/101
Male_OUD_vs_Control,WikiPathways,WP_MELATONIN_METABOLISM_AND_EFFECTS,0.2601873921642074,0.3662353339941687,1/75
Pooled_OUD_vs_Control,GO_BP,microglia differentiation,0.10418741344484025,0.366756499747361,2/380
Pooled_OUD_vs_Control,GO_BP,regulation of response to osmotic stress,0.10418741344484025,0.366756499747361,2/380
DLPFC_OUD_vs_Control,GO_BP,positive regulation of cytokine-mediated signaling pathway,0.12611420548171348,0.36889107349777983,3/253
OUD_DLPFC_vs_NAC,C8_CellType,DESCARTES_MAIN_FETAL_ENS_NEURONS,0.028952729229728393,0.369147297679037,19/6250
Male_OUD_vs_Control,Reactome,Innate Immune System,0.14540997253859936,0.36916837895991456,11/75
Male_OUD_vs_Control,Reactome,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells,0.146021263057156,0.36916837895991456,2/75
Control_DLPFC_vs_NAC,C8_CellType,DESCARTES_MAIN_FETAL_ASTROCYTES,0.019220933324147975,0.3702359660186553,27/6081
Control_DLPFC_vs_NAC,C8_CellType,LAKE_ADULT_KIDNEY_C5_PROXIMAL_TUBULE_EPITHELIAL_CELLS_STRESS_INFLAM,0.019509983503434043,0.3702359660186553,132/6081
Control_Male_vs_Female,Hallmark,HALLMARK_COMPLEMENT,0.05649793141339989,0.3711323521742784,2/8
Male_OUD_vs_Control,GO_BP,intrinsic apoptotic signaling pathway in response to oxidative stress,0.23465091342137756,0.37343994975478495,1/101
Male_OUD_vs_Control,GO_BP,neurotransmitter reuptake,0.23465091342137756,0.37343994975478495,1/101
Male_OUD_vs_Control,GO_BP,maintenance of synapse structure,0.23465091342137756,0.37343994975478495,1/101
Male_OUD_vs_Control,Reactome,Regulation of pyruvate metabolism,0.16564200297655884,0.37459498656230517,1/75
NAC_OUD_vs_Control,GO_BP,programmed cell death involved in cell development,0.05859617293804812,0.3746839510398216,3/513
NAC_OUD_vs_Control,GO_BP,mature B cell differentiation involved in immune response,0.05864601382423775,0.3746839510398216,4/513
NAC_OUD_vs_Control,GO_BP,astrocyte cell migration,0.059474906805513546,0.3746839510398216,2/513
NAC_OUD_vs_Control,GO_BP,phospholipase C-activating dopamine receptor signaling pathway,0.059474906805513546,0.3746839510398216,2/513
NAC_OUD_vs_Control,GO_BP,positive regulation of T-helper 17 type immune response,0.059474906805513546,0.3746839510398216,2/513
NAC_OUD_vs_Control,GO_BP,cell activation involved in immune response,0.05972969395412638,0.3752842987291305,18/513
OUD_Male_vs_Female,GO_CC,excitatory synapse,0.02146036267681607,0.3763036150626219,2/32
OUD_Male_vs_Female,GO_CC,symmetric synapse,0.03415865680949348,0.3763036150626219,1/32
OUD_Male_vs_Female,GO_CC,inhibitory synapse,0.03415865680949348,0.3763036150626219,1/32
OUD_Male_vs_Female,GO_CC,"asymmetric, glutamatergic, excitatory synapse",0.038945233080532216,0.3763036150626219,1/32
Male_OUD_vs_Control,GO_BP,cellular response to toxic substance,0.2370439945777418,0.3764035658580491,2/101
OUD_Male_vs_Female,WikiPathways,WP_NEUROINFLAMMATION_AND_GLUTAMATERGIC_SIGNALING,0.33300305237950345,0.37667558383911043,1/17
Control_DLPFC_vs_NAC,C8_CellType,DESCARTES_FETAL_INTESTINE_ENS_NEURONS,0.021393399974460926,0.3783251991318666,99/6081
Female_OUD_vs_Control,GO_BP,regulation of T-helper 17 type immune response,0.12231347365909698,0.3789917772296994,2/287
Male_OUD_vs_Control,C8_CellType,ZHONG_PFC_MAJOR_TYPES_MICROGLIA,0.2152785341334989,0.3823930572405201,6/118
OUD_Male_vs_Female,C7_Immunologic,GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_6H_IFNA_STIM_DN,0.002502370631105309,0.383974871284048,4/42
DLPFC_OUD_vs_Control,DO,nicotine dependence,0.2884092416971593,0.3842230501804438,2/136
