gene,coefficient,abs_coefficient,consistency_score,combined_score,effect_rank,consistency_rank,combined_rank,effect_percentile,consistency_percentile,combined_percentile,z_score,pval,fdr,significant_moderate_effect,significant_strong_effect,significant_high_consistency,significant_moderate_combined,significant_strong_combined,significant_fdr,significant,significant_lenient,contrast,biology,priority,biological_context,analysis_priority,contrast_description
RPS19,0.006680897525212716,0.006680897525212716,0.7090126805404158,0.004736841062766898,302.0,272.0,122.0,0.9811863241452591,0.9830614413400838,0.9924370273142071,0.9689702065934854,0.3325600544787206,0.9999962640752833,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
SPRED2,-0.007833394360141159,0.007833394360141159,0.6033536594204746,0.004726307152874875,213.0,735.0,123.0,0.986749171823239,0.9541221326332896,0.9923745234077129,-1.1634271125540752,0.2446562545543467,0.9999962640752833,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
LRP1B,-0.019606500991369895,0.019606500991369895,0.23869019874785716,0.004679879618380138,17.0,7676.0,124.0,0.9989999374960935,0.5202825176573536,0.9923120195012188,-2.8930975103089596,0.003814628494414718,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
SNCA,-0.009987731703087,0.009987731703087,0.4677381180897088,0.004671642830786835,119.0,2165.0,125.0,0.9926245390336896,0.8647415463466467,0.9922495155947246,-1.479936054976049,0.1388903125215979,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
PRICKLE2,-0.009140045199545994,0.009140045199545994,0.5051730889421463,0.004617304866525486,145.0,1671.0,126.0,0.9909994374648415,0.8956184761547596,0.9921870116882305,-1.3553964327949328,0.17529128556303553,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
RPL19,0.006843198892105893,0.006843198892105893,0.6722595183874018,0.004600405591436309,288.0,387.0,127.0,0.9820613788361773,0.9758734920932558,0.9921245077817363,0.9928150487938981,0.32080009483470007,0.9999962640752833,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
GRM8,0.010422879572814518,0.010422879572814518,0.4384526045980682,0.004569938696112525,109.0,2647.0,128.0,0.9932495780986311,0.8346146634164635,0.9920620038752422,1.5187312662188779,0.12883015315592594,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
AC125613.1,-0.00841673418346787,0.00841673418346787,0.5426135981898503,0.004567034420299013,183.0,1242.0,129.0,0.9886242890180637,0.9224326520407525,0.991999499968748,-1.249129693516299,0.21161764165342412,0.9999962640752833,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
HIVEP2,-0.008964066919249874,0.008964066919249874,0.5094691652734789,0.004566915690805838,154.0,1613.0,130.0,0.9904369023063941,0.8992437027314207,0.9919369960622539,-1.3295422184732333,0.18366914681771362,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
ARID5B,-0.009056091222216844,0.009056091222216844,0.4977672194308939,0.004507825346595404,149.0,1749.0,131.0,0.9907494218388649,0.8907431714482155,0.9918744921557597,-1.3430621599552703,0.17925184702299202,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
PCDH11X,0.013356244925604728,0.013356244925604728,0.33702403177603374,0.004501375514215498,64.0,4837.0,132.0,0.9960622538908682,0.6977311081942621,0.9918119882492655,1.949692725708479,0.05121275385928992,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
OGFRL1,0.006633883739204026,0.006633883739204026,0.6774300830946847,0.004493992412689461,313.0,365.0,133.0,0.9804987811738234,0.9772485780361273,0.9917494843427714,0.9620630786371385,0.33601791909138967,0.9999962640752833,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
AP002370.2,-0.009315079492989044,0.009315079492989044,0.4812943410897524,0.004483295046776826,135.0,1959.0,134.0,0.9916244765297831,0.8776173510844427,0.9916869804362772,-1.381111959328713,0.16724453898184954,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
CSMD3,-0.008888083512151496,0.008888083512151496,0.5019313803574098,0.0044612080259861355,157.0,1709.0,135.0,0.9902493905869116,0.8932433277079818,0.9916244765297831,-1.31837895850326,0.18737682095522956,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
MED12L,0.007139944551808191,0.007139944551808191,0.6243084099831192,0.004457527430507006,269.0,608.0,136.0,0.9832489530595663,0.9620601287580474,0.9915619726232889,1.0364120533337051,0.3000099495359163,0.9999962640752833,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
SLC39A11,0.00885708947682456,0.00885708947682456,0.5031630187587103,0.004456559878575051,159.0,1691.0,137.0,0.9901243827739233,0.8943683980248766,0.9914994687167948,1.2886899642104759,0.19750589283555797,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
FAU,0.006725293608100558,0.006725293608100558,0.6620545528922308,0.004452511252779992,295.0,428.0,138.0,0.9816238514907182,0.9733108319269954,0.9914369648103006,0.9754927492623576,0.32931589658781757,0.9999962640752833,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
LINC00877,-0.008056582663529691,0.008056582663529691,0.5518600272000986,0.004446105927835339,199.0,1153.0,139.0,0.9876242265141572,0.9279954997187324,0.9913744609038065,-1.1962172854105992,0.231611777138774,0.9999962640752833,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
AC098588.3,-0.010800392569506432,0.010800392569506432,0.41129734305024396,0.0044421727677375926,103.0,3143.0,140.0,0.9936246015375961,0.8036127257953622,0.9913119569973123,-1.5993298129779523,0.10974733853649354,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
PEX5L,-0.013491908738707044,0.013491908738707044,0.3287546935813842,0.004435528323221634,62.0,5065.0,141.0,0.9961872617038565,0.6834802175135946,0.9912494530908181,-1.99475949766255,0.046069116739113625,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
GALNTL6,-0.011414875728971544,0.011414875728971544,0.3876500676603515,0.004424977348670323,90.0,3657.0,142.0,0.9944371523220201,0.7714857178573661,0.991186949184324,-1.689607881812089,0.09110299704211533,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
TCP11L2,0.006161848960971073,0.006161848960971073,0.716121680725439,0.004412633634306905,362.0,257.0,143.0,0.9774360897556097,0.9839989999374961,0.9911244452778298,0.8927131094068744,0.37201082817923226,0.9999962640752833,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
RPL3,0.007532154131751882,0.007532154131751882,0.5837354743150851,0.004396785564712513,242.0,887.0,144.0,0.9849365585349085,0.9446215388461778,0.9910619413713357,1.0940343378669148,0.27393991853649546,0.9999962640752833,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
RPL7,0.006309701927256094,0.006309701927256094,0.695741987564746,0.004389924559810263,339.0,314.0,145.0,0.9788736796049753,0.9804362772673292,0.9909994374648415,0.9144352348418974,0.3604881945522247,0.9999962640752833,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
AP003086.1,-0.010810172196777929,0.010810172196777929,0.40548066690414836,0.004383315831698197,102.0,3269.0,146.0,0.9936871054440902,0.7957372335770986,0.9909369335583474,-1.6007666072177764,0.10942862224689964,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
MT-ND1,0.006879798744430688,0.006879798744430688,0.6370574603395568,0.004382827115774286,285.0,546.0,147.0,0.9822488905556598,0.965935370960685,0.9908744296518532,0.9981921920672358,0.318186171854395,0.9999962640752833,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
EFHD1,0.009270690319017776,0.009270690319017776,0.47224983305193585,0.004378081955432342,139.0,2084.0,148.0,0.9913744609038065,0.8698043627726733,0.990811925745359,1.3494549904381736,0.17719086808920315,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
THSD7A,0.010167032075891945,0.010167032075891945,0.42859249156377865,0.004357513609215385,115.0,2813.0,149.0,0.9928745546596662,0.8242390149384337,0.9907494218388649,1.4811429001547483,0.13856849808655558,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
NLGN4Y,-0.012051721239969762,0.012051721239969762,0.35954345633197393,0.004333117509368191,82.0,4321.0,150.0,0.9949371835739734,0.7299831239452466,0.9906869179323707,-1.783171361938467,0.07455841273697161,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
AC078881.1,0.007550192138701445,0.007550192138701445,0.5738586237546366,0.004332742869798288,239.0,962.0,151.0,0.9851240702543909,0.9399337458591162,0.9906244140258766,1.0966844290987734,0.27277936545851134,0.9999962640752833,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
KIAA1328,0.009111460821936203,0.009111460821936203,0.47524869365212585,0.004330209852887706,147.0,2047.0,152.0,0.9908744296518532,0.872117007312957,0.9905619101193824,1.326061458367306,0.18481934109247833,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
NRG3,0.01139377091827656,0.01139377091827656,0.37792497021513427,0.004305990534927732,91.0,3892.0,153.0,0.9943746484155259,0.7567972998312394,0.9904994062128883,1.6613717834828277,0.09663880115267864,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
SLC35F1,-0.011499773570419976,0.011499773570419976,0.37410718748378347,0.004302147947130164,89.0,3978.0,154.0,0.9944996562285143,0.7514219638727421,0.9904369023063941,-1.7020808244079817,0.088740218019836,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
NTN4,-0.0054330107911150375,0.0054330107911150375,0.7906396250174561,0.004295553614602985,437.0,97.0,155.0,0.972748296768548,0.993999624976561,0.9903743983999,-0.8107697781179242,0.41749789310995755,0.9999962640752833,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
SEMA6A-AS1,-0.006639724289408136,0.006639724289408136,0.642898035281133,0.004268665700468907,311.0,515.0,156.0,0.9806237889868117,0.9678729920620038,0.9903118944934058,-0.9880565964528883,0.3231249309463866,0.9999962640752833,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
BCKDHB,0.007618568837859999,0.007618568837859999,0.5601968289937607,0.004267898104439852,227.0,1070.0,157.0,0.9858741171323208,0.9331833239577474,0.9902493905869116,1.1067301337827884,0.2684106228823522,0.9999962640752833,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
MEIS2,-0.010756103891976666,0.010756103891976666,0.39641337764392504,0.004263863474107438,104.0,3470.0,158.0,0.9935620976311019,0.7831739483717732,0.9901868866804175,-1.5928230499901992,0.11119989268021246,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
MIR4300HG,0.011509745680130964,0.011509745680130964,0.3683317323714371,0.004239404565517303,88.0,4116.0,159.0,0.9945621601350084,0.7427964247765486,0.9901243827739233,1.6784104563454465,0.09326699773349323,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
RPL17,0.006618749214106584,0.006618749214106584,0.6397662313831007,0.004234452241178829,317.0,532.0,160.0,0.9802487655478468,0.9668104256516032,0.9900618788674292,0.9598395584682404,0.33713596955932834,0.9999962640752833,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
RPS6,0.006669111506447209,0.006669111506447209,0.6330595624611461,0.004221944812276065,305.0,570.0,161.0,0.9809988124257766,0.9644352772048252,0.989999374960935,0.9672386391827218,0.3334247503470438,0.9999962640752833,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
AL355835.1,-0.008497399359734602,0.008497399359734602,0.4962896148458846,0.004217171055434352,179.0,1769.0,162.0,0.9888743046440402,0.8894930933183324,0.989936871054441,-1.2609807853214265,0.2073157700484649,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
NCAM2,0.014964500252468569,0.014964500252468569,0.2809405659981258,0.004204135170807616,46.0,6374.0,163.0,0.997187324207763,0.6016626039127446,0.9898743671479467,2.18597289525432,0.02881758840397408,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
RTTN,0.006685350865887862,0.006685350865887862,0.6286197916169529,0.004202543868200644,301.0,593.0,164.0,0.9812488280517533,0.9629976873554598,0.9898118632414525,0.9696244783824188,0.3322337069600625,0.9999962640752833,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
CDH19,-0.010521414233381512,0.010521414233381512,0.39860025939592103,0.004193838442637806,108.0,3419.0,165.0,0.9933120820051253,0.7863616476029752,0.9897493593349584,-1.5583431316605314,0.11915192962123866,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
RPS3A,0.005691990019925912,0.005691990019925912,0.7301224260333076,0.004155849562305682,413.0,207.0,166.0,0.9742483905244078,0.9871241952622039,0.9896868554284642,0.8236828078133643,0.41011981055638413,0.9999962640752833,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
ITGA2,0.00824033875405873,0.00824033875405873,0.5035458763307324,0.004149388599174599,190.0,1687.0,167.0,0.9881867616726046,0.8946184136508532,0.9896243515219701,1.1980787516073121,0.2308863600714215,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
AP003464.1,0.008846213994404691,0.008846213994404691,0.4679334316985044,0.004139439271941121,160.0,2161.0,168.0,0.9900618788674292,0.8649915619726233,0.9895618476154759,1.2870921701369002,0.19806216421622302,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
ARHGEF4,0.008702465107587416,0.008702465107587416,0.47503875841290377,0.004134008219839943,168.0,2049.0,169.0,0.9895618476154759,0.8719919994999688,0.9894993437089818,1.2659730040555763,0.20552274747918675,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
ELMO1-AS1,-0.007075014016255918,0.007075014016255918,0.5834840638728986,0.004128157930162721,270.0,890.0,170.0,0.9831864491530721,0.9444340271266954,0.9894368398024876,-1.052008090188475,0.29279583787705077,0.9999962640752833,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
ETV6,-0.006083154938705792,0.006083154938705792,0.6776772110327252,0.00412241547314209,370.0,362.0,171.0,0.9769360585036565,0.9774360897556097,0.9893743358959936,-0.9062870550428122,0.3647839353999274,0.9999962640752833,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
JAZF1,-0.007781891304546433,0.007781891304546433,0.526116396310662,0.004094180609629246,217.0,1396.0,172.0,0.9864991561972624,0.9128070504406526,0.9893118319894993,-1.1558604342382752,0.24773824859903315,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
DACH1,-0.008964455653325053,0.008964455653325053,0.4550574920617714,0.004079342707301067,153.0,2342.0,173.0,0.9904994062128883,0.8536783548971811,0.9892493280830051,-1.3295993301467701,0.1836503189525598,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
RPL34,0.007498217514614838,0.007498217514614838,0.5430860128862185,0.004072177053765783,245.0,1235.0,174.0,0.984749046815426,0.9228701793862116,0.989186824176511,1.0890484693191702,0.2761325121648408,0.9999962640752833,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
PID1,0.004618434609108176,0.004618434609108176,0.878176526752239,0.004055800864058952,536.0,40.0,175.0,0.9665604100256266,0.9975623476467279,0.9891243202700168,0.6659591862914533,0.5054371880577191,0.9999962640752833,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
DIAPH2-AS1,0.007361118649954074,0.007361118649954074,0.5501621452230919,0.004049808827700444,254.0,1169.0,176.0,0.9841865116569786,0.9269954372148259,0.9890618163635227,1.0689063050461896,0.2851118906114132,0.9999962640752833,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
DPH6,0.008040194496700764,0.008040194496700764,0.5012969070129297,0.004030524632978472,201.0,1712.0,177.0,0.9874992187011689,0.8930558159884993,0.9889993124570285,1.1686741426050935,0.24253494367082218,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
ZBTB20-AS5,-0.006179810677156175,0.006179810677156175,0.6504101562347149,0.004019411628030107,359.0,473.0,178.0,0.9776236014750922,0.9704981561347584,0.9889368085505345,-0.9204874334822043,0.3573180969599772,0.9999962640752833,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
MT-ND4,0.009055788267111254,0.009055788267111254,0.4430059321863568,0.004011767922953893,150.0,2546.0,179.0,0.9906869179323707,0.8409275579723733,0.9888743046440402,1.317882209417613,0.18754308207739,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
ADCY8,0.008176737512751149,0.008176737512751149,0.49041933542451693,0.004010030176944136,193.0,1843.0,180.0,0.987999249953122,0.8848678042377649,0.988811800737546,1.1887346432257246,0.23454410362916867,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
SH3RF1,-0.008844067513433562,0.008844067513433562,0.4526353634802949,0.004003137713587269,161.0,2388.0,181.0,0.989999374960935,0.85080317519845,0.988749296831052,-1.3119122566891372,0.18954974152339354,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
CHRM5,-0.008501402349423984,0.008501402349423984,0.4705007495524379,0.003999916177650841,178.0,2125.0,182.0,0.9889368085505345,0.8672417026064129,0.9886867929245577,-1.2615688928605087,0.20710395544782267,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
WIF1,-0.008742572509200559,0.008742572509200559,0.45679967529104065,0.003993604283411194,163.0,2319.0,183.0,0.9898743671479467,0.8551159447465466,0.9886242890180637,-1.2970009074725957,0.19463087455988282,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
DLGAP1,0.01040659541814357,0.01040659541814357,0.3830104429138291,0.003985834720328193,110.0,3776.0,184.0,0.993187074192137,0.7640477529845615,0.9885617851115694,1.516338845834942,0.12943369385723624,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
DLGAP2,-0.004616363753312343,0.004616363753312343,0.8622766789745514,0.003980582806144662,537.0,45.0,185.0,0.9664979061191324,0.9972498281142571,0.9884992812050754,-0.6907903834732915,0.48969727974019905,0.9999962640752833,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
FRMD4A,0.010533146301370172,0.010533146301370172,0.3767873246823128,0.003968756015380665,107.0,3915.0,186.0,0.9933745859116194,0.7553597099818739,0.9884367772985811,1.5349313315214448,0.12480069638877866,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
AC120193.1,0.007932866937322806,0.007932866937322806,0.4997694914576404,0.003964604875066948,206.0,1725.0,187.0,0.9871866991686981,0.8922432652040753,0.988374273392087,1.152905891442999,0.24894901365986355,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
OSBPL11,0.005518539662531238,0.005518539662531238,0.716908089085895,0.0039562857240099895,432.0,253.0,188.0,0.9730608163010188,0.9842490155634727,0.9883117694855929,0.7981999885318524,0.4247544440880384,0.9999962640752833,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
HDAC2-AS2,-0.008630162044225287,0.008630162044225287,0.4583655074417128,0.003955768604705533,171.0,2299.0,189.0,0.9893743358959936,0.8563660228764298,0.9882492655790986,-1.2804858906842616,0.200374303788319,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
RPL10,0.007269740906267005,0.007269740906267005,0.5420984896898005,0.003940915565723505,261.0,1245.0,190.0,0.9837489843115195,0.9222451403212701,0.9881867616726046,1.0554813541627999,0.2912052327744101,0.9999962640752833,True,True,True,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
DUSP16,-0.01262394765846233,0.01262394765846233,0.3087014632978666,0.0038970311147629977,72.0,5605.0,191.0,0.9955622226389149,0.6497281080067504,0.9881242577661103,-1.867241193961775,0.061867913366807414,0.9999962640752833,True,True,False,True,True,False,True,True,putamen_oud_effect,"Habit formation, motor control, addiction maintenance",HIGH,"Habit formation, motor control, addiction maintenance",HIGH,OUD effects on habit formation circuits
