gene,coefficient,abs_coefficient,consistency_score,combined_score,effect_rank,consistency_rank,combined_rank,effect_percentile,consistency_percentile,combined_percentile,z_score,pval,fdr,significant_moderate_effect,significant_strong_effect,significant_high_consistency,significant_moderate_combined,significant_strong_combined,significant_fdr,significant,significant_lenient,contrast,biology,priority,biological_context,analysis_priority,contrast_description
DYSF,-0.006066960878132448,0.006066960878132448,0.5103262462852135,0.003096129371296575,191.0,1503.0,137.0,0.9881242577661103,0.9061191324457779,0.9914994687167948,-0.9373647750839481,0.34857095376313585,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MTSS1,-0.007168167052445244,0.007168167052445244,0.4280351261239109,0.0030682272883706626,136.0,2694.0,138.0,0.9915619726232889,0.8316769798112382,0.9914369648103006,-1.112210036484483,0.26604785362082417,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
NKAIN1,0.007974565322054776,0.007974565322054776,0.38404263311739745,0.003062573064248603,111.0,3520.0,139.0,0.9931245702856428,0.7800487530470654,0.9913744609038065,1.2920944998481834,0.19632442042515486,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
KLHL32,-0.009094432226325548,0.009094432226325548,0.33577649696589873,0.003053696594849372,74.0,4577.0,140.0,0.9954372148259266,0.7139821238827426,0.9913119569973123,-1.4180549778861473,0.15617471429262597,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MAST4,0.007831117994009635,0.007831117994009635,0.38988930234287156,0.0030532691312491244,117.0,3394.0,141.0,0.9927495468466779,0.7879242452653291,0.9912494530908181,1.2693184873681291,0.20432749525033378,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PLPP3,-0.005436626730205158,0.005436626730205158,0.5547941262971687,0.0030162085767880035,256.0,1071.0,142.0,0.9840615038439903,0.9331208200512532,0.991186949184324,-0.8372827546277813,0.40243365052506164,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RPL28,-0.006897553734387504,0.006897553734387504,0.4338486944789168,0.002992494682762196,150.0,2596.0,143.0,0.9906869179323707,0.8378023626476655,0.9911244452778298,-1.069243099467626,0.28496014264828085,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
NTN4,0.00506447044346121,0.00506447044346121,0.5896793682227017,0.0029864137314827527,303.0,813.0,144.0,0.9811238202387649,0.9492468279267454,0.9910619413713357,0.8300408793573842,0.4065156713107201,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
LDLR,-0.0046845560452827145,0.0046845560452827145,0.636999969238992,0.0029840620567434233,342.0,560.0,145.0,0.9786861678854929,0.9650603162697668,0.9909994374648415,-0.7178718772060275,0.4728362894956848,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PRKCB,0.005442222489586745,0.005442222489586745,0.5470589821519594,0.0029772166957978273,252.0,1137.0,146.0,0.9843115194699669,0.9289955622226389,0.9909369335583474,0.8900188896428997,0.3734557432751122,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
C14orf132,-0.004760014053547331,0.004760014053547331,0.6240169655144855,0.0029703295255009113,335.0,614.0,147.0,0.9791236952309519,0.9616851053190825,0.9908744296518532,-0.7298528081956526,0.46548016113525437,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MOBP,-0.00932570751645313,0.00932570751645313,0.3181469858498678,0.0029669457372770193,66.0,5030.0,148.0,0.9959372460778799,0.68566785424089,0.990811925745359,-1.454775974826685,0.14573129146172215,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PLEKHA5,-0.009299548571628397,0.009299548571628397,0.31616102098322396,0.002940154771089116,67.0,5067.0,149.0,0.9958747421713857,0.6833552097006064,0.9907494218388649,-1.450622558643111,0.1468849901569964,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ENO2,-0.005047454012922406,0.005047454012922406,0.5777262729332593,0.002916046794687685,306.0,898.0,150.0,0.9809363085192825,0.9439339958747421,0.9906869179323707,-0.7754914143043198,0.43804933682980773,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MID1IP1,-0.00418103359858159,0.00418103359858159,0.6946683320962217,0.002904431636364937,435.0,314.0,151.0,0.9728733045815363,0.9804362772673292,0.9906244140258766,-0.6379245286820918,0.5235228097727838,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
VEGFA,-0.006850375444902035,0.006850375444902035,0.4235970838627711,0.0029017990618256354,153.0,2773.0,152.0,0.9904994062128883,0.8267391711982,0.9905619101193824,-1.0617523129555866,0.28834814368563855,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SNAP91,-0.005397668631982129,0.005397668631982129,0.5372610245044737,0.0028999569791543795,261.0,1237.0,153.0,0.9837489843115195,0.9227451715732233,0.9904994062128883,-0.831097138322348,0.40591875623002105,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PDZRN3,0.00428448587846511,0.00428448587846511,0.6732194761040469,0.0028843993384754683,410.0,407.0,154.0,0.9744359022438902,0.9746234139633727,0.9904369023063941,0.7061979439141364,0.480065048842359,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
IRS2,-0.005292935123607608,0.005292935123607608,0.544929043620392,0.002884274074852275,275.0,1155.0,155.0,0.9828739296206013,0.9278704919057441,0.9903743983999,-0.814467956543045,0.4153769218549599,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
DBNDD2,-0.009075827432753786,0.009075827432753786,0.31558761784537337,0.002864218759478458,75.0,5082.0,156.0,0.9953747109194324,0.682417651103194,0.9903118944934058,-1.4151009806499915,0.15703889072765453,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SLC15A2,-0.0033628466053542945,0.0033628466053542945,0.8502183133877614,0.002859153768986087,634.0,77.0,157.0,0.9604350271891994,0.9952497031064441,0.9902493905869116,-0.5080159592948762,0.6114421510477588,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ATP6V0B,-0.003963358525095297,0.003963358525095297,0.7201836957423557,0.0028543461901551033,471.0,249.0,158.0,0.9706231639477467,0.9844990311894494,0.9901868866804175,-0.6033629215899027,0.5462672828859669,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MYLK,-0.005009774711622314,0.005009774711622314,0.5675805287737906,0.0028434505798601573,310.0,955.0,159.0,0.9806862928933058,0.9403712732045753,0.9901243827739233,-0.7695088404331595,0.4415912984766863,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CGNL1,0.004146691198626296,0.004146691198626296,0.6849915940115252,0.0028404486140205885,443.0,356.0,160.0,0.9723732733295831,0.9778111131945747,0.9900618788674292,0.684319437074983,0.4937734758307242,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
KCNQ3,0.007111236273838763,0.007111236273838763,0.397536240772047,0.002826974135543681,138.0,3252.0,161.0,0.9914369648103006,0.7967997999874992,0.989999374960935,1.1550184493945044,0.24808287141062468,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PTPN13,-0.00904638790464419,0.00904638790464419,0.31108592930978585,0.0028142039882130443,76.0,5204.0,162.0,0.9953122070129383,0.6747921745109069,0.989936871054441,-1.4104266861283115,0.1584137301993327,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RPLP1,-0.008043378228546814,0.008043378228546814,0.34831534562946936,0.0028016320677048323,109.0,4316.0,163.0,0.9932495780986311,0.7302956434777174,0.9898743671479467,-1.2511726852924085,0.21087148145789136,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PCLO,-0.004513874134433323,0.004513874134433323,0.6190354756153585,0.002794248221676797,362.0,644.0,164.0,0.9774360897556097,0.9598099881242578,0.9898118632414525,-0.6907716629001751,0.4897090460756015,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RORB,-0.005844705929731655,0.005844705929731655,0.4771930795941096,0.002789053221930602,208.0,1932.0,165.0,0.9870616913557098,0.879304956559785,0.9897493593349584,-0.9020759931490396,0.36701650061601176,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
TSIX,0.007596514273960954,0.007596514273960954,0.36678852165202225,0.0027863142402546233,125.0,3893.0,166.0,0.9922495155947246,0.7567347959247452,0.9896868554284642,1.2320690151854587,0.21792330459229992,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SMAD6,0.0035723006081435846,0.0035723006081435846,0.7792092802665318,0.0027835697857672564,573.0,155.0,167.0,0.9642477654853429,0.9903743983999,0.9896243515219701,0.5931199185092342,0.5531009011117374,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
TRERF1,0.003216170172861803,0.003216170172861803,0.8542737140263906,0.002747489638511551,695.0,76.0,168.0,0.9566222888930558,0.9953122070129383,0.9895618476154759,0.5365749040496237,0.5915612830196153,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
KYAT1,-0.003486994905194951,0.003486994905194951,0.7846152684341978,0.0027359494435682166,597.0,147.0,169.0,0.9627476717294831,0.9908744296518532,0.9894993437089818,-0.527727746646248,0.5976883122415937,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SLC6A8,-0.003938516238426216,0.003938516238426216,0.6941037492081582,0.0027337388874088485,477.0,317.0,170.0,0.9702481405087818,0.9802487655478468,0.9894368398024876,-0.5994185593008399,0.5488938037709361,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
EVL,0.006252834772985129,0.006252834772985129,0.4363891600400027,0.0027286693144519016,180.0,2557.0,171.0,0.988811800737546,0.8402400150009376,0.9893743358959936,1.0187247758714453,0.3083336468613527,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ARRB1,-0.004621287679705579,0.004621287679705579,0.5889729992126612,0.002721813664940715,349.0,818.0,172.0,0.9782486405400338,0.9489343083942746,0.9893118319894993,-0.7078263705826904,0.4790530880660653,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
OSMR,0.007039648383071679,0.007039648383071679,0.38627600029128095,0.0027192472208699115,142.0,3473.0,173.0,0.991186949184324,0.7829864366522907,0.9892493280830051,1.1436520007073683,0.2527679868882178,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PLSCR4,0.004657741855503929,0.004657741855503929,0.583433521370766,0.002717482732392663,345.0,857.0,174.0,0.9784986561660104,0.9464966560410025,0.989186824176511,0.7654620857224502,0.4439964349625376,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
L3MBTL4,-0.00810693146786747,0.00810693146786747,0.3341422278007255,0.002708868141301042,105.0,4626.0,175.0,0.9934995937246078,0.710919432464529,0.9891243202700168,-1.2612634230680164,0.20721395476768212,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ITPR1,0.003988325498574706,0.003988325498574706,0.6784508859259402,0.002705882967869026,469.0,377.0,176.0,0.970748171760735,0.9764985311581974,0.9890618163635227,0.6591747431309279,0.509783563650722,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
IPO9-AS1,0.005227272329026858,0.005227272329026858,0.5143197227284761,0.002688489254891329,280.0,1460.0,177.0,0.9825614100881305,0.9088068004250266,0.9889993124570285,0.8558899336963586,0.3920586634626826,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MFHAS1,0.0052071036381939355,0.0052071036381939355,0.5147085577547271,0.002680140803694193,286.0,1454.0,178.0,0.9821863866491656,0.9091818238639915,0.9889368085505345,0.8526876268958273,0.39383255421109276,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AL591686.2,0.0050564053794997675,0.0050564053794997675,0.5262099185264038,0.0026607306627830425,304.0,1337.0,179.0,0.9810613163322708,0.9164947809238078,0.9888743046440402,0.8287603396642332,0.4072400344526055,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ANXA5,-0.003312012978067147,0.003312012978067147,0.8030911757357123,0.002659848396607883,658.0,124.0,180.0,0.9589349334333396,0.9923120195012188,0.988811800737546,-0.4999447923705668,0.6171139513726784,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CYP7B1,-0.006894322982901838,0.006894322982901838,0.3857138147864371,0.002659235618104876,151.0,3485.0,181.0,0.9906244140258766,0.7822363897743609,0.988749296831052,-1.0687301332300512,0.2851912893277957,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AC008050.1,0.005141387541851963,0.005141387541851963,0.5156768722748835,0.002651294646735272,291.0,1441.0,182.0,0.9818738671166948,0.9099943746484155,0.9886867929245577,0.8422534790394505,0.39964608488307185,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PIEZO2,-0.011689531164325462,0.011689531164325462,0.225959114081809,0.0026413561059226787,43.0,7654.0,183.0,0.9973748359272454,0.521657603600225,0.9886242890180637,-1.8300947600441075,0.0672357703591524,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
TP53TG5,0.005966406137897814,0.005966406137897814,0.44169165862982485,0.002635311823107253,198.0,2466.0,184.0,0.9876867304206512,0.8459278704919058,0.9885617851115694,0.9732467439255269,0.33043068393604313,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
GAPDH,-0.005651246197179393,0.005651246197179393,0.4655797331123545,0.00263110569623499,230.0,2089.0,185.0,0.9856866054128383,0.8694918432402026,0.9884992812050754,-0.8713592043245614,0.38355805341611715,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SMAD3,0.004803860288053842,0.004803860288053842,0.5446058565223231,0.0026162104467891364,330.0,1160.0,186.0,0.9794362147634227,0.9275579723732733,0.9884367772985811,0.788662205854876,0.4303094629845088,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
GFRA1,0.005992438980493408,0.005992438980493408,0.4361621841119741,0.002613675273889736,195.0,2563.0,187.0,0.9878742421401338,0.8398649915619726,0.988374273392087,0.9773801380844055,0.32838099230443163,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CARMIL1,-0.00427575870454188,0.00427575870454188,0.6076038651383704,0.002597967515278678,414.0,709.0,188.0,0.9741858866179136,0.9557472342021376,0.9883117694855929,-0.6529646149975866,0.5137790909061248,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PAQR3,-0.0035714200223203323,0.0035714200223203323,0.7248712855513504,0.0025888198228231716,574.0,240.0,189.0,0.9641852615788487,0.9850615663478968,0.9882492655790986,-0.5411324405327219,0.5884162995761919,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PDZD2,0.00699206471523472,0.00699206471523472,0.36984395004346815,0.002585972833241966,144.0,3815.0,190.0,0.9910619413713357,0.7616101006312894,0.9881867616726046,1.136096849787023,0.2559160333144628,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ATP8A2,-0.006385991395681594,0.006385991395681594,0.4029208121953952,0.002573048839820833,168.0,3144.0,191.0,0.9895618476154759,0.803550221888868,0.9881242577661103,-0.9880192079565555,0.3231432412194455,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AC007262.2,0.004164592982627685,0.004164592982627685,0.615966237173633,0.002565248668868892,437.0,657.0,192.0,0.972748296768548,0.9589974373398338,0.9880617538596163,0.6871618131679177,0.49198076532889656,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
KCNN3,-0.005426255141755232,0.005426255141755232,0.4718515672690562,0.002560386993038981,258.0,2007.0,193.0,0.983936496031002,0.8746171635727233,0.987999249953122,-0.8356359938885423,0.40335971320382225,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
VLDLR-AS1,0.005556510596011984,0.005556510596011984,0.4598598083897874,0.0025552158979978944,241.0,2178.0,194.0,0.9849990624414026,0.8639289955622227,0.987936746046628,0.9081651135826294,0.36379099278977467,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
EYA4,0.003803594299564081,0.003803594299564081,0.6700636738285554,0.002548650370119259,509.0,417.0,195.0,0.9682480155009688,0.9739983748984311,0.9878742421401338,0.62984383713596,0.5287967613023061,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PREX2,0.007177779523289374,0.007177779523289374,0.3548824658332024,0.002547268096432001,135.0,4175.0,196.0,0.9916244765297831,0.7391086942933933,0.9878117382336395,1.1655839294254293,0.2437827084535753,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SORCS2,0.0059912268263733895,0.0059912268263733895,0.42468891372945017,0.002544407612799256,197.0,2753.0,197.0,0.9877492343271455,0.827989249328083,0.9877492343271455,0.9771876769368782,0.3284762476402645,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
LAMA2,-0.009783120984099057,0.009783120984099057,0.26007058509171793,0.002544301998357705,57.0,6622.0,198.0,0.9964997812363273,0.5861616351021939,0.9876867304206512,-1.527402317816985,0.12666100045621342,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
C1orf21,-0.00413595224939008,0.00413595224939008,0.6147161186552241,0.0025424365136884133,445.0,665.0,199.0,0.9722482655165948,0.9584974060878805,0.9876242265141572,-0.6307666862475475,0.5281930886953108,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PKP4-AS1,0.0038167087201610053,0.0038167087201610053,0.665531402458541,0.002540139507304497,506.0,431.0,200.0,0.9684355272204512,0.973123320207513,0.987561722607663,0.6319260941654548,0.5274351714386132,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
DANT2,-0.007844413713885303,0.007844413713885303,0.32228609880128295,0.0025281454932313775,116.0,4925.0,201.0,0.992812050753172,0.6922307644227764,0.9874992187011689,-1.2195818684345827,0.2226234232818176,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
HSP90AA1,-0.00933401909224137,0.00933401909224137,0.27071535423903037,0.002526862285029995,65.0,6315.0,202.0,0.995999749984374,0.6053503343958997,0.9874367147946747,-1.4560956547151966,0.14536617860564927,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
DPYSL5,0.008547101704028084,0.008547101704028084,0.2942658530672461,0.002515120174188337,90.0,5646.0,203.0,0.9944371523220201,0.64716544784049,0.9873742108881806,1.382999614351296,0.16666498414137565,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
