gene,coefficient,abs_coefficient,consistency_score,combined_score,effect_rank,consistency_rank,combined_rank,effect_percentile,consistency_percentile,combined_percentile,z_score,pval,fdr,significant_moderate_effect,significant_strong_effect,significant_high_consistency,significant_moderate_combined,significant_strong_combined,significant_fdr,significant,significant_lenient,contrast,biology,priority,biological_context,analysis_priority,contrast_description
EMC10,0.019592103718321437,0.019592103718321437,0.32128770917455063,0.006294702121569689,57.0,3892.0,115.0,0.9964997812363273,0.7567972998312394,0.9928745546596662,1.678103713809339,0.09332685387153261,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
IKZF2,-0.012136950011822112,0.012136950011822112,0.5141376705257715,0.006240063206365955,193.0,959.0,116.0,0.987999249953122,0.9401212575785987,0.992812050753172,-1.0336105865373422,0.30131824823518216,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
LINC02328,0.011394901902631527,0.011394901902631527,0.5463075519017239,0.006225120962586925,221.0,729.0,117.0,0.9862491405712857,0.9544971560722545,0.9927495468466779,0.9775322572670849,0.3283057162073708,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
LRRK2,0.006312915903374345,0.006312915903374345,0.9841560348363948,0.006212894283720512,611.0,16.0,118.0,0.9618726170385649,0.9990624414025877,0.9926870429401837,0.543201809673085,0.5869908607374525,0.999999113285704,True,False,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
AC090709.1,-0.012521925582251537,0.012521925582251537,0.49519784808089296,0.006200830602160043,179.0,1092.0,119.0,0.9888743046440402,0.9318082380148759,0.9926245390336896,-1.066512411107856,0.2861920713170334,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
SLAIN1,-0.01343417907464595,0.01343417907464595,0.46100355803292986,0.006193204352663316,150.0,1471.0,120.0,0.9906869179323707,0.9081192574535908,0.9925620351271954,-1.1444778891175886,0.2524255025171116,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
BARD1,-0.009366193917056653,0.009366193917056653,0.6588661045738174,0.006171067700814102,331.0,259.0,121.0,0.9793737108569286,0.9838739921245078,0.9924995312207013,-0.7968087269908606,0.4255621259256497,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
AC104596.1,0.011709072807443528,0.011709072807443528,0.5251476489046235,0.006148992055682028,205.0,874.0,122.0,0.9872492030751921,0.9454340896306019,0.9924370273142071,1.0043827817919366,0.3151941460383414,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
SHMT1,-0.008230599305180424,0.008230599305180424,0.7464872897858444,0.00614403776863739,407.0,116.0,123.0,0.9746234139633727,0.992812050753172,0.9923745234077129,-0.6997554655033968,0.4840800312325062,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
AC110296.1,-0.01522605367035067,0.01522605367035067,0.403115924114266,0.006137864695936822,111.0,2257.0,124.0,0.9931245702856428,0.8589911869491843,0.9923120195012188,-1.2976199275447913,0.1944179710202545,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
SH3GL3,0.020758399875495732,0.020758399875495732,0.2952426481307953,0.006128764950199332,47.0,4545.0,125.0,0.9971248203012688,0.7159822488905556,0.9922495155947246,1.7777808738894172,0.07543985092536443,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
IL1RAPL2,-0.019727299109763945,0.019727299109763945,0.3101669193366248,0.006118755591707624,54.0,4152.0,126.0,0.9966872929558097,0.7405462841427589,0.9921870116882305,-1.6823175529842511,0.09250727917818424,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
TYMSOS,0.011206793710507338,0.011206793710507338,0.5438692142426115,0.006095030089512667,230.0,746.0,127.0,0.9856866054128383,0.9534345896618539,0.9921245077817363,0.9614556456248373,0.3363231168673402,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
LRP2,-0.013978259302706613,0.013978259302706613,0.435728201644356,0.006090721788086842,135.0,1793.0,128.0,0.9916244765297831,0.8879929995624727,0.9920620038752422,-1.1909775467347434,0.23366239955226087,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
PLXDC2,0.023621551318447842,0.023621551318447842,0.2571402114309706,0.0060740507003532,34.0,5644.0,129.0,0.9979373710856928,0.6472904556534784,0.991999499968748,2.02247927485482,0.04312686256735132,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
NRG2,-0.00791074161470328,0.00791074161470328,0.7609653971110998,0.006019800634275985,434.0,99.0,130.0,0.9729358084880305,0.9938746171635727,0.9919369960622539,-0.6724189215043329,0.5013170403232825,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
LINC01792,0.013011345526100723,0.013011345526100723,0.46222091039595603,0.0060141159745506255,162.0,1460.0,131.0,0.989936871054441,0.9088068004250266,0.9918744921557597,1.1156811389433552,0.2645586468091192,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
SOX5,-0.013405816224322362,0.013405816224322362,0.44768446047476523,0.006001575603609611,151.0,1648.0,132.0,0.9906244140258766,0.8970560660041252,0.9918119882492655,-1.1420538664071982,0.253431629939469,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
SPP1,-0.017395858805362183,0.017395858805362183,0.3384803031991297,0.005888155562848242,77.0,3497.0,133.0,0.9952497031064441,0.781486342896431,0.9917494843427714,-1.4830616890173847,0.13805802154206992,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
GMDS-DT,0.014812275321042508,0.014812275321042508,0.39583882268588466,0.005863273624380651,119.0,2378.0,134.0,0.9926245390336896,0.8514282142633914,0.9916869804362772,1.2695970773258631,0.20422819102374445,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
PTPN13,-0.015083561396312839,0.015083561396312839,0.3884523640704509,0.005859245082999514,117.0,2491.0,135.0,0.9927495468466779,0.8443652728295519,0.9916244765297831,-1.285441867004958,0.19863791883821413,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
PDZD2,-0.014367750345453302,0.014367750345453302,0.40741330527609604,0.0058536126576229,126.0,2199.0,136.0,0.9921870116882305,0.8626164135258454,0.9915619726232889,-1.2242652848266529,0.22085216829690646,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
DIAPH2,-0.009438416507635392,0.009438416507635392,0.6188466296659025,0.00584093224513318,325.0,376.0,137.0,0.9797487342958935,0.9765610350646915,0.9914994687167948,-0.8029812095787794,0.42198559535286106,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
THRB,-0.012321334773286402,0.012321334773286402,0.4714679463975361,0.005809114402437891,184.0,1346.0,138.0,0.9885617851115694,0.9159322457653604,0.9914369648103006,-1.0493689762668699,0.29400833104078616,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
MYO10,0.009015039252926823,0.009015039252926823,0.6372053846179809,0.005744431554507432,356.0,326.0,139.0,0.9778111131945747,0.9796862303893994,0.9913744609038065,0.7741379917162605,0.4388491927553462,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
ABTB2,-0.017461812448186145,0.017461812448186145,0.32881444568700025,0.005741696180840688,76.0,3713.0,140.0,0.9953122070129383,0.7679854990936934,0.9913119569973123,-1.4886983978183088,0.13656680710877045,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
TANC1,-0.013758737913339284,0.013758737913339284,0.41719496251756216,0.005740076148044544,143.0,2070.0,141.0,0.9911244452778298,0.8706794174635915,0.9912494530908181,-1.1722162153744633,0.24111025976862055,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
MSI2,0.010495789360064454,0.010495789360064454,0.5462928655247152,0.005733774845453427,264.0,731.0,142.0,0.983561472592037,0.9543721482592662,0.991186949184324,0.9006898666922947,0.36775323796742754,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
AC064829.1,-0.01593457256122655,0.01593457256122655,0.35966786603049483,0.00573115370920443,101.0,3040.0,143.0,0.9937496093505844,0.8100506281642603,0.9911244452778298,-1.3581732874021195,0.17440870465148395,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
APCDD1,0.013191772399924502,0.013191772399924502,0.4329180090827708,0.005710955843648361,158.0,1839.0,144.0,0.9901868866804175,0.8851178198637415,0.9910619413713357,1.131101268962864,0.25801247027128693,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
LINC01102,0.009665689401290917,0.009665689401290917,0.5881111433430044,0.005684499644991561,313.0,525.0,145.0,0.9804987811738234,0.9672479529970623,0.9909994374648415,0.8297456164140432,0.40668262451136394,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
SLC4A4,-0.011602473898543452,0.011602473898543452,0.48878263820789875,0.005671087801868352,207.0,1159.0,146.0,0.9871241952622039,0.9276204762797675,0.9909369335583474,-0.987931741782053,0.32318607868227023,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
DIAPH2-AS1,-0.012317981817052988,0.012317981817052988,0.45771078417569405,0.005638073116945264,185.0,1512.0,147.0,0.9884992812050754,0.9055565972873305,0.9908744296518532,-1.049082416842693,0.29414018794761576,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
BCL2,-0.012962842837230903,0.012962842837230903,0.43359184298531134,0.005620582916123889,163.0,1825.0,148.0,0.9898743671479467,0.8859928745546597,0.990811925745359,-1.1041952753926254,0.26950843869920327,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
DLGAP1-AS5,-0.010531577484919443,0.010531577484919443,0.5301426065972296,0.005583237939435889,262.0,841.0,149.0,0.9836864804050253,0.947496718544909,0.9907494218388649,-0.8964078928922469,0.3700349533641014,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
INPP4B,-0.009414562415719063,0.009414562415719063,0.5924766472130746,0.005577908375043454,327.0,509.0,150.0,0.9796237264829052,0.9682480155009688,0.9906869179323707,-0.8009425265874287,0.4231649190940705,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
PCDH17,0.01030182988502796,0.01030182988502796,0.5405256940117605,0.005568403748195834,274.0,766.0,151.0,0.9829364335270955,0.9521845115319707,0.9906244140258766,0.8841131768667007,0.3766351207454095,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
YPEL2,0.011049098305161011,0.011049098305161011,0.5015792026146352,0.005541997917513377,238.0,1048.0,152.0,0.9851865741608851,0.9345584099006188,0.9905619101193824,0.9479782539126999,0.3431405248874979,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
MT-ND1,-0.014043910140399627,0.014043910140399627,0.3942365559139725,0.005536622765316463,133.0,2403.0,153.0,0.9917494843427714,0.8498656166010375,0.9904994062128883,-1.196588376383683,0.23146703323124473,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
RORB,-0.013055545036142044,0.013055545036142044,0.4233788194205875,0.00552744124429413,161.0,1979.0,154.0,0.989999374960935,0.8763672729545596,0.9904369023063941,-1.1121180417190002,0.2660874004651288,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
ANKUB1,0.015106694533179307,0.015106694533179307,0.3648713608079089,0.005512000191630531,115.0,2945.0,155.0,0.9928745546596662,0.8159884992812051,0.9903743983999,1.2947595292110787,0.19540319710734266,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
ETV1,-0.005904482134373428,0.005904482134373428,0.9319551292638792,0.005502712410776254,671.0,25.0,156.0,0.9581223826489156,0.9984999062441403,0.9903118944934058,-0.5009545415928698,0.6164031159249832,0.999999113285704,True,False,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
NCKAP5,-0.020328767751371726,0.020328767751371726,0.2704693186819117,0.005498307963356329,52.0,5218.0,157.0,0.996812300768798,0.6739171198199887,0.9902493905869116,-1.7337218945864212,0.08296743979264876,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
ESYT2,0.010307437094687651,0.010307437094687651,0.5315321580227175,0.005478734282622737,273.0,832.0,158.0,0.9829989374335896,0.9480592537033564,0.9901868866804175,0.8845923954008728,0.37637650963128344,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
AL359232.1,0.008081533597017016,0.008081533597017016,0.6762112323878169,0.005464823793222423,420.0,226.0,159.0,0.9738108631789487,0.985936621038815,0.9901243827739233,0.6943562037652311,0.4874588522378205,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
SLC39A10,0.009012511150448065,0.009012511150448065,0.6060973776550614,0.005462459374373573,357.0,430.0,160.0,0.9777486092880805,0.9731858241140071,0.9900618788674292,0.7739219281770608,0.43897696124919117,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
KIF6,0.012205712186091825,0.012205712186091825,0.44734522436924873,0.005460167056473721,191.0,1649.0,161.0,0.9881242577661103,0.8969935620976311,0.989999374960935,1.0468279210844593,0.29517895032990005,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
PIP4K2A,-0.013206165904255524,0.013206165904255524,0.4104337974291444,0.005420256821562885,157.0,2160.0,162.0,0.9902493905869116,0.8650540658791175,0.989936871054441,-1.124990810174932,0.26059292851236937,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
AL355881.1,-0.006466112734166412,0.006466112734166412,0.8377381211654399,0.005416909133164495,589.0,49.0,163.0,0.9632477029814364,0.9969998124882805,0.9898743671479467,-0.5489541365988828,0.5830369246559319,0.999999113285704,True,False,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
LRIG3,0.008092319938575,0.008092319938575,0.6670223573262324,0.005397758321666368,417.0,242.0,164.0,0.9739983748984311,0.9849365585349085,0.9898118632414525,0.6952780552928555,0.4868810640266059,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
DPY19L1,-0.012565758792158713,0.012565758792158713,0.42821285029600153,0.005380819388522324,177.0,1901.0,165.0,0.9889993124570285,0.8812425776611038,0.9897493593349584,-1.0702586035769515,0.28450292220774376,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
FMN1,-0.018687266522783918,0.018687266522783918,0.2874371111114405,0.005371413903878543,62.0,4739.0,166.0,0.9961872617038565,0.7038564910306895,0.9896868554284642,-1.5934314720148413,0.1110634301330986,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
AL355835.1,0.01242942419707395,0.01242942419707395,0.4301122539188379,0.005346047656316819,182.0,1873.0,167.0,0.9886867929245577,0.8829926870429402,0.9896243515219701,1.065947402695826,0.2864474190210591,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
SHISA6,-0.011474144370887406,0.011474144370887406,0.46586869210862597,0.0053454446311308685,214.0,1414.0,168.0,0.9866866679167448,0.9116819801237577,0.9895618476154759,-0.9769640962209428,0.3285869275674651,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
CAMKMT,-0.011832511969829465,0.011832511969829465,0.45156299150957463,0.005343124502169043,202.0,1590.0,169.0,0.9874367147946747,0.9006812925807863,0.9894993437089818,-1.007591878287726,0.3136504295233804,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
PRR16,0.01207104588182432,0.01207104588182432,0.4421911107390136,0.005337709186265492,197.0,1709.0,170.0,0.9877492343271455,0.8932433277079818,0.9894368398024876,1.0353187047629493,0.30052009732105134,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
AC007364.1,0.013885256100221994,0.013885256100221994,0.3829942989737918,0.005317973926176088,140.0,2589.0,171.0,0.9913119569973123,0.8382398899931246,0.9893743358959936,1.1903696506532853,0.23390113613818642,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
AL390783.1,-0.012879950648666486,0.012879950648666486,0.4126761088185455,0.005315247915466587,165.0,2130.0,172.0,0.9897493593349584,0.8669291830739421,0.9893118319894993,-1.0971109187323567,0.2725929077487186,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
MT-ND3,-0.016256164816653654,0.016256164816653654,0.3249269209377068,0.005282065580131153,93.0,3804.0,173.0,0.9942496406025376,0.7622976436027251,0.9892493280830051,-1.3856580754874932,0.16585133564028043,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
AP001831.1,-0.012252775069269525,0.012252775069269525,0.43029179423213815,0.005272268568878795,189.0,1869.0,174.0,0.9882492655790986,0.8832427026689168,0.989186824176511,-1.0435095412080335,0.29671236418286506,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
STXBP5L,0.007779319650227009,0.007779319650227009,0.676773685343381,0.005264838829148315,445.0,223.0,175.0,0.9722482655165948,0.9861241327582974,0.9891243202700168,0.6685275771618444,0.5037968846786269,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
MDGA2,0.023996155971186987,0.023996155971186987,0.21798171763921592,0.005230723295337867,32.0,7019.0,176.0,0.9980623788986812,0.561347584224014,0.9890618163635227,2.054494751977104,0.039927830798941244,0.999999113285704,True,True,False,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
AL355612.1,-0.010366957214599876,0.010366957214599876,0.5039109698341582,0.005224023464238246,268.0,1030.0,177.0,0.9833114569660604,0.9356834802175136,0.9889993124570285,-0.8823386696198109,0.3775936908107309,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
SERTAD2,-0.009810921072829864,0.009810921072829864,0.5268059983981882,0.00516845207097796,303.0,867.0,178.0,0.9811238202387649,0.945871616976061,0.9889368085505345,-0.8348172033330659,0.40382063814969493,0.999999113285704,True,True,True,True,True,False,True,True,OUD_Effect_Male_vs_Female_Caudate,Sex differences in goal-directed behavior disruption,MEDIUM,Sex differences in goal-directed behavior disruption,MEDIUM,Sex-specific OUD effects in cognitive control
