contrast,tf,activity_score,padj,analysis_type
OUD_Effect_Male_vs_Female_Putamen,DMTF1,-6.861855801993245,3.5651150383267365e-10,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,DOT1L,-4.815985499818515,2.5102637445418476e-05,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,E2F3,-3.1713992073805146,0.008519785370764517,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,EBF3,3.334068061557921,0.0050857355902963405,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,EGR1,-6.0586081636666815,4.543389650487807e-08,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,EGR2,-3.89915836564604,0.0008473525127324442,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,EHF,-4.062761629690066,0.00047193456607162764,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,ELK1,-5.871242632146552,1.3099171238141555e-07,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,ELK4,-4.4321839081276355,0.00011399067249009205,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,EPAS1,-4.534391179019612,7.715923240585014e-05,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,ERG,-2.8099191330025026,0.02283058746049943,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,ESR2,-3.4737377681168224,0.0033557195533240663,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,ETS1,-6.354263120598184,7.644471401781256e-09,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,ETV4,-4.455806245183692,0.00010390113240428053,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,FHL2,-4.04626470983437,0.0004930911376055566,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,FLI1,-2.9966404019824093,0.01401295256873909,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,FOS,-6.546265441619053,2.5385725952796407e-09,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,FOSB,-2.656553796657464,0.03297482449136822,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,FOXD1,-3.7358412514455432,0.001447527791877221,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,FOXG1,2.5685120857127313,0.04021986066340625,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,FOXM1,-3.090582682501738,0.010795786062056225,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,FOXO1,-4.1332371618596975,0.00036286578621556436,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,FOXO3,-2.474788411628286,0.04861230341393755,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,GATA1,-5.281030387690189,3.4438373534810726e-06,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,GLIS3,-3.053731272681261,0.011944435638573855,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,GSC,-2.8900778824595648,0.01882765162259144,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,GTF3A,-3.4913847250080408,0.0031999533294773787,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,HAND2,-4.469266676043528,0.00010106282469487052,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,HBP1,-3.1327281943302894,0.009576145739894269,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,HES6,-2.567434341534719,0.04021986066340625,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,HIC1,2.4842680744193233,0.047822937230118524,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,HIF1A,-9.348782769952765,2.2891562658559997e-18,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,HIF3A,2.886582842239754,0.018909336282617616,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,HLF,-2.9375257962495973,0.016396957238621505,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,HMGB2,-3.480895630394626,0.003297328188862479,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,HNF1B,-2.809836913904461,0.02283058746049943,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,HNF4A,-2.553654627080247,0.04139411221072765,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,HOXC8,-4.646019190046969,4.9831895593110345e-05,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,HR,-6.495670746672475,3.2553892130574463e-09,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,HSF1,-6.294401119784184,1.0721156604912497e-08,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,HSF2,-3.619568971014115,0.0021113035930272277,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,ID2,-5.099916568220843,7.445787302037968e-06,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,ID3,-3.8464254695291777,0.0010393074702276352,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,IRF1,-4.2633378943955185,0.00021987522676473868,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,IRF2,-5.199035437091888,4.831130759900726e-06,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,IRF5,-5.077671483716693,7.892992770957315e-06,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,IRF9,-3.249098357186502,0.0067121517099287065,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,JUN,-7.667767433518638,1.3009993422863294e-12,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,JUNB,-4.788941434958525,2.7511958123744726e-05,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,JUND,-4.749523239307558,3.1997279489414514e-05,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,KAT7,-4.30669405025863,0.00018659774662396547,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,KCNIP3,-3.411593089824374,0.004003708358569317,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,KDM5A,-3.4390024763311136,0.003718639722986515,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,KDM5D,6.00292471194203,6.130840432321215e-08,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,KLF10,-3.7667569673184422,0.0013498464757661338,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,KLF2,-2.6446337719030333,0.033766253538408716,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,KLF4,-4.344798953236484,0.00016205673752620777,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,KLF5,-4.2542022046906816,0.00022562090444336604,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,KLF9,-2.724933639062019,0.028524067796827483,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,KMT2A,-2.795738322368442,0.023400355925032347,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,MAFA,-4.904574316800178,1.828023335649642e-05,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,MAX,-2.5991383251611793,0.037719808733607155,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,MAZ,-4.3926171120593365,0.0001345554135787561,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,MEF2D,-4.821905039346578,2.5043593673699265e-05,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,MEOX2,-2.6632659713412927,0.03251341363796649,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,MKX,2.606670162390029,0.03719723253649418,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,MNT,-3.0299894209611304,0.012802265037194253,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,MTA1,-3.4387905928909546,0.003718639722986515,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,MTF1,-3.729393449548162,0.0014659677340359346,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,MYC,-6.693430424199761,1.0649577774688803e-09,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,MYF6,2.7369518131299064,0.02784673176685629,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,MZF1,-2.605855680967846,0.03719723253649418,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,NCOA3,-2.9739939921289182,0.014876947444153278,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,NCOR1,-2.686766153581248,0.030854275142016135,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,NCOR2,-2.8912794140138574,0.01882765162259144,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,NEUROD1,-2.82176203560989,0.022284689992676566,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,NEUROD6,-4.641697639183602,4.986717958867858e-05,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,NFAT5,-3.208872453082132,0.007663649914900086,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,NFE2L2,-4.6503646909680025,4.981071132042251e-05,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,NFIC,-4.151811098637216,0.0003436933575033935,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,NFKB,-7.801869217594164,5.050430792474816e-13,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,NFKB1,-7.870793566460863,3.9421992241811437e-13,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,NFKB2,-4.1278762726051195,0.00036626323091706414,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,NFKBIB,-4.542324489039025,7.57152958067883e-05,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,NFKBIZ,-4.851125521589818,2.273321072111183e-05,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,NKRF,-2.71718006879206,0.028669899774047748,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,NKX3-1,-3.3994148699049647,0.004150456259550101,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,NR1H3,-3.5093966848812044,0.0030189060776111727,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,NR2C2,-4.005416441747481,0.0005788985467868793,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,NR3C1,-4.891291617527648,1.904241815852934e-05,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,NR3C2,-3.6184039198852838,0.0021113035930272277,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,NR4A3,3.608085659971577,0.002175468898484278,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,NUPR1,-3.530613518941173,0.0028400136416453854,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,OVOL1,-3.381895560493453,0.004349920576757114,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,PAX8,-3.116618369475121,0.009961696710925817,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,PGR,-2.529332376814777,0.043667777573412,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,PITX3,-3.1912623835543714,0.008081653169117985,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,PLAGL1,-3.385057441191974,0.0043365847753382885,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,POU2F1,-3.0792313206867603,0.011131908394313847,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,POU4F1,-2.8729258040757704,0.01961357294138605,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,PPARA,-2.7125501743676126,0.028806953936131474,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,PPARD,-2.560471128221146,0.04081165664073903,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,PROP1,3.5386976889171535,0.002780976380927609,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,PRRX1,-2.711607942905359,0.028806953936131474,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,RARA,-3.812660819631886,0.0011778586467344713,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,RARB,-3.7397633563580936,0.0014406309081352153,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,REL,-7.057743527117462,9.583845020839321e-11,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,RELA,-8.629710930857303,1.1668149792834711e-15,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,RELB,-3.7492880348220052,0.0014022771080623427,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,RUNX2,-3.160533108215475,0.00877537469568269,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,SALL1,-3.4169553373203683,0.003959846420458234,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,SIRT1,-2.5863573820971926,0.03892873999628515,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,SIX1,2.720550254826602,0.028669899774047748,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,SKIL,2.982077952177362,0.01459258882323835,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,SMAD1,-4.148950274524485,0.0003436933575033935,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,SMAD2,-3.2736228794391105,0.006206232214610505,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,SMAD3,-4.311671364753521,0.00018534456542312737,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,SMAD4,-4.682967868436947,4.3415362962239735e-05,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,SMAD6,3.3277292714434816,0.005160171762791295,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,SOX18,-2.9431995125365966,0.016211312060417014,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,SOX6,-4.588016044802413,6.207816215216027e-05,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,SP1,-7.8147424233480995,5.050430792474816e-13,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,SP2,-2.8496028296781595,0.020693823956179896,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,SP3,-3.763955474941005,0.0013498464757661338,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,SPI1,-2.6763015054211463,0.03164589629629155,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,SPIB,2.5798378735327256,0.03936922891463525,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,SREBF1,-2.492211352103768,0.04725145735780074,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,SRF,-3.5766970798906614,0.002430060137406767,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,SSRP1,-5.088697691227018,7.667160077560212e-06,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,STAT1,-11.104673996797343,9.929662796646751e-26,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,STAT2,-3.4521403722648585,0.003603279546685647,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,STAT3,-10.66340030200312,6.157716412289768e-24,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,STAT5A,-2.5365942899541025,0.04323257575090989,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,STAT5B,-3.7616053970360497,0.0013498464757661338,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,STAT6,-4.372063435164539,0.00014543724170182492,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,TAF1,-3.903140161368416,0.0008438257858330952,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,TBP,-4.75318156570291,3.1997279489414514e-05,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,TBPL1,-3.5273961915992134,0.0028476146117183752,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,TBPL2,-3.3518588692889963,0.004809801266699246,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,TBX1,4.952832792292068,1.468001637900695e-05,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,TCF3,-4.289016846622028,0.0001989638686883477,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,TCF4,-2.4891770989851203,0.047410921809085245,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,TEAD1,-2.494218658237392,0.04722984523398004,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,TEAD4,-3.188567982254034,0.008093089915459649,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,TET1,-2.497978376398828,0.047223921478907555,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,TFAP2A,-2.631597545816178,0.03488873589858072,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,TFAP2C,3.9187670323372434,0.00081100847130731,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,TFAP4,-4.215316000726703,0.0002642667301890942,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,TFCP2,-2.7287732222192043,0.028369308785342804,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,TFDP1,-2.834970405282412,0.02152390008478498,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,TGFB1I1,-3.9492263496996394,0.0007236446995299851,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,TGIF1,2.654336037177669,0.03300043576775486,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,THAP11,-2.944058846343119,0.016211312060417014,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,THRB,-2.5312985227502054,0.04365601096050327,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,TP53,-3.8078735647754915,0.0011867486816278714,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,TRERF1,-3.419971686374751,0.0039505712965607525,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,TSC22D1,-2.8028621563249336,0.023042397733577587,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,VDR,-4.611458519359101,5.656415090904794e-05,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,VENTX,-3.635237843628412,0.002038726004669952,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,WT1,-3.7036000178824655,0.001576684621289946,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,WWTR1,-3.6287658420253983,0.0020693731781203325,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,XBP1,-4.058600174349713,0.00047401140468020166,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,ZFP42,-2.7172728235932477,0.028669899774047748,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,ZGPAT,-6.588152253187263,2.0370584642981667e-09,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,ZIC1,-3.7994247862113997,0.0011996908739454455,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,ZNF354C,-4.48284868357336,9.656621773852005e-05,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,ZNF423,2.8667706441935827,0.019865639938594623,Transcription_Factor
OUD_Effect_Male_vs_Female_Putamen,ZNF76,2.4768745328446045,0.04857575175142315,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,ABL1,-4.585974170425736,7.408527573833683e-05,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,AP1,-6.430868148922726,5.452843613752065e-09,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,APEX1,-4.480518555585162,0.00011424287229144168,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,AR,-3.8192687947814563,0.001251020079103582,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,ARID1A,-2.773048189561163,0.02607978238678226,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,ARID3A,-3.67581336900642,0.0019013473342549623,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,ATF1,-4.618239323044536,6.648061022216845e-05,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,ATF2,-6.709304630687076,1.0237428683161975e-09,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,ATF3,-4.612314984572423,6.681202492559895e-05,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,ATF4,-3.4809391115963626,0.0035579253589449167,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,ATF5,-3.8404262431313265,0.0012386260801098435,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,ATF6,-3.327259740225263,0.005838909971432736,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,BATF,-2.568024509832081,0.0439983150864188,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,BHLHA15,-3.177527650119462,0.0089727250533689,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,BMAL1,-4.40555331424607,0.00015523548522244983,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,BRCA1,-5.089055362166243,8.972165426968622e-06,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,CEBPA,-3.6059217048302465,0.0024059619256564775,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,CEBPB,-6.453081883199589,5.005806849747693e-09,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,CEBPE,-3.527086340681128,0.003131042331630194,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,CEBPG,-7.949525923371183,1.8926525202273854e-13,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,CLOCK,-4.029880313389904,0.0006088409251420343,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,CREB1,-6.844507826675824,4.694764149292509e-10,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,CREB3L3,-4.274438877155309,0.00026052468946693915,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,CREBBP,-2.988713980053957,0.015138414073504839,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,DDIT3,-7.150684113031003,6.365444295046326e-11,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,DMTF1,-5.692626690800339,4.323792641864568e-07,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,DOT1L,-3.210538434968423,0.008285711595499965,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,E2F3,-3.1054509336347236,0.01090109362875406,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,E2F7,3.4137935667802797,0.004382210479021843,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,EBF3,3.7320099722534796,0.0016668727443978246,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,EGR1,-5.235888411167892,4.400651777079016e-06,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,EGR2,-4.7728014904971205,3.643438736523996e-05,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,EHF,-3.279623558896075,0.006793841011710855,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,ELF4,-2.907551619284997,0.018305572443847687,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,ELK1,-4.946438685795539,1.8203774622527223e-05,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,ELK4,-3.5257652532091392,0.003131042331630194,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,EPAS1,-3.493214485801051,0.0034670358847804263,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,ETS1,-6.411174957200339,5.86003386629422e-09,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,ETV4,-4.015638223602296,0.0006371285478630419,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,FHL2,-4.750187771810504,3.788318539359017e-05,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,FLI1,-2.892362031665721,0.01908074522930284,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,FOS,-5.4502981487627045,1.5862480215619197e-06,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,FOXD1,-3.7090336308968936,0.0017611237745028575,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,FOXE1,-2.6450643449573623,0.0364463301088181,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,FOXM1,-2.5453842055071223,0.0466201319758303,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,FOXO1,-2.5707064779712794,0.0439983150864188,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,GATA1,-4.926492095871738,1.9510830051992483e-05,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,GLIS3,-3.4115436806540553,0.004382210479021843,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,HAND2,-4.243473573341117,0.00029365826805272083,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,HIF1A,-8.32392936424373,1.2819847637728175e-14,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,HINFP,-2.7652860690315086,0.02653497786396427,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,HMGB2,-4.205310072038387,0.00034151577795287044,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,HNF4A,-3.31900975471082,0.005958928268798116,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,HOXA10,-3.054489515755244,0.012560806717572637,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,HOXC8,-4.751516955622964,3.788318539359017e-05,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,HR,-5.9449491217488655,1.0585238173203464e-07,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,HSF1,-5.799617864104239,2.4140805249795803e-07,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,HSF2,-2.937203443145248,0.01712252434286747,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,ID2,-4.110286523356617,0.0004517638010236411,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,ID3,-3.160061116821494,0.00937072802317446,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,IRF1,-5.315147251692443,3.086233292657884e-06,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,IRF2,-2.9832089062434095,0.015298279592796792,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,IRF5,-4.8172687895616395,3.0333264784437044e-05,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,IRF6,-3.7545518988524784,0.0015426754456821493,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,IRF7,-2.8882480385311267,0.01919870754919832,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,IRF9,-3.235461618266863,0.007795417401763262,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,JUN,-7.915500461129636,2.043434286662777e-13,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,JUNB,-4.748758697804191,3.788318539359017e-05,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,JUND,-3.876109930128693,0.0010913950199476095,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,KAT7,-4.120537170297191,0.0004391213594944924,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,KDM5A,-3.7287561241971408,0.0016681850171529214,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,KDM5D,6.457790150767985,5.005806849747693e-09,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,KLF10,-3.423230342148469,0.004278872132229341,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,KLF13,-2.7413841880492686,0.02799890008722651,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,KLF4,-3.824949269653954,0.0012386260801098435,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,KLF5,-5.1374065527144355,7.195144352939525e-06,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,KLF7,-3.1881004302174443,0.008799018837272488,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,KLF9,-2.7007521366021576,0.031261543193224,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,MAFA,-3.769607963692166,0.0014893486336065307,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,MAX,-2.8125771770479964,0.023542498990729792,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,MAZ,-4.9078875714556816,2.078297905916073e-05,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,MEF2D,-5.450068879932184,1.5862480215619197e-06,Transcription_Factor
OUD_Effect_Male_vs_Female_Caudate,MEOX2,-3.1609944470306885,0.00937072802317446,Transcription_Factor
