gene,mean_group1,mean_group2,log_fold_change,abs_log_fold_change,t_statistic,pvalue,padj,significant
EPB41L2,4.048297,3.1062787,-0.9420183,0.9420183,3.4586724666234128,0.000565775027924711,0.0025371077485413047,True
PTCHD1-AS,0.39902374,0.7612646,0.36224088,0.36224088,-3.4465843953559,0.0005913868730493797,0.002640119968970445,False
MAP4K4,10.772248,10.016745,-0.75550365,0.75550365,3.440320220751954,0.0006050805392677851,0.002689246841190156,True
NOVA1,3.6882398,4.42696,0.7387202,0.7387202,-3.427507053444823,0.0006340158804437377,0.0028053800019634412,True
SLC7A14-AS1,9.182141,7.9317293,-1.250412,1.250412,3.416111335082565,0.0006608282450381958,0.0029111376433400694,True
AL163541.1,2.1678545,0.89304185,-1.2748127,1.2748127,3.400846067744815,0.0006984015789909345,0.0030631648201356774,True
MAML3,2.712396,1.9105828,-0.8018131,0.8018131,3.37865398463224,0.0007565823817797861,0.0033038531955449173,True
LUZP2,1.7478377,2.834794,1.0869564,1.0869564,-3.3739203173672925,0.000769562157454222,0.0033459224237140086,True
SEMA4D,3.9794154,4.4006085,0.42119312,0.42119312,-3.363349092135308,0.000799299631282838,0.00346017156399497,False
KCTD8,3.3243432,2.9760592,-0.348284,0.348284,3.356000353649433,0.0008205975858424524,0.003537058559665743,False
MGST1,0.33254623,0.6750016,0.3424554,0.3424554,-3.3160105945480827,0.0009460321837454968,0.0040602239645729475,False
CDH19,2.623366,2.270128,-0.3532381,0.3532381,3.306666904153109,0.0009777984105671803,0.004178625686184531,False
SILC1,3.2822983,2.9253042,-0.35699415,0.35699415,3.301950728185433,0.0009942052579276991,0.004230660672032763,False
MAP7,15.554451,13.987414,-1.5670366,1.5670366,3.2777855206307995,0.0010823505404213606,0.004586231103480342,True
CTNNA3,41.04747,36.666523,-4.380947,4.380947,3.2700506603816484,0.0011120591931275219,0.004692232882394607,True
LINC00499,0.41607147,0.86828506,0.4522136,0.4522136,-3.2556870934493825,0.001169240098722669,0.004912773524044828,False
LIMCH1,12.68175,11.422008,-1.2597427,1.2597427,3.245604004858505,0.0012109931421114414,0.005066916912600174,True
CAPN3,2.3324502,2.661501,0.32905078,0.32905078,-3.2379601996591387,0.0012435598889566283,0.00516567122001256,False
MIR4300HG,0.9735104,0.40756786,-0.5659425,0.5659425,3.237643442602931,0.001244926764023027,0.00516567122001256,False
GAS7,2.9222112,2.609605,-0.3126061,0.3126061,3.2284156597586717,0.0012853617088235884,0.005311412019932184,False
SIK3,27.731598,25.119919,-2.611679,2.611679,3.220424883942673,0.0013213535488829438,0.005437668925444213,True
TANC2,2.4847534,2.1257744,-0.358979,0.358979,3.195202433710097,0.001441159125507984,0.005906389858639279,False
MVB12B,3.8920722,3.5188155,-0.37325668,0.37325668,3.1621424168680647,0.0016133893503890585,0.006585262654649218,False
NCK2,0.68689466,0.33997616,-0.3469185,0.3469185,3.1584334897270008,0.0016338518510756901,0.0066416741913645945,False
NLK,3.9913077,3.7028425,-0.28846526,0.28846526,3.151139785280364,0.001674791269353167,0.006753187756179012,False
C10orf90,10.653322,9.620011,-1.0333109,1.0333109,3.150529984597864,0.0016782565302034627,0.006753187756179012,True
MARCH1,19.259645,17.627687,-1.631958,1.631958,3.1499525857842943,0.0016815437512885739,0.006753187756179012,True
RHBDF2,0.48239973,0.21732517,-0.26507455,0.26507455,3.1445816162617506,0.0017124069843629545,0.006849627937451818,False
TMEM132D,0.45141223,0.8077934,0.35638115,0.35638115,-3.1394937090930606,0.0017421240764580411,0.006940733372342793,False
PPP2R2B,48.928448,53.9106,4.982151,4.982151,-3.1349291093886595,0.001769188070474264,0.007020587581247079,True
ANKS1A,1.5229172,1.3133274,-0.20958972,0.20958972,3.1257883518613756,0.0018245518791452189,0.007211667506502841,False
PLXDC2,15.734392,12.344254,-3.3901386,3.3901386,3.1211144492608103,0.0018534728044561606,0.0072971370254179555,True
PCDH7,1.2771704,1.8649052,0.5877348,0.5877348,-3.115865332183041,0.0018864555089800322,0.007397864741098165,False
ANO2,0.20443135,0.32602292,0.12159157,0.12159157,-3.080069653043817,0.002126166137944394,0.008305336476345288,False
C1orf61,1.204936,1.8346416,0.62970555,0.62970555,-3.060902213439183,0.0022657320273269752,0.008816077927342316,True
AGBL4,0.583766,0.9288128,0.34504682,0.34504682,-3.0432999167216925,0.0024012556111087254,0.009307192291119091,False
ATM,2.6044576,2.2689283,-0.33552933,0.33552933,3.0394446563731075,0.002431912982173198,0.00938962541379613,False
TF,7.1419854,7.960549,0.81856346,0.81856346,-3.0339224938670375,0.0024764509484601384,0.009514980515615862,True
DENND1A,2.691947,2.5336738,-0.15827322,0.15827322,3.0330679005827315,0.00248340991457574,0.009514980515615862,False
ROR1,3.4496007,2.9742308,-0.47536993,0.47536993,3.028656307415668,0.0025196194236163758,0.009616868029070136,False
AC006059.1,2.6565962,2.9088345,0.25223827,0.25223827,-3.0202188537181303,0.0025902227458775608,0.009848755687747379,False
HDAC2-AS2,7.5440316,6.7320757,-0.8119559,0.8119559,3.016860215525296,0.002618827965471595,0.009919802899513617,True
OSBP2,3.1241078,2.8357804,-0.28832746,0.28832746,3.013177996672037,0.002650521249768831,0.010001966980259739,False
ARPP21,2.0574858,2.4619706,0.40448475,0.40448475,-3.0106332611375506,0.002672628833823693,0.010047476818886063,False
SGIP1,2.9749553,3.2463584,0.27140307,0.27140307,-3.0039987754140745,0.0027310623689449326,0.010217103017434776,False
GPRC5B,4.2906046,3.9112003,-0.3794043,0.3794043,3.0031991364980293,0.00273818360867252,0.010217103017434776,False
PAG1,1.7671844,1.4534423,-0.31374204,0.31374204,3.0002732078951353,0.002764385723877112,0.010276526854561754,False
AGAP1,18.351793,16.834719,-1.5170746,1.5170746,2.9941144305183975,0.0028202895357707317,0.010394556960534807,True
SPOCK3,17.025942,15.475023,-1.5509186,1.5509186,2.99360443425849,0.002824964863262815,0.010394556960534807,True
AGTPBP1,4.2927423,3.9255714,-0.3671708,0.3671708,2.993347877603471,0.002827319493265468,0.010394556960534807,False
NRIP1,1.4105101,1.0787766,-0.33173347,0.33173347,2.9836898743726583,0.002917275150492872,0.010685989562244952,False
MYO1D,5.7922683,6.4560304,0.6637621,0.6637621,-2.973121918211925,0.003018697858381262,0.011017145468544752,True
ASB3,2.3633492,2.7574546,0.39410543,0.39410543,-2.949694943250253,0.0032551123462368717,0.011836772168134078,False
MYCBP2,3.3160117,3.0785806,-0.23743105,0.23743105,2.9361354010939444,0.003399550056860006,0.01231721035094205,False
SLC9A9,5.8202763,5.1391225,-0.6811538,0.6811538,2.929979977891178,0.0034670270631001455,0.0124639419147096,True
SUSD6,0.81412596,0.60117114,-0.21295482,0.21295482,2.9294940311639417,0.003472405760122376,0.0124639419147096,False
SLC24A2,32.64327,29.545662,-3.0976067,3.0976067,2.929039844696324,0.0034774397942039788,0.0124639419147096,True
SHROOM4,5.1788807,4.6964774,-0.48240328,0.48240328,2.9207569593483105,0.0035704187005124576,0.012666291764737641,False
PDZD2,3.5662248,3.00224,-0.5639849,0.5639849,2.9201165707815036,0.0035777008212016428,0.012666291764737641,False
ZNF536,11.856965,10.734528,-1.1224375,1.1224375,2.920014239578192,0.003578865724257083,0.012666291764737641,True
RBMS3,1.4928284,2.299418,0.8065896,0.8065896,-2.919514410820761,0.003584560569420752,0.012666291764737641,True
FRMD4B,13.167959,11.968314,-1.199645,1.199645,2.915654678395369,0.0036288155562471435,0.012777519564250507,True
TTLL7,18.934214,17.10336,-1.8308544,1.8308544,2.911684336798526,0.003674857477295521,0.012880386599978559,True
APOE,0.33943456,0.5411602,0.20172566,0.20172566,-2.9109192590062487,0.0036837905675938675,0.012880386599978559,False
C1orf21,0.5955326,0.90728,0.31174743,0.31174743,-2.899799107594649,0.003815881651172596,0.013295754882134482,False
DOCK4,16.791367,14.349714,-2.4416523,2.4416523,2.889249580752825,0.003945164007511782,0.01369848613719369,True
LHFPL2,1.3606551,0.86624485,-0.49441022,0.49441022,2.8814598319556337,0.004043168865707416,0.013990203687568915,False
GRB2,0.9103163,0.7389459,-0.17137039,0.17137039,2.8587595941804307,0.004341520412230119,0.014970760042172824,False
PDE8A,12.165366,11.10609,-1.0592766,1.0592766,2.8574117552346565,0.004359848564937916,0.014982297474013459,True
DST,17.652094,16.590845,-1.0612488,1.0612488,2.854905905238588,0.004394110367126458,0.015023183949093402,True
RAPGEF6,4.6165605,4.350027,-0.26653337,0.26653337,2.8525552425670715,0.004426472319308084,0.015023183949093402,False
RORA,4.6866345,6.5710235,1.8843889,1.8843889,-2.852453045934812,0.004427884171257258,0.015023183949093402,True
PLCL2,2.038562,1.7591609,-0.27940118,0.27940118,2.8521669146296347,0.004431839264982553,0.015023183949093402,False
LINC02712,0.6816789,0.3182253,-0.3634536,0.3634536,2.8490994574381894,0.0044744415496702295,0.015116356586723749,False
NKAIN3,2.4042625,3.9168603,1.5125978,1.5125978,-2.8453862622502024,0.004526509180513638,0.015240771651561071,True
UGT8,6.1526585,5.5870924,-0.56556606,0.56556606,2.8318474848768753,0.004721043446301785,0.015822300825710296,False
RCAN2,3.3157368,3.0224175,-0.29331923,0.29331923,2.8311772444505525,0.004730867946887378,0.015822300825710296,False
IKZF1,0.62709147,0.3079134,-0.31917807,0.31917807,2.8030546936698264,0.005160175430110789,0.017200584767035964,False
AQP4-AS1,0.44361603,0.6769393,0.23332328,0.23332328,-2.7967396222700933,0.005261300111869562,0.01747940236501516,False
AC008691.1,1.497199,0.7279876,-0.7692115,0.7692115,2.793461160646118,0.005314502811028306,0.017597691427246046,True
GNA14,0.42302373,0.7144022,0.29137847,0.29137847,-2.784027841439646,0.005470311661040139,0.01805383386481894,False
NR3C2,1.716051,1.9527546,0.23670363,0.23670363,-2.780021348578844,0.0055377267965144505,0.018171121145745404,False
NRXN1,7.223503,11.149321,3.9258175,3.9258175,-2.7797575431334365,0.0055421919494523485,0.018171121145745404,True
FUT9,3.8979392,4.3237753,0.4258361,0.4258361,-2.775432970232148,0.005615854736985704,0.018352466460737595,False
BLNK,0.74302125,0.3722881,-0.37073314,0.37073314,2.7698752648007696,0.005711820735065332,0.018605279267313785,False
KIRREL3,12.522183,11.291909,-1.2302742,1.2302742,2.7669505489759483,0.005762914996537816,0.01871076297577213,True
TMEM178B,0.9766176,1.222489,0.24587142,0.24587142,-2.7606850533690146,0.005873763836233877,0.019008944453831316,False
HIVEP3,1.5745763,1.2764229,-0.2981534,0.2981534,2.7575287214647135,0.00593033139317953,0.019118473355454767,False
MAGI2,37.295074,34.904976,-2.3900986,2.3900986,2.756667836881054,0.005945845213546432,0.019118473355454767,True
OPHN1,1.5556687,2.082623,0.5269543,0.5269543,-2.7532936300369704,0.006007004825247868,0.019253220593743167,False
DOCK1,6.7958064,6.3729076,-0.42289877,0.42289877,2.748807595133618,0.006089195940590051,0.019427120126363818,False
MGAT5,3.0315669,3.2517161,0.22014928,0.22014928,-2.748215704228254,0.006100115719678239,0.019427120126363818,False
KANSL1,4.5990496,4.3460035,-0.25304604,0.25304604,2.7469453106872774,0.0061236128406104845,0.019440040763842807,False
PHLPP1,19.367508,17.979206,-1.3883018,1.3883018,2.7458195813290174,0.006144502449470197,0.01944462800465252,True
AC131944.1,0.08973266,0.11095808,0.021225415,0.021225415,-2.7416326970473075,0.0062227616376194055,0.01963016289469844,False
SDK1,1.021446,0.688756,-0.33269,0.33269,2.740322590254001,0.006247433471435525,0.019646017205772092,False
PIEZO2,2.2309823,1.9210405,-0.30994177,0.30994177,2.7369808076944,0.006310765546798615,0.019782964096547385,False
NT5DC1,3.7256217,3.4441323,-0.28148937,0.28148937,2.735524896589948,0.006338537908568174,0.019807930964275543,False
IFI16,0.7010378,0.50187624,-0.19916159,0.19916159,2.7186048407608854,0.006669472773034409,0.020777173747770744,False
ARHGAP12,1.1557114,0.92782557,-0.22788584,0.22788584,2.7146538114976946,0.006748956248354797,0.020946834050077398,False
CREB5,9.763363,8.897057,-0.8663063,0.8663063,2.7138205590058413,0.006765827398175,0.020946834050077398,True
TAB2,1.425852,1.1982818,-0.22757018,0.22757018,2.708127122505653,0.006882123800221103,0.02124112284018859,False
CPED1,0.83572483,0.44578424,-0.3899406,0.3899406,2.6974874098278567,0.007104286368520607,0.021859342672371097,False
DOCK9,5.082396,4.70575,-0.37664604,0.37664604,2.69378677575788,0.0071830559660333955,0.022033914006237408,False
LPAR1,9.953093,9.068422,-0.88467026,0.88467026,2.6922794001039425,0.007215365505118154,0.022065337936141145,True
LY86,0.5764743,0.2958162,-0.2806581,0.2806581,2.682344570016376,0.0074315990622463865,0.022602060527606094,False
KCNIP1,0.94919294,0.637947,-0.31124592,0.31124592,2.682141548906243,0.007436077913582405,0.022602060527606094,False
LINC00882,3.3307476,3.097186,-0.23356152,0.23356152,2.6804510957428778,0.007473465269739823,0.022646864453757038,False
BMPR1B,0.53620136,0.9129307,0.37672937,0.37672937,-2.676458320687371,0.007562443710226026,0.02278017607849837,False
AC079352.1,3.8525054,4.259245,0.40673947,0.40673947,-2.676432667154642,0.00756301845806146,0.02278017607849837,False
RASAL2,1.4138076,1.1480834,-0.26572418,0.26572418,2.670016190832302,0.007708012507633485,0.023136315387029975,False
LMO3,0.45668975,0.71851146,0.26182172,0.26182172,-2.6691607940665607,0.007727529339268012,0.023136315387029975,False
ARHGAP15,1.0438547,0.53811216,-0.50574255,0.50574255,2.65330615099814,0.00809739011555325,0.024171313777770896,False
STON2,0.5058525,0.8036089,0.29775637,0.29775637,-2.6499130666254955,0.008178577058886227,0.0243410031514471,False
ADCY2,0.91937906,1.4889963,0.5696172,0.5696172,-2.64827458460349,0.008218041926498831,0.024385881087533624,False
BNC2,0.7190957,0.4047647,-0.314331,0.314331,2.6265634634050494,0.008757333295458436,0.025909270104906616,False
AQP4,0.4620426,0.79226774,0.33022514,0.33022514,-2.624422863961249,0.008812183175753182,0.025994640636440063,False
ALOX5,0.30858326,0.16878475,-0.1397985,0.1397985,2.6216463336561784,0.008883785750941136,0.0261287816204151,False
P2RY12,1.34116,0.7130502,-0.6281099,0.6281099,2.6204129993717995,0.008915758215368871,0.02614338437962052,True
PCSK6,4.4026318,3.9676318,-0.43499994,0.43499994,2.6194406529114254,0.008941037457830219,0.02614338437962052,False
DOCK10,17.593075,16.411308,-1.1817665,1.1817665,2.6103276456889475,0.009181093187081492,0.02676703553084983,True
RASGRF2,1.8810823,2.1766298,0.2955475,0.2955475,-2.609130699790155,0.00921304759864848,0.026782115112350235,False
SP100,0.4697677,0.2600711,-0.20969659,0.20969659,2.599878766399667,0.009463415585107491,0.027430190101760846,False
KCNQ1OT1,1.5334965,1.7108822,0.17738569,0.17738569,-2.5952191406002005,0.009591797234896888,0.027721957326291586,False
NAV2,2.8673096,3.5437071,0.67639756,0.67639756,-2.593124754103343,0.009650006529892214,0.027809817089026558,True
LNCAROD,1.1860727,0.6128353,-0.5732374,0.5732374,2.5893271817402783,0.009756357354153308,0.028035509638371574,False
FOXN3,5.253119,4.293405,-0.95971394,0.95971394,2.5858695148973965,0.009854097735449246,0.02823523706432449,True
JAZF1,4.045735,3.4836428,-0.56209207,0.56209207,2.5830968835475945,0.009933103977210747,0.028380297077744993,False
GABRB1,2.1516664,3.1354976,0.98383117,0.98383117,-2.5767819641379037,0.01011516088868211,0.028818122189977525,True
GNG7,3.121057,2.8037677,-0.31728935,0.31728935,2.571881881574767,0.010258472707431226,0.029143388373384167,False
MED12L,0.7858208,1.1331062,0.34728545,0.34728545,-2.5700012911076726,0.010313952847890821,0.02921799673623462,False
LAMA2,6.7588096,5.9658546,-0.7929549,0.7929549,2.5667860379213545,0.010409427213703644,0.029405161620631764,True
SYK,0.6452002,0.341498,-0.3037022,0.3037022,2.564965893114899,0.010463823366431277,0.029475558778679654,False
AC002429.2,1.6619892,2.6394103,0.97742105,0.97742105,-2.554172375854371,0.010791629399749557,0.030313565729633587,True
MAST4,1.8432186,2.2822022,0.43898368,0.43898368,-2.5500842491282674,0.010918156082521469,0.030556793946600182,False
OPALIN,4.1910753,4.642909,0.45183372,0.45183372,-2.549404162750374,0.010939332232882865,0.030556793946600182,False
EFEMP1,0.5836099,0.96058726,0.37697738,0.37697738,-2.5383199240275873,0.01128965738122998,0.03144751359674089,False
DCLK2,0.94895285,1.3639079,0.41495508,0.41495508,-2.529986078916216,0.01155958881082446,0.032090014190922375,False
LIPA,2.5022774,2.7075977,0.20532036,0.20532036,-2.5292258660872413,0.011584495122922976,0.032090014190922375,False
RANBP3L,0.4201322,0.7040141,0.28388193,0.28388193,-2.5197421538518157,0.011899235400202173,0.032870816022657935,False
PTPN13,3.1332355,2.9297497,-0.20348573,0.20348573,2.5161025481704575,0.012022026596451161,0.03306530686706225,False
PLD1,5.2510653,4.8550944,-0.39597082,0.39597082,2.5156971914588744,0.012035771699610658,0.03306530686706225,False
CACHD1,0.47639483,0.7511069,0.2747121,0.2747121,-2.513319719490779,0.01211666981425072,0.03319635565548143,False
LRRTM4,2.7928698,4.044686,1.251816,1.251816,-2.5118549671826607,0.012166750800317502,0.03320197948607082,True
MBNL2,7.5141187,7.0582476,-0.4558711,0.4558711,2.5113188632121535,0.012185126471387992,0.03320197948607082,False
MAN2A1,14.895335,13.691596,-1.2037392,1.2037392,2.5017468262683544,0.012517392114594501,0.034014652485311145,True
ATP8A1,8.927192,8.221139,-0.7060528,0.7060528,2.5000603807270605,0.012576757573703438,0.0340833538582749,True
SRGAP2B,1.0270213,0.58912826,-0.43789303,0.43789303,2.4926637532042286,0.012840088948869855,0.03470294310505367,False
LSAMP,20.142675,23.296196,3.1535206,3.1535206,-2.478706824585204,0.013350314666166721,0.03598467565004507,True
DAB1,1.1531411,1.5564861,0.403345,0.403345,-2.47100786031411,0.013639379877889345,0.03666499967174555,False
GPM6A,4.6955175,7.241227,2.5457096,2.5457096,-2.46836616419862,0.013739833282819365,0.0368360141630546,True
KAT2B,3.4717216,3.2932208,-0.17850089,0.17850089,2.467387703214957,0.013777206083609068,0.03683744942141462,False
INPP4B,0.5727702,0.7161106,0.14334041,0.14334041,-2.445943455141472,0.014619168730114958,0.03898444994697322,False
FAT3,0.58594334,0.93037575,0.3444324,0.3444324,-2.441307767162713,0.0148070411643778,0.03930180332313226,False
TLR2,0.24617392,0.12680137,-0.11937255,0.11937255,2.4410688864872343,0.014816779852820861,0.03930180332313226,False
NBEA,2.7064228,2.458844,-0.24757886,0.24757886,2.4351208648252376,0.015061098460625309,0.03984417582176008,False
AC105402.3,1.7460378,1.5011313,-0.24490654,0.24490654,2.433894358087415,0.015111917664913786,0.03987313368051131,False
BACH1,1.1677768,0.96147436,-0.20630246,0.20630246,2.430595050333673,0.015249372904357366,0.0401019711997094,False
NHSL1,1.0462271,1.5934507,0.54722357,0.54722357,-2.4298909103017063,0.015278851027089283,0.0401019711997094,False
ATP13A4,0.76303273,1.0028669,0.23983413,0.23983413,-2.415160818502548,0.015907137331851822,0.04164172076401001,False
NCKAP5,24.253012,22.438988,-1.814024,1.814024,2.411351167506317,0.016073289768212286,0.041966814016220065,True
ADAM28,1.0852689,0.5995787,-0.48569018,0.48569018,2.4005160877907263,0.016554227046607646,0.04310996626720741,False
PALD1,0.8078497,0.4559744,-0.3518753,0.3518753,2.397564910085539,0.016687395192578586,0.043343883617087235,False
KIAA1324L,2.8217182,2.6005206,-0.2211976,0.2211976,2.3934601629720524,0.01687418267277876,0.043715499152276585,False
SOX6,1.7043833,2.544989,0.84060585,0.84060585,-2.389493583242362,0.017056426437854766,0.04401681902078987,True
HS3ST4,1.0902008,0.61284107,-0.4773597,0.4773597,2.389015120906559,0.01707852578006647,0.04401681902078987,False
RYBP,5.3264422,4.9320455,-0.39439678,0.39439678,2.387435980727206,0.01715164217284743,0.044091625123001105,False
SLC2A5,0.20494959,0.11763661,-0.087312974,0.087312974,2.381417528939491,0.017432832406756967,0.04469957027373581,False
CACNA1C,0.42101863,0.6053983,0.18437967,0.18437967,-2.373795096200193,0.01779476759357225,0.045510914561565856,False
EPHA6,0.8585189,1.3634036,0.50488466,0.50488466,-2.3625048644368274,0.01834297614833727,0.04679330650086038,False
CDHR3,0.42938483,0.6242407,0.19485587,0.19485587,-2.3600853124746037,0.018462368224821748,0.04693232135527834,False
CSF1R,0.78581387,0.4380102,-0.34780368,0.34780368,2.3595003591521344,0.018491334613979667,0.04693232135527834,False
OPRM1,0.078889966,0.16133414,0.082444176,0.082444176,-2.3542386804045625,0.01875368408595786,0.047399587084169185,False
GRID1,7.714445,8.190294,0.47584915,0.47584915,-2.352990486236275,0.018816396015597685,0.047399587084169185,False
CPE,1.0555261,1.5113013,0.45577514,0.45577514,-2.352965841384993,0.018817636072415166,0.047399587084169185,False
RUNX1,1.3331194,0.8004677,-0.53265166,0.53265166,2.3498158319630686,0.018976725836417886,0.04755694938478326,False
IL6ST,1.3038183,1.042723,-0.2610954,0.2610954,2.3495701652207064,0.01898918248847998,0.04755694938478326,False
SFMBT2,3.536841,2.4764242,-1.0604167,1.0604167,2.348908271898899,0.019022779753913307,0.04755694938478326,True
TBXAS1,1.358842,0.8031196,-0.5557224,0.5557224,2.343752262800915,0.01928628207141756,0.04809546651226324,False
MYO6,5.0050626,4.7690096,-0.23605299,0.23605299,2.341087984733723,0.01942369006790543,0.04831763698483938,False
TPD52L1,0.5333119,0.8464205,0.31310862,0.31310862,-2.3396846419276724,0.019496410202954007,0.048360839976719264,False
DDAH1,0.5316937,0.7745633,0.24286962,0.24286962,-2.33888834846737,0.019537779350594583,0.048360839976719264,False
LINC02232,0.50070024,0.27857226,-0.22212797,0.22212797,2.326656998505664,0.020182941354114737,0.049834423096579594,False
AL589740.1,2.643177,3.179196,0.53601885,0.53601885,-2.325674471319886,0.020235565092742522,0.04984129333187813,False
MEF2C,2.760208,1.678136,-1.0820719,1.0820719,2.3235746679884532,0.020348431736746702,0.04999614677333342,True
PTPRD,27.47616,25.686602,-1.7895584,1.7895584,2.3099369612103255,0.02109494675008025,0.051703300858039834,False
SLC22A15,2.9483888,3.1723847,0.22399592,0.22399592,-2.3052835687661455,0.021355081193418952,0.052212912453347075,False
NCAM1,14.408834,13.708538,-0.7002964,0.7002964,2.303814326089379,0.021437794039844613,0.05228730253620638,False
OXR1,1.4375532,1.1035455,-0.33400762,0.33400762,2.298531780820072,0.021737493846889274,0.052889279432820624,False
SLAIN1,9.050485,8.426625,-0.6238594,0.6238594,2.2974302049779083,0.021800448791209355,0.05291371065827514,False
MEIS2,2.9688232,3.2786973,0.30987406,0.30987406,-2.295308668703913,0.021922142204006952,0.053080247467329186,False
ADAMTS9-AS2,0.18929374,0.2794957,0.090201944,0.090201944,-2.290312826391557,0.022211049261446413,0.05364987744310728,False
SLC4A7,0.86477405,0.62546897,-0.23930508,0.23930508,2.278729125031048,0.022893717815384438,0.055165585097311905,False
GRIA2,4.092931,4.4494085,0.35647774,0.35647774,-2.2630678695398285,0.023845672615062027,0.05730651014711,False
RAPGEF1,1.0606833,0.8535104,-0.20717287,0.20717287,2.2616207899999403,0.023935343161566893,0.05730651014711,False
FLRT2,0.5709281,0.8244977,0.2535696,0.2535696,-2.261318350759677,0.02395412124149198,0.05730651014711,False
PKP4,7.08261,7.626359,0.54374886,0.54374886,-2.2502190319633653,0.024652172924475788,0.05865587328672788,False
ABLIM1,1.1029917,1.7144771,0.61148536,0.61148536,-2.249291921654871,0.024711270936737945,0.05865587328672788,False
PLLP,2.5447385,2.7477608,0.20302224,0.20302224,-2.249178719411141,0.02471849534936736,0.05865587328672788,False
KCNMB2-AS1,0.7422866,1.0749009,0.33261424,0.33261424,-2.248287212102236,0.024775454191065447,0.05865587328672788,False
FLI1,0.6189723,0.35786396,-0.26110834,0.26110834,2.2472583808484945,0.024841328205725217,0.05865587328672788,False
CERCAM,4.5535245,4.968459,0.41493464,0.41493464,-2.2468099121369516,0.02487009027357262,0.05865587328672788,False
NEBL,1.5441368,2.2526553,0.7085185,0.7085185,-2.2441402039707876,0.025041907641997412,0.058922135628229205,False
ZNRF3,0.61206055,0.8467418,0.23468125,0.23468125,-2.242653434061121,0.025138038823420725,0.05900948080615194,False
SOX5,2.7999134,3.8982997,1.0983863,1.0983863,-2.241261625411057,0.025228319797978543,0.0590827161545165,False
LDLRAD3,2.6942587,2.437001,-0.2572577,0.2572577,2.2364943088557663,0.02553968968347904,0.05966967769245307,False
UBE2E2,7.8561053,7.4646544,-0.39145088,0.39145088,2.2355887615598116,0.025599208922859027,0.05966967769245307,False
DLG2,41.116287,38.965187,-2.1511002,2.1511002,2.2346966671554482,0.02565796140775482,0.05966967769245307,False
SLCO2B1,0.9981464,0.5740269,-0.42411953,0.42411953,2.231092427422822,0.02589652409054854,0.06008474266948618,False
BCL6,0.39794648,0.3353092,-0.06263727,0.06263727,2.227025173180265,0.02616803803030267,0.06057416210718211,False
FOXP2,0.89698756,0.5326727,-0.36431485,0.36431485,2.221774641943704,0.026522184130614867,0.0611785646281598,False
RDX,3.6448588,3.8238788,0.17901993,0.17901993,-2.221342775373415,0.026551497048621354,0.0611785646281598,False
SLCO3A1,9.309987,8.614465,-0.6955223,0.6955223,2.214091689576426,0.027047866213431637,0.06217900278949802,False
CLDND1,3.2141051,2.95656,-0.25754523,0.25754523,2.2071261500884938,0.02753222250248539,0.06306066860003391,False
GALNT18,0.39374292,0.57363933,0.17989641,0.17989641,-2.206314113240107,0.027589173104465948,0.06306066860003391,False
RASGEF1C,1.4198903,0.8259482,-0.5939421,0.5939421,2.205867015380047,0.02762057284681485,0.06306066860003391,False
SFXN5,1.0441557,1.3930808,0.3489251,0.3489251,-2.203489844777444,0.027788040731454692,0.06323524889416757,False
ABCC4,0.9003867,0.5527015,-0.34768522,0.34768522,2.2029879613006047,0.027823509513433733,0.06323524889416757,False
MIR99AHG,8.67024,9.747016,1.0767756,1.0767756,-2.1946611625252856,0.028417705460362607,0.06443924140671793,False
AL078602.1,0.2667366,0.41614938,0.14941278,0.14941278,-2.1875077916767482,0.028936877469173717,0.06546804857279122,False
TUBA1A,1.834403,2.0017343,0.16733122,0.16733122,-2.186044473160529,0.02904408276645762,0.06556226358116844,False
SGCZ,0.6547406,1.1013497,0.44660914,0.44660914,-2.1804058124342154,0.02946038843191218,0.06635222619800041,False
AC011586.2,0.021048851,0.4190793,0.39803046,0.39803046,-2.1679297028376294,0.03039981287957777,0.06828556894948165,False
CNTNAP2,12.796989,11.790227,-1.0067625,1.0067625,2.1671076961445204,0.030462603252741107,0.06828556894948165,False
DPYSL2,4.4884815,4.310422,-0.17805958,0.17805958,2.1663099209020533,0.0305236493204183,0.06828556894948165,False
DOCK8,1.9950068,1.1805252,-0.8144816,0.8144816,2.162519487616068,0.030815134550014587,0.06855221585055805,False
SMAP2,0.96726906,0.754805,-0.21246403,0.21246403,2.1621746796114807,0.030841768745403626,0.06855221585055805,False
ZEB2,16.830276,15.944437,-0.88583946,0.88583946,2.1620876139871132,0.030848497132751125,0.06855221585055805,False
SORL1,2.3922734,1.6127229,-0.77955055,0.77955055,2.156517018892796,0.03128162161142648,0.06936058006968178,False
LRRK1,0.65573734,0.39048338,-0.26525396,0.26525396,2.1514481275933517,0.031680268313473786,0.0700890891891013,False
RTTN,1.8580474,1.5836899,-0.27435744,0.27435744,2.145918599607764,0.03212011038087319,0.07090532092907988,False
SPTBN1,4.32002,4.521646,0.20162582,0.20162582,-2.140820072881281,0.03253030314727824,0.0716526501041371,False
MIR3681HG,0.29871827,0.54299283,0.24427456,0.24427456,-2.13643716491977,0.03288650606959449,0.07227803531779009,False
PDE3B,0.78165567,0.52144235,-0.26021332,0.26021332,2.132546647671597,0.03320548867239188,0.07281905410612254,False
MT-CYB,2.0435188,1.6787647,-0.36475408,0.36475408,2.131350159437791,0.03330412009087749,0.07287553630388947,False
