gene,mean_group1,mean_group2,log_fold_change,abs_log_fold_change,t_statistic,pvalue,padj,significant
GPC5,3.9054966,6.1323524,2.2268558,2.2268558,-3.036731452992263,0.0024225050689139433,0.004984578331098648,True
CTNNA2,7.3039823,9.924463,2.620481,2.620481,-3.0266352440549698,0.0025045054896889953,0.005132183380510236,True
HPSE2,1.3150353,2.1882539,0.87321854,0.87321854,-2.886894545675402,0.003932450150403943,0.007880661624055998,True
AC012494.1,6.0471373,6.815437,0.7682996,0.7682996,-2.7779218827871714,0.005521901012573357,0.010763939595659565,True
TMTC2,17.112785,18.219753,1.1069679,1.1069679,-2.7022674092979,0.006945094623791122,0.013203601946370953,True
LRRC4C,6.299333,7.716162,1.4168291,1.4168291,-2.6169412317158613,0.008939063704064089,0.01661536004472879,True
GPM6B,13.264103,12.529252,-0.7348509,0.7348509,2.5995226967556686,0.009404087090609704,0.017387660427783416,True
NRXN3,28.553503,30.508396,1.9548931,1.9548931,-2.5994261279416024,0.009406724291430829,0.017387660427783416,True
NCAM2,22.413605,23.704792,1.2911873,1.2911873,-2.5918413647042304,0.009615930477302826,0.017676342789159603,True
PPP2R2B,48.4229,51.419525,2.996624,2.996624,-2.552194414270131,0.01077850430305896,0.01952627591133869,True
DST,18.084745,17.12147,-0.9632759,0.9632759,2.465302915178613,0.0137732635304672,0.024464056004382242,True
ST6GALNAC3,7.63458,8.418897,0.78431654,0.78431654,-2.4141811580049626,0.015859991015029107,0.02792251939265688,True
DTNA,6.2330656,5.064384,-1.1686816,1.1686816,2.321707132511745,0.020348815591512873,0.035144759225410833,True
CHST11,3.1924736,2.4268382,-0.7656355,0.7656355,2.31779053351852,0.020561268410820212,0.03545046277727623,True
DPP6,4.7227354,5.4390244,0.71628904,0.71628904,-2.30898757054029,0.021045855225908374,0.035975820898988674,True
NRG3,3.6887963,4.935044,1.2462475,1.2462475,-2.2080250383772553,0.02735573833921037,0.04636565820205148,True
LRP1B,12.416448,13.666412,1.2499647,1.2499647,-2.1917169945346466,0.028515001133578154,0.04800505241343124,True
