Contrast,Database,Pathway,pvalue,p.adjust,GeneRatio,neg_log10_pvalue,neg_log10_padj,pathway_short,contrast_clean,database_clean
OUD_vs_Control_Male,GO_BP,positive regulation of innate immune response,0.11487202951212072,0.12773769681747826,1/5,0.9397857059272632,0.8936809186812245,positive regulation of innate immune response,OUD vs Control Male,GO BP
OUD_Effect_Male_vs_Female,C8_CellType,DESCARTES_FETAL_CEREBRUM_LIMBIC_SYSTEM_NEURONS,0.04204794954179925,0.12871821288305893,7/2057,1.376255177616228,0.8903599985890603,DESCARTES_FETAL_CEREBRUM_LIMBIC_SYSTEM_NEURONS,OUD Effect Male vs Female,C8 CellType
OUD_Effect_Male_vs_Female,GO_BP,cerebral cortex neuron differentiation,0.008252798288872765,0.12907377529443798,8/1775,2.0833987695883462,0.8891619870275218,cerebral cortex neuron differentiation,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,axon ensheathment in central nervous system,0.008252798288872765,0.12907377529443798,8/1775,2.0833987695883462,0.8891619870275218,axon ensheathment in central nervous system,OUD Effect Male vs Female,GO BP
OUD_vs_Control_Male,GO_BP,response to oxidative stress,0.118490453411779,0.1295059770130599,1/5,0.9263166386631639,0.8877101873828188,response to oxidative stress,OUD vs Control Male,GO BP
OUD_vs_Control_Female,GO_BP,regulation of neuronal synaptic plasticity,0.029705534129545345,0.12973266238737796,14/2058,1.5271626342508138,0.8869506691835709,regulation of neuronal synaptic plasticity,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,positive regulation of dendrite extension,0.02988215174314391,0.12973266238737796,7/2058,1.5245881332111284,0.8869506691835709,positive regulation of dendrite extension,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,axon regeneration,0.029903637830128636,0.12973266238737796,12/2058,1.5242759757742694,0.8869506691835709,axon regeneration,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,glutamate secretion,0.030189803349924427,0.12980037183384235,8/2058,1.520139715871266,0.8867240634281409,glutamate secretion,OUD vs Control Female,GO BP
OUD_Effect_Male_vs_Female,C8_CellType,ZHONG_PFC_C7_ORG_UNDERGOING_NEURONAL_DIFFERENTIATION,0.042894391013204324,0.13024612655831272,13/2057,1.3675994936258429,0.8852351834938086,ZHONG_PFC_C7_ORG_UNDERGOING_NEURONAL_DIFFERENTI...,OUD Effect Male vs Female,C8 CellType
OUD_vs_Control_Female,GO_BP,response to toxic substance,0.030366857534251893,0.13042416589841285,42/2058,1.5176001480272834,0.8846419320399366,response to toxic substance,OUD vs Control Female,GO BP
OUD_Effect_Male_vs_Female,GO_MF,G protein-coupled neurotransmitter receptor activity,0.005508737477813627,0.13113250559081974,5/1824,2.2589479236973866,0.882289640507524,G protein-coupled neurotransmitter receptor act...,OUD Effect Male vs Female,GO MF
OUD_vs_Control_Female,Reactome,Diseases associated with glycosaminoglycan metabolism,0.005386905396276327,0.13114023792574336,12/1379,2.2686606513773655,0.8822640327349014,Diseases associated with glycosaminoglycan meta...,OUD vs Control Female,Reactome
OUD_Effect_Male_vs_Female,GO_BP,dendrite arborization,0.0088792573430923,0.1338976573389296,5/1775,2.051623356888605,0.8732270212977445,dendrite arborization,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,regulation of neuronal synaptic plasticity,0.008962675671797296,0.1338976573389296,14/1775,2.047562318906347,0.8732270212977445,regulation of neuronal synaptic plasticity,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,regulation of postsynapse organization,0.009059117479758547,0.13491081637739008,27/1775,2.0429141083209004,0.869953229685393,regulation of postsynapse organization,OUD Effect Male vs Female,GO BP
OUD_vs_Control_Male,DO,autoimmune disease,0.11904771510755319,0.13492074378856028,1/3,0.9242789356283087,0.869921273305716,autoimmune disease,OUD vs Control Male,DO
OUD_vs_Control_Female,KEGG,Complement and coagulation cascades,0.036110509624705855,0.13565223325987108,18/1075,1.4423663823669757,0.8675730519985525,Complement and coagulation cascades,OUD vs Control Female,KEGG
OUD_vs_Control_Female,GO_BP,microglial cell activation,0.031909614748980845,0.13607677934065385,11/2058,1.4960784390970492,0.8662159781369215,microglial cell activation,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,L-glutamate import,0.031909614748980845,0.13607677934065385,11/2058,1.4960784390970492,0.8662159781369215,L-glutamate import,OUD vs Control Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,regulation of neuron differentiation,0.009221545920683942,0.1366859430593283,32/1775,2.0351962667399586,0.8642761464831683,regulation of neuron differentiation,OUD Effect Male vs Female,GO BP
OUD_vs_Control_Female,WikiPathways,WP_IMMUNE_RESPONSE_TO_TUBERCULOSIS,0.016271190204851058,0.1371996728315434,8/1231,1.788580678132987,0.8626469242533543,WP_IMMUNE_RESPONSE_TO_TUBERCULOSIS,OUD vs Control Female,WikiPathways
OUD_vs_Control_Female,GO_BP,commissural neuron axon guidance,0.03301602612615748,0.13853736327134739,5/2058,1.4812752004657042,0.858433082381303,commissural neuron axon guidance,OUD vs Control Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,regulation of postsynaptic membrane neurotransmitter receptor levels,0.009457607682861843,0.1387360176113868,23/1775,2.024218705197105,0.8578107759906034,regulation of postsynaptic membrane neurotransm...,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,C8_CellType,ZHONG_PFC_C3_ASTROCYTE,0.04760033334765759,0.14055216539662674,57/2057,1.3223900058815798,0.8521624591098179,ZHONG_PFC_C3_ASTROCYTE,OUD Effect Male vs Female,C8 CellType
OUD_Effect_Male_vs_Female,GO_BP,regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,0.009826643918203901,0.14194874687950013,9/1775,2.00759478091358,0.8478684370635938,regulation of endoplasmic reticulum stress-indu...,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,neuron migration,0.010004980950181446,0.1427092383270856,32/1775,1.99978373393821,0.8455479117864851,neuron migration,OUD Effect Male vs Female,GO BP
OUD_vs_Control_Female,GO_BP,regulation of neuron migration,0.03460540074970068,0.14373974900146236,12/2058,1.460856117023547,0.842423117844201,regulation of neuron migration,OUD vs Control Female,GO BP
OUD_vs_Control_Female,WikiPathways,WP_IMMUNE_INFILTRATION_IN_PANCREATIC_CANCER,0.01860332725042386,0.1437525282287022,10/1231,1.7304093742084374,0.8423845084740268,WP_IMMUNE_INFILTRATION_IN_PANCREATIC_CANCER,OUD vs Control Female,WikiPathways
OUD_vs_Control_Female,WikiPathways,WP_MICROGLIA_PATHOGEN_PHAGOCYTOSIS_PATHWAY,0.018890366744379626,0.1437525282287022,12/1231,1.7237596104469213,0.8423845084740268,WP_MICROGLIA_PATHOGEN_PHAGOCYTOSIS_PATHWAY,OUD vs Control Female,WikiPathways
OUD_vs_Control_Female,WikiPathways,WP_PHOSPHODIESTERASES_IN_NEURONAL_FUNCTION,0.01909548509306641,0.1437525282287022,15/1231,1.7190693045299403,0.8423845084740268,WP_PHOSPHODIESTERASES_IN_NEURONAL_FUNCTION,OUD vs Control Female,WikiPathways
OUD_vs_Control_Male,GO_BP,regulation of innate immune response,0.1393628125091344,0.1440255088384363,1/5,0.8558530976631051,0.8415605817474369,regulation of innate immune response,OUD vs Control Male,GO BP
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of humoral immune response,0.0105402713225203,0.1445341069998738,6/1775,1.9771482095829827,0.8400296564784688,negative regulation of humoral immune response,OUD Effect Male vs Female,GO BP
OUD_vs_Control_Female,GO_CC,dendrite membrane,0.022390000686209017,0.14564808527190512,11/2168,1.649945893110707,0.8366952203484447,dendrite membrane,OUD vs Control Female,GO CC
OUD_vs_Control_Female,GO_BP,response to pain,0.03554974929319194,0.14595838849721182,9/2058,1.4491634576899741,0.8357709402555397,response to pain,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,innate immune response-activating signaling pathway,0.036809761728117917,0.14595838849721182,49/2058,1.4340369937594866,0.8357709402555397,innate immune response-activating signaling pat...,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,regulation of axon regeneration,0.036839625328615726,0.14595838849721182,8/2058,1.4336847953737273,0.8357709402555397,regulation of axon regeneration,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,inhibitory synapse assembly,0.036839625328615726,0.14595838849721182,8/2058,1.4336847953737273,0.8357709402555397,inhibitory synapse assembly,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,G protein-coupled opioid receptor signaling pathway,0.03721441000586165,0.14595838849721182,4/2058,1.4292888618858612,0.8357709402555397,G protein-coupled opioid receptor signaling pat...,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,complement-dependent cytotoxicity,0.03721441000586165,0.14595838849721182,4/2058,1.4292888618858612,0.8357709402555397,complement-dependent cytotoxicity,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,motor neuron migration,0.03721441000586165,0.14595838849721182,4/2058,1.4292888618858612,0.8357709402555397,motor neuron migration,OUD vs Control Female,GO BP
OUD_vs_Control_Male,GO_BP,positive regulation of cytokine production,0.14290088457323047,0.14659205133342462,1/5,0.8449650828669457,0.8338895778232751,positive regulation of cytokine production,OUD vs Control Male,GO BP
OUD_Effect_Male_vs_Female,GO_BP,regulation of excitatory synapse assembly,0.010892441048827138,0.1472294948433135,7/1775,1.9628747818386951,0.8320051780111828,regulation of excitatory synapse assembly,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,regulation of axon extension,0.011184213506953561,0.14869503531375963,17/1775,1.9513945508252613,0.8277035316248723,regulation of axon extension,OUD Effect Male vs Female,GO BP
OUD_vs_Control_Male,GO_BP,immune response-activating signaling pathway,0.15169517830893542,0.15198707316190208,1/5,0.8190282232152621,0.8181933481946453,immune response-activating signaling pathway,OUD vs Control Male,GO BP
OUD_vs_Control_Male,GO_BP,cytokine-mediated signaling pathway,0.15198707316190208,0.15198707316190208,1/5,0.8181933481946453,0.8181933481946453,cytokine-mediated signaling pathway,OUD vs Control Male,GO BP
OUD_vs_Control_Female,C8_CellType,ZHONG_PFC_C3_ASTROCYTE,0.09487969555645533,0.15722920977926882,63/2407,1.022826717512313,0.8034667682996512,ZHONG_PFC_C3_ASTROCYTE,OUD vs Control Female,C8 CellType
OUD_Effect_Male_vs_Female,WikiPathways,WP_IRON_METABOLISM_IN_PLACENTA,0.01321963546278943,0.15723934759730088,5/1002,1.8787805205449173,0.8034387667819917,WP_IRON_METABOLISM_IN_PLACENTA,OUD Effect Male vs Female,WikiPathways
OUD_Effect_Male_vs_Female,GO_BP,immune response-regulating cell surface receptor signaling pathway,0.012314148356922803,0.158161584213237,53/1775,1.9095956184719365,0.8008989935956154,immune response-regulating cell surface recepto...,OUD Effect Male vs Female,GO BP
OUD_vs_Control_Female,DO,autoimmune disease of endocrine system,0.051214321028749614,0.1594637657516541,13/1094,1.2906085805457221,0.7973379842169946,autoimmune disease of endocrine system,OUD vs Control Female,DO
OUD_Effect_Male_vs_Female,GO_CC,neuron projection terminus,0.014534603026851221,0.15963838991158258,23/1867,1.8375968253041017,0.7968626610937355,neuron projection terminus,OUD Effect Male vs Female,GO CC
OUD_vs_Control_Female,GO_MF,neurotransmitter receptor activity,0.021475363774896575,0.16331881586834926,20/2121,1.6680594708451644,0.7869637775593887,neurotransmitter receptor activity,OUD vs Control Female,GO MF
OUD_Effect_Male_vs_Female,C7_Immunologic,GSE1432_1H_VS_6H_IFNG_MICROGLIA_DN,0.028352639257432213,0.1638600930749819,32/2013,1.547406507790873,0.7855268027907963,GSE1432_1H_VS_6H_IFNG_MICROGLIA_DN,OUD Effect Male vs Female,C7 Immunologic
OUD_vs_Control_Female,GO_BP,response to laminar fluid shear stress,0.044083422092570504,0.164583826839772,5/2058,1.3557246995865462,0.7836128438463503,response to laminar fluid shear stress,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,negative regulation of T-helper 17 type immune response,0.044083422092570504,0.164583826839772,5/2058,1.3557246995865462,0.7836128438463503,negative regulation of T-helper 17 type immune ...,OUD vs Control Female,GO BP
OUD_Effect_Male_vs_Female,GO_CC,Schaffer collateral - CA1 synapse,0.015283304886483553,0.1651098019703715,19/1867,1.8157827230661667,0.782227143482924,Schaffer collateral - CA1 synapse,OUD Effect Male vs Female,GO CC
OUD_vs_Control_Female,Reactome,Sialic acid metabolism,0.009524178809272343,0.16570294787651083,10/1379,2.0211724596393417,0.7806697653578869,Sialic acid metabolism,OUD vs Control Female,Reactome
OUD_vs_Control_Female,Reactome,Regulation of necroptotic cell death,0.009524178809272343,0.16570294787651083,10/1379,2.0211724596393417,0.7806697653578869,Regulation of necroptotic cell death,OUD vs Control Female,Reactome
OUD_Effect_Male_vs_Female,GO_BP,neurotransmitter transport,0.013783010894732281,0.16573795935857924,35/1775,1.86065590056095,0.7805780126913319,neurotransmitter transport,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,C8_CellType,ZHONG_PFC_C1_ASTROCYTE,0.05946595658649285,0.16703920389464283,7/2057,1.225731590538455,0.77718158851133,ZHONG_PFC_C1_ASTROCYTE,OUD Effect Male vs Female,C8 CellType
OUD_vs_Control_Female,GO_BP,negative regulation of cytokine production involved in inflammatory response,0.045934844806226414,0.16809206342508198,7/2058,1.33785774657758,0.7744527915698242,negative regulation of cytokine production invo...,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,regulation of neurotransmitter uptake,0.04621195233512808,0.16809206342508198,6/2058,1.335245683278262,0.7744527915698242,regulation of neurotransmitter uptake,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,dopamine transport,0.046366197102489175,0.16809206342508198,10/2058,1.3337985229338807,0.7744527915698242,dopamine transport,OUD vs Control Female,GO BP
OUD_Effect_Male_vs_Female,WikiPathways,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,0.01594206484782066,0.16897397979446246,13/1002,1.7974554286150992,0.7721801669940883,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTC...,OUD Effect Male vs Female,WikiPathways
OUD_vs_Control_Female,DO,opiate dependence,0.05733434743960857,0.17091441546870656,14/1094,1.2415851261226185,0.7672213059481449,opiate dependence,OUD vs Control Female,DO
OUD_vs_Control_Female,Reactome,Diseases of Immune System,0.01122875364053559,0.17095604402852854,9/1379,1.949668446505898,0.7671155404255185,Diseases of Immune System,OUD vs Control Female,Reactome
OUD_Effect_Male_vs_Female,C8_CellType,ZHONG_PFC_MAJOR_TYPES_INTERNEURON,0.06253926499584951,0.17244282627532034,5/2057,1.2038472271884246,0.7633548678309232,ZHONG_PFC_MAJOR_TYPES_INTERNEURON,OUD Effect Male vs Female,C8 CellType
OUD_vs_Control_Female,GO_CC,apical dendrite,0.027612515636701435,0.1741918921421646,6/2168,1.5588940251836603,0.7589720633344679,apical dendrite,OUD vs Control Female,GO CC
OUD_vs_Control_Female,C7_Immunologic,GSE29949_MICROGLIA_BRAIN_VS_CD8_NEG_DC_SPLEEN_UP,0.059841910909793766,0.17426765687538268,32/2332,1.222994546755756,0.7587832080933314,GSE29949_MICROGLIA_BRAIN_VS_CD8_NEG_DC_SPLEEN_UP,OUD vs Control Female,C7 Immunologic
OUD_vs_Control_Male,C8_CellType,ZHONG_PFC_C1_NEUROD1_POS_EXCITATORY_NEURON,0.011508940828548808,0.1749337579122894,1/8,1.9389646427892013,0.7571263742815136,ZHONG_PFC_C1_NEUROD1_POS_EXCITATORY_NEURON,OUD vs Control Male,C8 CellType
OUD_vs_Control_Male,C8_CellType,ZHONG_PFC_C2_SOX5_BCL11B_POS_EXCITATORY_NEURON,0.012939376872868391,0.1749337579122894,1/8,1.8880866376697045,0.7571263742815136,ZHONG_PFC_C2_SOX5_BCL11B_POS_EXCITATORY_NEURON,OUD vs Control Male,C8 CellType
OUD_vs_Control_Male,C8_CellType,DESCARTES_FETAL_PANCREAS_ENS_NEURONS,0.06233297536981275,0.1749337579122894,1/8,1.205282142226395,0.7571263742815136,DESCARTES_FETAL_PANCREAS_ENS_NEURONS,OUD vs Control Male,C8 CellType
OUD_vs_Control_Male,C8_CellType,DESCARTES_FETAL_INTESTINE_ENS_NEURONS,0.06369884118110059,0.1749337579122894,1/8,1.1958684683433196,0.7571263742815136,DESCARTES_FETAL_INTESTINE_ENS_NEURONS,OUD vs Control Male,C8 CellType
OUD_vs_Control_Male,C8_CellType,DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_IMMATURE_NEURONS,0.06415374275224983,0.1749337579122894,1/8,1.1927780016548601,0.7571263742815136,DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_IMMATUR...,OUD vs Control Male,C8 CellType
OUD_vs_Control_Male,C8_CellType,DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_MATURE_NEURONS,0.08084973453574651,0.1749337579122894,1/8,1.0923214017297471,0.7571263742815136,DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_MATURE_...,OUD vs Control Male,C8 CellType
OUD_vs_Control_Male,C8_CellType,DESCARTES_FETAL_LUNG_VISCERAL_NEURONS,0.08887744091643868,0.1749337579122894,1/8,1.0512084587011863,0.7571263742815136,DESCARTES_FETAL_LUNG_VISCERAL_NEURONS,OUD vs Control Male,C8 CellType
OUD_vs_Control_Female,DO,heroin dependence,0.06032030862846893,0.17646500226092462,10/1094,1.2195364450676902,0.7533414139706438,heroin dependence,OUD vs Control Female,DO
OUD_vs_Control_Female,KEGG,Amino sugar and nucleotide sugar metabolism,0.05160756889458255,0.17723811539553605,10/1075,1.2872865989911946,0.7514428765464894,Amino sugar and nucleotide sugar metabolism,OUD vs Control Female,KEGG
OUD_vs_Control_Female,GO_BP,cellular response to toxic substance,0.04935030220860097,0.17745764510613105,23/2058,1.3067101834781152,0.7509052859422808,cellular response to toxic substance,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,positive regulation of axon extension,0.04971838614232241,0.1780029533714864,9/2058,1.303482976990555,0.7495727919478534,positive regulation of axon extension,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,dendrite extension,0.04971838614232241,0.1780029533714864,9/2058,1.303482976990555,0.7495727919478534,dendrite extension,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,neurotransmitter secretion,0.05030138221221403,0.17934286280620435,27/2058,1.298420080970121,0.7463159019852724,neurotransmitter secretion,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,signal release from synapse,0.05030138221221403,0.17934286280620435,27/2058,1.298420080970121,0.7463159019852724,signal release from synapse,OUD vs Control Female,GO BP
OUD_vs_Control_Male,C8_CellType,LAKE_ADULT_KIDNEY_C17_COLLECTING_SYSTEM_PCS_STRESSED_DISSOC_SUBSET,0.107806893822318,0.17967815637053003,1/8,0.967353466855548,0.7455047172391915,LAKE_ADULT_KIDNEY_C17_COLLECTING_SYSTEM_PCS_STR...,OUD vs Control Male,C8 CellType
OUD_vs_Control_Female,Reactome,Protein-protein interactions at synapses,0.013476754344797275,0.18193618365476322,20/1379,1.8704146879095271,0.7400809194145209,Protein-protein interactions at synapses,OUD vs Control Female,Reactome
OUD_vs_Control_Female,C7_Immunologic,GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_6H_IFNA_STIM_UP,0.06373963102231835,0.18245563004743537,32/2332,1.1955904549105274,0.7388427310342776,GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_6H...,OUD vs Control Female,C7 Immunologic
OUD_Effect_Male_vs_Female,WikiPathways,WP_NEUROINFLAMMATION,0.019223594604136304,0.18330103587324334,5/1002,1.7161654007061853,0.7368350807401163,WP_NEUROINFLAMMATION,OUD Effect Male vs Female,WikiPathways
OUD_vs_Control_Female,GO_BP,pyramidal neuron development,0.052286322940700306,0.18344901075706022,4/2058,1.2816118990522427,0.7364846258208617,pyramidal neuron development,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,T-helper 2 cell cytokine production,0.052286322940700306,0.18344901075706022,4/2058,1.2816118990522427,0.7364846258208617,T-helper 2 cell cytokine production,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,regulation of T-helper 2 cell cytokine production,0.052286322940700306,0.18344901075706022,4/2058,1.2816118990522427,0.7364846258208617,regulation of T-helper 2 cell cytokine production,OUD vs Control Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,sensory perception of pain,0.016725480810337066,0.18525925649130745,16/1775,1.7766213886408684,0.7322200832532816,sensory perception of pain,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,receptor localization to synapse,0.016725480810337066,0.18525925649130745,16/1775,1.7766213886408684,0.7322200832532816,receptor localization to synapse,OUD Effect Male vs Female,GO BP
OUD_vs_Control_Female,GO_BP,activation of innate immune response,0.05325343351700321,0.1861445153353901,51/2058,1.2736523858344686,0.7301497555490889,activation of innate immune response,OUD vs Control Female,GO BP
OUD_Effect_Male_vs_Female,C8_CellType,FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_IMMUNE,0.06978224029900762,0.1861593781253592,24/2057,1.1562550920120294,0.7301150805011719,FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_IMMUNE,OUD Effect Male vs Female,C8 CellType
OUD_vs_Control_Female,C7_Immunologic,GSE29949_MICROGLIA_BRAIN_VS_CD8_POS_DC_SPLEEN_DN,0.06611917978444261,0.18652729815275298,33/2332,1.1796725425370689,0.7292576004797088,GSE29949_MICROGLIA_BRAIN_VS_CD8_POS_DC_SPLEEN_DN,OUD vs Control Female,C7 Immunologic
OUD_vs_Control_Female,GO_BP,axon extension,0.05483069134217578,0.1907312930857438,21/2058,1.2609762782055363,0.7195780468621398,axon extension,OUD vs Control Female,GO BP
OUD_Effect_Male_vs_Female,DO,"autoimmune disease of eyes, ear, nose and throat",0.022672356888970523,0.191586190433286,6/920,1.644503330748227,0.7176357981529007,"autoimmune disease of eyes, ear, nose and throat",OUD Effect Male vs Female,DO
OUD_vs_Control_Female,DO,drug dependence,0.06809757308510955,0.19247930216336567,16/1094,1.1668683655398773,0.7156159645426186,drug dependence,OUD vs Control Female,DO
OUD_vs_Control_Female,GO_BP,regulation of neuron apoptotic process,0.05658847274593854,0.19342704682526463,41/2058,1.2472720269864215,0.7134827987861718,regulation of neuron apoptotic process,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,positive regulation of immune response to tumor cell,0.05711002251879395,0.19342704682526463,5/2058,1.2432876685905072,0.7134827987861718,positive regulation of immune response to tumor...,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,regulation of glutamate secretion,0.05711002251879395,0.19342704682526463,5/2058,1.2432876685905072,0.7134827987861718,regulation of glutamate secretion,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,negative regulation of neuron projection regeneration,0.05711002251879395,0.19342704682526463,5/2058,1.2432876685905072,0.7134827987861718,negative regulation of neuron projection regene...,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,dendrite self-avoidance,0.05711002251879395,0.19342704682526463,5/2058,1.2432876685905072,0.7134827987861718,dendrite self-avoidance,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,synapse pruning,0.05711002251879395,0.19342704682526463,5/2058,1.2432876685905072,0.7134827987861718,synapse pruning,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,axonal fasciculation,0.05745357826493008,0.19342704682526463,6/2058,1.240682917849152,0.7134827987861718,axonal fasciculation,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,neuron intrinsic apoptotic signaling pathway in response to oxidative stress,0.05745357826493008,0.19342704682526463,6/2058,1.240682917849152,0.7134827987861718,neuron intrinsic apoptotic signaling pathway in...,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,axon extension involved in axon guidance,0.05745357826493008,0.19342704682526463,6/2058,1.240682917849152,0.7134827987861718,axon extension involved in axon guidance,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,neuron projection fasciculation,0.05745357826493008,0.19342704682526463,6/2058,1.240682917849152,0.7134827987861718,neuron projection fasciculation,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,neuron projection extension involved in neuron projection guidance,0.05745357826493008,0.19342704682526463,6/2058,1.240682917849152,0.7134827987861718,neuron projection extension involved in neuron ...,OUD vs Control Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,regulation of neurotransmitter transport,0.019811432713242698,0.19628408945517137,19/1775,1.7030841162354946,0.7071149023453224,regulation of neurotransmitter transport,OUD Effect Male vs Female,GO BP
OUD_vs_Control_Female,Reactome,TP53 Regulates Transcription of Cell Death Genes,0.014980934266855421,0.19628830354089702,12/1379,1.824461101570616,0.7071055784386512,TP53 Regulates Transcription of Cell Death Genes,OUD vs Control Female,Reactome
OUD_Effect_Male_vs_Female,GO_CC,hippocampal mossy fiber to CA3 synapse,0.021208933399997618,0.1984356461154292,11/1867,1.6734811716599067,0.702380310404183,hippocampal mossy fiber to CA3 synapse,OUD Effect Male vs Female,GO CC
OUD_Effect_Male_vs_Female,GO_CC,perineuronal net,0.022282606695814507,0.1984356461154292,4/1867,1.6520340052672167,0.702380310404183,perineuronal net,OUD Effect Male vs Female,GO CC
OUD_Effect_Male_vs_Female,C7_Immunologic,GSE1432_6H_VS_24H_IFNG_MICROGLIA_UP,0.0394457590119309,0.19873809504253084,31/2013,1.4039996828658345,0.7017188773240172,GSE1432_6H_VS_24H_IFNG_MICROGLIA_UP,OUD Effect Male vs Female,C7 Immunologic
OUD_Effect_Male_vs_Female,C7_Immunologic,GSE29949_MICROGLIA_VS_DC_BRAIN_DN,0.0399591655363585,0.1992641294709709,30/2013,1.398383589683764,0.7005708737777182,GSE29949_MICROGLIA_VS_DC_BRAIN_DN,OUD Effect Male vs Female,C7 Immunologic
OUD_vs_Control_Female,GO_MF,glutamate-gated receptor activity,0.027339408355874874,0.20048899460974906,6/2121,1.5632108881061277,0.697909462003584,glutamate-gated receptor activity,OUD vs Control Female,GO MF
OUD_Effect_Male_vs_Female,GO_CC,astrocyte projection,0.023642959300200772,0.2005622297162111,6/1867,1.6262981653833446,0.6977508508285399,astrocyte projection,OUD Effect Male vs Female,GO CC
OUD_Effect_Male_vs_Female,C8_CellType,DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_IMMATURE_NEURONS,0.07917821798922743,0.20165045027582967,23/2057,1.1013942768469382,0.6954008038964328,DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_IMMATUR...,OUD Effect Male vs Female,C8 CellType
OUD_Effect_Male_vs_Female,GO_BP,multicellular organismal response to stress,0.02102567830155614,0.20455714428604643,18/1775,1.6772499846919462,0.6891853478946508,multicellular organismal response to stress,OUD Effect Male vs Female,GO BP
OUD_vs_Control_Male,C8_CellType,FAN_EMBRYONIC_CTX_BIG_GROUPS_MICROGLIA,0.16048108665443672,0.20627446682703263,1/8,0.7945761436056372,0.6855545267646278,FAN_EMBRYONIC_CTX_BIG_GROUPS_MICROGLIA,OUD vs Control Male,C8 CellType
OUD_vs_Control_Male,C8_CellType,HE_LIM_SUN_FETAL_LUNG_C7_SST_POS_NEURON_CELL,0.16213393663818942,0.20627446682703263,1/8,0.7901260724302156,0.6855545267646278,HE_LIM_SUN_FETAL_LUNG_C7_SST_POS_NEURON_CELL,OUD vs Control Male,C8 CellType
OUD_vs_Control_Male,C8_CellType,HU_FETAL_RETINA_MICROGLIA,0.1641959945062046,0.20627446682703263,1/8,0.7846374415227317,0.6855545267646278,HU_FETAL_RETINA_MICROGLIA,OUD vs Control Male,C8 CellType
