"ensembl_gene_id","hgnc_symbol","chromosome_name","gene_biotype"
"ENSG00000099338","CATSPERG","19","protein_coding"
"ENSG00000099341","PSMD8","19","protein_coding"
"ENSG00000099364","FBXL19","16","protein_coding"
"ENSG00000099365","STX1B","16","protein_coding"
"ENSG00000099377","HSD3B7","16","protein_coding"
"ENSG00000099381","SETD1A","16","protein_coding"
"ENSG00000099385","BCL7C","16","protein_coding"
"ENSG00000099399","MAGEB2","X","protein_coding"
"ENSG00000099617","EFNA2","19","protein_coding"
"ENSG00000099622","CIRBP","19","protein_coding"
"ENSG00000099624","ATP5F1D","19","protein_coding"
"ENSG00000099625","CBARP","19","protein_coding"
"ENSG00000099715","PCDH11Y","Y","protein_coding"
"ENSG00000099725","PRKY","Y","transcribed_unitary_pseudogene"
"ENSG00000099769","IGFALS","16","protein_coding"
"ENSG00000099783","HNRNPM","19","protein_coding"
"ENSG00000099785","MARCHF2","19","protein_coding"
"ENSG00000099795","NDUFB7","19","protein_coding"
"ENSG00000099797","TECR","19","protein_coding"
"ENSG00000099800","TIMM13","19","protein_coding"
"ENSG00000099804","CDC34","19","protein_coding"
"ENSG00000099810","MTAP","9","protein_coding"
"ENSG00000099812","MISP","19","protein_coding"
"ENSG00000099814","CEP170B","14","protein_coding"
"ENSG00000099817","POLR2E","19","protein_coding"
"ENSG00000099821","POLRMT","19","protein_coding"
"ENSG00000099822","HCN2","19","protein_coding"
"ENSG00000099834","CDHR5","11","protein_coding"
"ENSG00000099840","IZUMO4","19","protein_coding"
"ENSG00000099849","RASSF7","11","protein_coding"
"ENSG00000099860","GADD45B","19","protein_coding"
"ENSG00000099864","PALM","19","protein_coding"
"ENSG00000099866","MADCAM1","19","protein_coding"
"ENSG00000099869","IGF2-AS","11","lncRNA"
"ENSG00000099875","MKNK2","19","protein_coding"
"ENSG00000099889","ARVCF","22","protein_coding"
"ENSG00000099899","TRMT2A","22","protein_coding"
"ENSG00000099901","RANBP1","22","protein_coding"
"ENSG00000099904","ZDHHC8","22","protein_coding"
"ENSG00000099910","KLHL22","22","protein_coding"
"ENSG00000099917","MED15","22","protein_coding"
"ENSG00000099937","SERPIND1","22","protein_coding"
"ENSG00000099940","SNAP29","22","protein_coding"
"ENSG00000099942","CRKL","22","protein_coding"
"ENSG00000099949","LZTR1","22","protein_coding"
"ENSG00000099954","CECR2","22","protein_coding"
"ENSG00000099956","SMARCB1","22","protein_coding"
"ENSG00000099957","P2RX6","22","protein_coding"
"ENSG00000099960","SLC7A4","22","protein_coding"
"ENSG00000099968","BCL2L13","22","protein_coding"
"ENSG00000099974","DDTL","22","protein_coding"
"ENSG00000099984","GSTT2","22","protein_coding"
"ENSG00000099985","OSM","22","protein_coding"
"ENSG00000099991","CABIN1","22","protein_coding"
"ENSG00000099992","TBC1D10A","22","protein_coding"
"ENSG00000099994","SUSD2","22","protein_coding"
"ENSG00000099995","SF3A1","22","protein_coding"
"ENSG00000099998","GGT5","22","protein_coding"
"ENSG00000099999","RNF215","22","protein_coding"
"ENSG00000100003","SEC14L2","22","protein_coding"
"ENSG00000100012","SEC14L3","22","protein_coding"
"ENSG00000100014","SPECC1L","22","protein_coding"
"ENSG00000100023","PPIL2","22","protein_coding"
"ENSG00000100024","UPB1","22","protein_coding"
"ENSG00000100027","YPEL1","22","protein_coding"
"ENSG00000100028","SNRPD3","22","protein_coding"
"ENSG00000100029","PES1","22","protein_coding"
"ENSG00000100030","MAPK1","22","protein_coding"
"ENSG00000100031","GGT1","22","protein_coding"
"ENSG00000100033","PRODH","22","protein_coding"
"ENSG00000100034","PPM1F","22","protein_coding"
"ENSG00000100036","SLC35E4","22","protein_coding"
"ENSG00000100038","TOP3B","22","protein_coding"
"ENSG00000100053","CRYBB3","22","protein_coding"
"ENSG00000100055","CYTH4","22","protein_coding"
"ENSG00000100056","ESS2","22","protein_coding"
"ENSG00000100058","CRYBB2P1","22","transcribed_unprocessed_pseudogene"
"ENSG00000100060","MFNG","22","protein_coding"
"ENSG00000100065","CARD10","22","protein_coding"
"ENSG00000100068","LRP5L","22","transcribed_unprocessed_pseudogene"
"ENSG00000100075","SLC25A1","22","protein_coding"
"ENSG00000100077","GRK3","22","protein_coding"
"ENSG00000100078","PLA2G3","22","protein_coding"
"ENSG00000100079","LGALS2","22","protein_coding"
"ENSG00000100083","GGA1","22","protein_coding"
"ENSG00000100084","HIRA","22","protein_coding"
"ENSG00000100092","SH3BP1","22","protein_coding"
"ENSG00000100095","SEZ6L","22","protein_coding"
"ENSG00000100097","LGALS1","22","protein_coding"
"ENSG00000100099","HPS4","22","protein_coding"
"ENSG00000100100","PIK3IP1","22","protein_coding"
"ENSG00000100104","SRRD","22","protein_coding"
"ENSG00000100105","PATZ1","22","protein_coding"
"ENSG00000100106","TRIOBP","22","protein_coding"
"ENSG00000100109","TFIP11","22","protein_coding"
"ENSG00000100116","GCAT","22","protein_coding"
"ENSG00000100121","GGTLC2","22","protein_coding"
"ENSG00000100122","CRYBB1","22","protein_coding"
"ENSG00000100124","ANKRD54","22","protein_coding"
"ENSG00000100129","EIF3L","22","protein_coding"
"ENSG00000100138","SNU13","22","protein_coding"
"ENSG00000100139","MICALL1","22","protein_coding"
"ENSG00000100142","POLR2F","22","protein_coding"
"ENSG00000100146","SOX10","22","protein_coding"
"ENSG00000100147","CCDC134","22","protein_coding"
"ENSG00000100150","DEPDC5","22","protein_coding"
"ENSG00000100151","PICK1","22","protein_coding"
"ENSG00000100154","TTC28","22","protein_coding"
"ENSG00000100156","SLC16A8","22","protein_coding"
"ENSG00000100162","CENPM","22","protein_coding"
"ENSG00000100167","SEPTIN3","22","protein_coding"
"ENSG00000100170","SLC5A1","22","protein_coding"
"ENSG00000100181","TPTEP1","22","transcribed_unprocessed_pseudogene"
"ENSG00000100191","SLC5A4","22","protein_coding"
"ENSG00000100196","KDELR3","22","protein_coding"
"ENSG00000100197","CYP2D6","22","protein_coding"
"ENSG00000100201","DDX17","22","protein_coding"
"ENSG00000100206","DMC1","22","protein_coding"
"ENSG00000100207","TCF20","22","protein_coding"
"ENSG00000100209","HSCB","22","protein_coding"
"ENSG00000100211","CBY1","22","protein_coding"
"ENSG00000100216","TOMM22","22","protein_coding"
"ENSG00000100218","RSPH14","22","protein_coding"
"ENSG00000100219","XBP1","22","protein_coding"
"ENSG00000100220","RTCB","22","protein_coding"
"ENSG00000100221","JOSD1","22","protein_coding"
"ENSG00000100225","FBXO7","22","protein_coding"
"ENSG00000100226","GTPBP1","22","protein_coding"
"ENSG00000100227","POLDIP3","22","protein_coding"
"ENSG00000100228","RAB36","22","protein_coding"
"ENSG00000100234","TIMP3","22","protein_coding"
"ENSG00000100239","PPP6R2","22","protein_coding"
"ENSG00000100241","SBF1","22","protein_coding"
"ENSG00000100242","SUN2","22","protein_coding"
"ENSG00000100243","CYB5R3","22","protein_coding"
"ENSG00000100246","DNAL4","22","protein_coding"
"ENSG00000100249","C22orf31","22","protein_coding"
"ENSG00000100253","MIOX","22","protein_coding"
"ENSG00000100258","LMF2","22","protein_coding"
"ENSG00000100263","RHBDD3","22","protein_coding"
"ENSG00000100266","PACSIN2","22","protein_coding"
"ENSG00000100271","TTLL1","22","protein_coding"
"ENSG00000100276","RASL10A","22","protein_coding"
"ENSG00000100280","AP1B1","22","protein_coding"
"ENSG00000100281","HMGXB4","22","protein_coding"
"ENSG00000100284","TOM1","22","protein_coding"
"ENSG00000100285","NEFH","22","protein_coding"
"ENSG00000100288","CHKB","22","protein_coding"
"ENSG00000100290","BIK","22","protein_coding"
"ENSG00000100292","HMOX1","22","protein_coding"
"ENSG00000100294","MCAT","22","protein_coding"
"ENSG00000100296","THOC5","22","protein_coding"
"ENSG00000100297","MCM5","22","protein_coding"
"ENSG00000100298","APOBEC3H","22","protein_coding"
"ENSG00000100299","ARSA","22","protein_coding"
"ENSG00000100300","TSPO","22","protein_coding"
"ENSG00000100302","RASD2","22","protein_coding"
"ENSG00000100304","TTLL12","22","protein_coding"
"ENSG00000100307","CBX7","22","protein_coding"
"ENSG00000100311","PDGFB","22","protein_coding"
"ENSG00000100314","CABP7","22","protein_coding"
"ENSG00000100316","RPL3","22","protein_coding"
"ENSG00000100319","ZMAT5","22","protein_coding"
"ENSG00000100320","RBFOX2","22","protein_coding"
"ENSG00000100321","SYNGR1","22","protein_coding"
"ENSG00000100324","TAB1","22","protein_coding"
"ENSG00000100325","ASCC2","22","protein_coding"
"ENSG00000100330","MTMR3","22","protein_coding"
"ENSG00000100335","MIEF1","22","protein_coding"
"ENSG00000100336","APOL4","22","protein_coding"
"ENSG00000100341","PNPLA5","22","protein_coding"
"ENSG00000100342","APOL1","22","protein_coding"
"ENSG00000100344","PNPLA3","22","protein_coding"
"ENSG00000100345","MYH9","22","protein_coding"
"ENSG00000100346","CACNA1I","22","protein_coding"
"ENSG00000100347","SAMM50","22","protein_coding"
"ENSG00000100348","TXN2","22","protein_coding"
"ENSG00000100350","FOXRED2","22","protein_coding"
"ENSG00000100351","GRAP2","22","protein_coding"
"ENSG00000100353","EIF3D","22","protein_coding"
"ENSG00000100354","TNRC6B","22","protein_coding"
"ENSG00000100359","SGSM3","22","protein_coding"
"ENSG00000100360","IFT27","22","protein_coding"
"ENSG00000100362","PVALB","22","protein_coding"
"ENSG00000100364","KIAA0930","22","protein_coding"
"ENSG00000100365","NCF4","22","protein_coding"
"ENSG00000100368","CSF2RB","22","protein_coding"
"ENSG00000100372","SLC25A17","22","protein_coding"
"ENSG00000100373","UPK3A","22","protein_coding"
"ENSG00000100376","FAM118A","22","protein_coding"
"ENSG00000100379","KCTD17","22","protein_coding"
"ENSG00000100380","ST13","22","protein_coding"
"ENSG00000100385","IL2RB","22","protein_coding"
"ENSG00000100387","RBX1","22","protein_coding"
"ENSG00000100393","EP300","22","protein_coding"
"ENSG00000100395","L3MBTL2","22","protein_coding"
"ENSG00000100399","CHADL","22","protein_coding"
"ENSG00000100401","RANGAP1","22","protein_coding"
"ENSG00000100403","ZC3H7B","22","protein_coding"
"ENSG00000100410","PHF5A","22","protein_coding"
"ENSG00000100412","ACO2","22","protein_coding"
"ENSG00000100413","POLR3H","22","protein_coding"
"ENSG00000100416","TRMU","22","protein_coding"
"ENSG00000100417","PMM1","22","protein_coding"
"ENSG00000100418","DESI1","22","protein_coding"
"ENSG00000100422","CERK","22","protein_coding"
"ENSG00000100425","BRD1","22","protein_coding"
"ENSG00000100426","ZBED4","22","protein_coding"
"ENSG00000100427","MLC1","22","protein_coding"
"ENSG00000100429","HDAC10","22","protein_coding"
"ENSG00000100433","KCNK10","14","protein_coding"
"ENSG00000100439","ABHD4","14","protein_coding"
"ENSG00000100441","KHNYN","14","protein_coding"
"ENSG00000100442","FKBP3","14","protein_coding"
"ENSG00000100445","SDR39U1","14","protein_coding"
"ENSG00000100448","CTSG","14","protein_coding"
"ENSG00000100450","GZMH","14","protein_coding"
"ENSG00000100453","GZMB","14","protein_coding"
"ENSG00000100461","RBM23","14","protein_coding"
"ENSG00000100462","PRMT5","14","protein_coding"
"ENSG00000100473","COCH","14","protein_coding"
"ENSG00000100478","AP4S1","14","protein_coding"
"ENSG00000100479","POLE2","14","protein_coding"
"ENSG00000100483","VCPKMT","14","protein_coding"
"ENSG00000100485","SOS2","14","protein_coding"
"ENSG00000100490","CDKL1","14","protein_coding"
"ENSG00000100503","NIN","14","protein_coding"
"ENSG00000100504","PYGL","14","protein_coding"
"ENSG00000100505","TRIM9","14","protein_coding"
"ENSG00000100519","PSMC6","14","protein_coding"
"ENSG00000100522","GNPNAT1","14","protein_coding"
"ENSG00000100523","DDHD1","14","protein_coding"
"ENSG00000100526","CDKN3","14","protein_coding"
"ENSG00000100528","CNIH1","14","protein_coding"
"ENSG00000100532","CGRRF1","14","protein_coding"
"ENSG00000100554","ATP6V1D","14","protein_coding"
"ENSG00000100557","CCDC198","14","protein_coding"
"ENSG00000100558","PLEK2","14","protein_coding"
"ENSG00000100564","PIGH","14","protein_coding"
"ENSG00000100565","LRRC74A","14","protein_coding"
"ENSG00000100567","PSMA3","14","protein_coding"
"ENSG00000100568","VTI1B","14","protein_coding"
"ENSG00000100575","TIMM9","14","protein_coding"
"ENSG00000100577","GSTZ1","14","protein_coding"
"ENSG00000100578","KIAA0586","14","protein_coding"
"ENSG00000100580","TMED8","14","protein_coding"
"ENSG00000100583","SAMD15","14","protein_coding"
"ENSG00000100591","AHSA1","14","protein_coding"
"ENSG00000100592","DAAM1","14","protein_coding"
"ENSG00000100593","ISM2","14","protein_coding"
"ENSG00000100596","SPTLC2","14","protein_coding"
"ENSG00000100599","RIN3","14","protein_coding"
"ENSG00000100600","LGMN","14","protein_coding"
"ENSG00000100601","ALKBH1","14","protein_coding"
"ENSG00000100603","SNW1","14","protein_coding"
"ENSG00000100604","CHGA","14","protein_coding"
"ENSG00000100605","ITPK1","14","protein_coding"
"ENSG00000100612","DHRS7","14","protein_coding"
"ENSG00000100614","PPM1A","14","protein_coding"
"ENSG00000100625","SIX4","14","protein_coding"
"ENSG00000100626","GALNT16","14","protein_coding"
"ENSG00000100628","ASB2","14","protein_coding"
"ENSG00000100629","CEP128","14","protein_coding"
"ENSG00000100632","ERH","14","protein_coding"
"ENSG00000100644","HIF1A","14","protein_coding"
"ENSG00000100647","SUSD6","14","protein_coding"
"ENSG00000100650","SRSF5","14","protein_coding"
"ENSG00000100652","SLC10A1","14","protein_coding"
"ENSG00000100664","EIF5","14","protein_coding"
"ENSG00000100678","SLC8A3","14","protein_coding"
"ENSG00000100697","DICER1","14","protein_coding"
"ENSG00000100711","ZFYVE21","14","protein_coding"
"ENSG00000100714","MTHFD1","14","protein_coding"
"ENSG00000100721","TCL1A","14","protein_coding"
"ENSG00000100722","ZC3H14","14","protein_coding"
"ENSG00000100726","TELO2","16","protein_coding"
"ENSG00000100731","PCNX1","14","protein_coding"
"ENSG00000100739","BDKRB1","14","protein_coding"
"ENSG00000100744","GSKIP","14","protein_coding"
"ENSG00000100749","VRK1","14","protein_coding"
"ENSG00000100764","PSMC1","14","protein_coding"
"ENSG00000100767","PAPLN","14","protein_coding"
"ENSG00000100784","RPS6KA5","14","protein_coding"
"ENSG00000100796","PPP4R3A","14","protein_coding"
"ENSG00000100802","C14orf93","14","protein_coding"
"ENSG00000100804","PSMB5","14","protein_coding"
"ENSG00000100811","YY1","14","protein_coding"
"ENSG00000100813","ACIN1","14","protein_coding"
"ENSG00000100814","CCNB1IP1","14","protein_coding"
"ENSG00000100815","TRIP11","14","protein_coding"
"ENSG00000100823","APEX1","14","protein_coding"
"ENSG00000100836","PABPN1","14","protein_coding"
"ENSG00000100842","EFS","14","protein_coding"
"ENSG00000100852","ARHGAP5","14","protein_coding"
"ENSG00000100865","CINP","14","protein_coding"
"ENSG00000100867","DHRS2","14","protein_coding"
"ENSG00000100883","SRP54","14","protein_coding"
"ENSG00000100884","CPNE6","14","protein_coding"
"ENSG00000100888","CHD8","14","protein_coding"
"ENSG00000100889","PCK2","14","protein_coding"
"ENSG00000100890","PRORP","14","protein_coding"
"ENSG00000100897","DCAF11","14","protein_coding"
"ENSG00000100902","PSMA6","14","protein_coding"
"ENSG00000100906","NFKBIA","14","protein_coding"
"ENSG00000100908","EMC9","14","protein_coding"
"ENSG00000100911","PSME2","14","protein_coding"
"ENSG00000100916","BRMS1L","14","protein_coding"
"ENSG00000100918","REC8","14","protein_coding"
"ENSG00000100926","TM9SF1","14","protein_coding"
"ENSG00000100934","SEC23A","14","protein_coding"
"ENSG00000100938","GMPR2","14","protein_coding"
"ENSG00000100941","PNN","14","protein_coding"
"ENSG00000100949","RABGGTA","14","protein_coding"
"ENSG00000100968","NFATC4","14","protein_coding"
"ENSG00000100979","PLTP","20","protein_coding"
"ENSG00000100982","PCIF1","20","protein_coding"
"ENSG00000100983","GSS","20","protein_coding"
"ENSG00000100985","MMP9","20","protein_coding"
"ENSG00000100987","VSX1","20","protein_coding"
"ENSG00000100991","TRPC4AP","20","protein_coding"
"ENSG00000100994","PYGB","20","protein_coding"
"ENSG00000100997","ABHD12","20","protein_coding"
"ENSG00000101000","PROCR","20","protein_coding"
"ENSG00000101003","GINS1","20","protein_coding"
"ENSG00000101004","NINL","20","protein_coding"
"ENSG00000101017","CD40","20","protein_coding"
"ENSG00000101019","UQCC1","20","protein_coding"
"ENSG00000101040","ZMYND8","20","protein_coding"
"ENSG00000101049","SGK2","20","protein_coding"
"ENSG00000101052","IFT52","20","protein_coding"
"ENSG00000101057","MYBL2","20","protein_coding"
"ENSG00000101074","R3HDML","20","protein_coding"
"ENSG00000101076","HNF4A","20","protein_coding"
"ENSG00000101079","NDRG3","20","protein_coding"
"ENSG00000101082","SLA2","20","protein_coding"
"ENSG00000101084","RAB5IF","20","protein_coding"
"ENSG00000101096","NFATC2","20","protein_coding"
"ENSG00000101098","RIMS4","20","protein_coding"
"ENSG00000101104","PABPC1L","20","protein_coding"
"ENSG00000101109","STK4","20","protein_coding"
"ENSG00000101115","SALL4","20","protein_coding"
"ENSG00000101126","ADNP","20","protein_coding"
"ENSG00000101132","PFDN4","20","protein_coding"
"ENSG00000101134","DOK5","20","protein_coding"
"ENSG00000101138","CSTF1","20","protein_coding"
"ENSG00000101144","BMP7","20","protein_coding"
"ENSG00000101146","RAE1","20","protein_coding"
"ENSG00000101150","TPD52L2","20","protein_coding"
"ENSG00000101152","DNAJC5","20","protein_coding"
"ENSG00000101158","NELFCD","20","protein_coding"
"ENSG00000101160","CTSZ","20","protein_coding"
"ENSG00000101161","PRPF6","20","protein_coding"
"ENSG00000101162","TUBB1","20","protein_coding"
"ENSG00000101166","PRELID3B","20","protein_coding"
"ENSG00000101180","HRH3","20","protein_coding"
"ENSG00000101181","MTG2","20","protein_coding"
"ENSG00000101182","PSMA7","20","protein_coding"
"ENSG00000101187","SLCO4A1","20","protein_coding"
"ENSG00000101188","NTSR1","20","protein_coding"
"ENSG00000101189","MRGBP","20","protein_coding"
"ENSG00000101190","TCFL5","20","protein_coding"
"ENSG00000101191","DIDO1","20","protein_coding"
"ENSG00000101193","GID8","20","protein_coding"
"ENSG00000101194","SLC17A9","20","protein_coding"
"ENSG00000101197","BIRC7","20","protein_coding"
"ENSG00000101198","NKAIN4","20","protein_coding"
"ENSG00000101199","ARFGAP1","20","protein_coding"
"ENSG00000101200","AVP","20","protein_coding"
"ENSG00000101203","COL20A1","20","protein_coding"
"ENSG00000101204","CHRNA4","20","protein_coding"
"ENSG00000101210","EEF1A2","20","protein_coding"
"ENSG00000101213","PTK6","20","protein_coding"
"ENSG00000101216","GMEB2","20","protein_coding"
"ENSG00000101220","ADISSP","20","protein_coding"
"ENSG00000101222","SPEF1","20","protein_coding"
"ENSG00000101224","CDC25B","20","protein_coding"
"ENSG00000101230","ISM1","20","protein_coding"
"ENSG00000101236","RNF24","20","protein_coding"
"ENSG00000101246","ARFRP1","20","protein_coding"
"ENSG00000101247","NDUFAF5","20","protein_coding"
"ENSG00000101251","SEL1L2","20","protein_coding"
"ENSG00000101255","TRIB3","20","protein_coding"
"ENSG00000101265","RASSF2","20","protein_coding"
"ENSG00000101266","CSNK2A1","20","protein_coding"
"ENSG00000101276","SLC52A3","20","protein_coding"
"ENSG00000101278","RPS10P5","20","transcribed_processed_pseudogene"
"ENSG00000101280","ANGPT4","20","protein_coding"
"ENSG00000101282","RSPO4","20","protein_coding"
"ENSG00000101290","CDS2","20","protein_coding"
"ENSG00000101292","PROKR2","20","protein_coding"
"ENSG00000101294","HM13","20","protein_coding"
"ENSG00000101298","SNPH","20","protein_coding"
"ENSG00000101306","MYLK2","20","protein_coding"
"ENSG00000101307","SIRPB1","20","protein_coding"
"ENSG00000101310","SEC23B","20","protein_coding"
"ENSG00000101311","FERMT1","20","protein_coding"
"ENSG00000101323","HAO1","20","protein_coding"
"ENSG00000101327","PDYN","20","protein_coding"
"ENSG00000101331","CCM2L","20","protein_coding"
"ENSG00000101333","PLCB4","20","protein_coding"
"ENSG00000101335","MYL9","20","protein_coding"
"ENSG00000101336","HCK","20","protein_coding"
"ENSG00000101337","TM9SF4","20","protein_coding"
"ENSG00000101342","TLDC2","20","protein_coding"
"ENSG00000101343","CRNKL1","20","protein_coding"
"ENSG00000101346","POFUT1","20","protein_coding"
"ENSG00000101347","SAMHD1","20","protein_coding"
"ENSG00000101349","PAK5","20","protein_coding"
"ENSG00000101350","KIF3B","20","protein_coding"
"ENSG00000101353","MROH8","20","protein_coding"
"ENSG00000101361","NOP56","20","protein_coding"
"ENSG00000101363","MANBAL","20","protein_coding"
"ENSG00000101365","IDH3B","20","protein_coding"
"ENSG00000101367","MAPRE1","20","protein_coding"
"ENSG00000101384","JAG1","20","protein_coding"
"ENSG00000101391","CDK5RAP1","20","protein_coding"
"ENSG00000101400","SNTA1","20","protein_coding"
"ENSG00000101405","OXT","20","protein_coding"
"ENSG00000101407","TTI1","20","protein_coding"
"ENSG00000101412","E2F1","20","protein_coding"
"ENSG00000101413","RPRD1B","20","protein_coding"
"ENSG00000101417","PXMP4","20","protein_coding"
"ENSG00000101421","CHMP4B","20","protein_coding"
"ENSG00000101425","BPI","20","protein_coding"
"ENSG00000101438","SLC32A1","20","protein_coding"
"ENSG00000101439","CST3","20","protein_coding"
"ENSG00000101440","ASIP","20","protein_coding"
"ENSG00000101442","ACTR5","20","protein_coding"
"ENSG00000101443","WFDC2","20","protein_coding"
"ENSG00000101444","AHCY","20","protein_coding"
"ENSG00000101445","PPP1R16B","20","protein_coding"
"ENSG00000101447","FAM83D","20","protein_coding"
"ENSG00000101448","EPPIN","20","protein_coding"
"ENSG00000101452","DHX35","20","protein_coding"
"ENSG00000101457","DNTTIP1","20","protein_coding"
"ENSG00000101460","MAP1LC3A","20","protein_coding"
"ENSG00000101463","SYNDIG1","20","protein_coding"
"ENSG00000101464","PIGU","20","protein_coding"
"ENSG00000101470","TNNC2","20","protein_coding"
"ENSG00000101473","ACOT8","20","protein_coding"
"ENSG00000101474","APMAP","20","protein_coding"
"ENSG00000101489","CELF4","18","protein_coding"
"ENSG00000101493","ZNF516","18","protein_coding"
"ENSG00000101542","CDH20","18","protein_coding"
"ENSG00000101544","ADNP2","18","protein_coding"
"ENSG00000101546","RBFA","18","protein_coding"
"ENSG00000101557","USP14","18","protein_coding"
"ENSG00000101558","VAPA","18","protein_coding"
"ENSG00000101574","METTL4","18","protein_coding"
"ENSG00000101577","LPIN2","18","protein_coding"
"ENSG00000101596","SMCHD1","18","protein_coding"
"ENSG00000101605","MYOM1","18","protein_coding"
"ENSG00000101608","MYL12A","18","protein_coding"
"ENSG00000101624","CEP76","18","protein_coding"
"ENSG00000101638","ST8SIA5","18","protein_coding"
"ENSG00000101639","CEP192","18","protein_coding"
"ENSG00000101654","RNMT","18","protein_coding"
"ENSG00000101665","SMAD7","18","protein_coding"
"ENSG00000101670","LIPG","18","protein_coding"
"ENSG00000101680","LAMA1","18","protein_coding"
"ENSG00000101695","RNF125","18","protein_coding"
"ENSG00000101745","ANKRD12","18","protein_coding"
"ENSG00000101746","NOL4","18","protein_coding"
"ENSG00000101751","POLI","18","protein_coding"
"ENSG00000101752","MIB1","18","protein_coding"
"ENSG00000101773","RBBP8","18","protein_coding"
"ENSG00000101782","RIOK3","18","protein_coding"
"ENSG00000101811","CSTF2","X","protein_coding"
"ENSG00000101812","H2BW2","X","protein_coding"
"ENSG00000101825","MXRA5","X","protein_coding"
"ENSG00000101842","VSIG1","X","protein_coding"
"ENSG00000101843","PSMD10","X","protein_coding"
"ENSG00000101844","ATG4A","X","protein_coding"
"ENSG00000101846","STS","X","protein_coding"
"ENSG00000101849","TBL1X","X","protein_coding"
"ENSG00000101850","GPR143","X","protein_coding"
"ENSG00000101856","PGRMC1","X","protein_coding"
"ENSG00000101868","POLA1","X","protein_coding"
"ENSG00000101871","MID1","X","protein_coding"
"ENSG00000101882","NKAP","X","protein_coding"
"ENSG00000101883","RHOXF1","X","protein_coding"
"ENSG00000101888","NXT2","X","protein_coding"
"ENSG00000101890","GUCY2F","X","protein_coding"
"ENSG00000101892","ATP1B4","X","protein_coding"
"ENSG00000101901","ALG13","X","protein_coding"
"ENSG00000101911","PRPS2","X","protein_coding"
"ENSG00000101916","TLR8","X","protein_coding"
"ENSG00000101928","MOSPD1","X","protein_coding"
"ENSG00000101935","AMMECR1","X","protein_coding"
"ENSG00000101938","CHRDL1","X","protein_coding"
"ENSG00000101940","WDR13","X","protein_coding"
"ENSG00000101945","SUV39H1","X","protein_coding"
"ENSG00000101951","PAGE4","X","protein_coding"
"ENSG00000101955","SRPX","X","protein_coding"
"ENSG00000101958","GLRA2","X","protein_coding"
"ENSG00000101966","XIAP","X","protein_coding"
"ENSG00000101972","STAG2","X","protein_coding"
"ENSG00000101974","ATP11C","X","protein_coding"
"ENSG00000101977","MCF2","X","protein_coding"
"ENSG00000101986","ABCD1","X","protein_coding"
"ENSG00000101997","CCDC22","X","protein_coding"
"ENSG00000102001","CACNA1F","X","protein_coding"
"ENSG00000102003","SYP","X","protein_coding"
"ENSG00000102007","PLP2","X","protein_coding"
"ENSG00000102010","BMX","X","protein_coding"
"ENSG00000102021","LUZP4","X","protein_coding"
"ENSG00000102024","PLS3","X","protein_coding"
"ENSG00000102030","NAA10","X","protein_coding"
"ENSG00000102032","RENBP","X","protein_coding"
"ENSG00000102034","ELF4","X","protein_coding"
"ENSG00000102038","SMARCA1","X","protein_coding"
"ENSG00000102043","MTMR8","X","protein_coding"
"ENSG00000102048","ASB9","X","protein_coding"
"ENSG00000102053","ZC3H12B","X","protein_coding"
"ENSG00000102054","RBBP7","X","protein_coding"
"ENSG00000102057","KCND1","X","protein_coding"
"ENSG00000102078","SLC25A14","X","protein_coding"
"ENSG00000102081","FMR1","X","protein_coding"
"ENSG00000102096","PIM2","X","protein_coding"
"ENSG00000102098","SCML2","X","protein_coding"
"ENSG00000102100","SLC35A2","X","protein_coding"
"ENSG00000102103","PQBP1","X","protein_coding"
"ENSG00000102104","RS1","X","protein_coding"
"ENSG00000102109","PCSK1N","X","protein_coding"
"ENSG00000102119","EMD","X","protein_coding"
"ENSG00000102125","TAFAZZIN","X","protein_coding"
"ENSG00000102128","RAB40AL","X","protein_coding"
"ENSG00000102144","PGK1","X","protein_coding"
"ENSG00000102145","GATA1","X","protein_coding"
"ENSG00000102158","MAGT1","X","protein_coding"
"ENSG00000102172","SMS","X","protein_coding"
"ENSG00000102174","PHEX","X","protein_coding"
"ENSG00000102178","UBL4A","X","protein_coding"
"ENSG00000102181","CD99L2","X","protein_coding"
"ENSG00000102189","EEA1","12","protein_coding"
"ENSG00000102195","GPR50","X","protein_coding"
"ENSG00000102218","RP2","X","protein_coding"
"ENSG00000102221","JADE3","X","protein_coding"
"ENSG00000102225","CDK16","X","protein_coding"
"ENSG00000102226","USP11","X","protein_coding"
"ENSG00000102230","PCYT1B","X","protein_coding"
"ENSG00000102239","BRS3","X","protein_coding"
"ENSG00000102241","HTATSF1","X","protein_coding"
"ENSG00000102243","VGLL1","X","protein_coding"
"ENSG00000102245","CD40LG","X","protein_coding"
"ENSG00000102265","TIMP1","X","protein_coding"
"ENSG00000102271","KLHL4","X","protein_coding"
"ENSG00000102287","GABRE","X","protein_coding"
"ENSG00000102290","PCDH11X","X","protein_coding"
"ENSG00000102302","FGD1","X","protein_coding"
"ENSG00000102309","PIN4","X","protein_coding"
"ENSG00000102312","PORCN","X","protein_coding"
"ENSG00000102316","MAGED2","X","protein_coding"
"ENSG00000102317","RBM3","X","protein_coding"
"ENSG00000102349","KLF8","X","protein_coding"
"ENSG00000102359","SRPX2","X","protein_coding"
"ENSG00000102362","SYTL4","X","protein_coding"
"ENSG00000102383","ZDHHC15","X","protein_coding"
"ENSG00000102384","CENPI","X","protein_coding"
