category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,fold_enrichment,ci_lower,ci_upper
Environmental Information Processing,Signal transduction,hsa04020,Calcium signaling pathway,38/889,234/7103,0.1623931623931624,1.2975012738792266,1.7502721813564732,0.05314118927891321,0.35259157374890093,0.3196601429180787,FGF20/EDNRB/VEGFA/FGFR3/TRDN/TACR1/CALML6/GRIN1/SLC8A1/CHRM5/CAMK1G/CAMK2D/PDGFRA/FGFR2/PDGFRB/RYR1/CYSLTR1/TFEB/VEGFD/PRKCG/CAMK1D/ITPKC/PLCZ1/PDGFA/PLCB1/ADORA2A/ADCY3/HTR2B/CAMK4/GRIN2B/MST1/ADRB1/HRH2/CACNA1D/CAMK2G/PTAFR/CHRM1/GNAL,38,3.5629680905271455,2.512469011929698,5.052695795982961
Cellular Processes,Cellular community - eukaryotes,hsa04510,Focal adhesion,33/889,199/7103,0.1658291457286432,1.3249543555799244,1.7585474831227539,0.0534351234714508,0.35259157374890093,0.3196601429180787,DOCK1/PAK2/ITGB8/VEGFA/PXN/ITGB4/COL9A1/SHC2/PIP5K1B/BCAR1/IGF1/CHAD/ITGB3/SPP1/RAP1A/PDGFRA/PDGFRB/ARHGAP5/VEGFD/PRKCG/JUN/LAMA1/COL4A2/PTK2/PDGFA/PPP1CB/ITGA4/GRB2/LAMA2/PAK3/FLNA/ITGA2/ITGB7,33,3.6383548790069584,2.501904328754953,5.291020153508949
Human Diseases,Infectious disease: bacterial,hsa05133,Pertussis,14/889,71/7103,0.19718309859154928,1.5754685593878228,1.843176541224063,0.054465799201748655,0.35259157374890093,0.3196601429180787,IL1B/CALML6/GNAI1/FOS/C4BPA/JUN/IRF1/CASP7/CD14/RELA/CASP1/TLR4/IL1A/TRAF6,14,4.326272596207164,2.429348060889584,7.704385747771103
Organismal Systems,Digestive system,hsa04973,Carbohydrate digestion and absorption,9/889,40/7103,0.225,1.7977221597300337,1.9135624444148676,0.05502874272381691,0.35259157374890093,0.3196601429180787,ATP1A2/HK2/ATP1B3/PLCB1/ATP1A3/CACNA1D/HK1/MGAM/SLC2A5,9,4.936586051743532,2.3879829909600137,10.205215840533123
Human Diseases,Infectious disease: parasitic,hsa05142,Chagas disease,18/889,98/7103,0.1836734693877551,1.4675282936571705,1.7626758584817355,0.05918371468049921,0.370494793131499,0.3358912332010548,IL1B/TLR2/GNAO1/GNAI1/PPP2R2A/MAP2K4/FOS/JUN/TGFB3/NFKBIA/PLCB1/TGFBR1/RELA/TLR4/TRAF6/CCL2/CCL3/GNAL,18,4.029866164688598,2.4269686255812655,6.691401419090248
Organismal Systems,Nervous system,hsa04728,Dopaminergic synapse,22/889,125/7103,0.176,1.4062182227221596,1.733023754718008,0.05996447518891314,0.370494793131499,0.3358912332010548,CALY/GNAO1/CALML6/GNB3/GNAI1/PPP2R2A/SCN1A/FOS/CAMK2D/PRKCG/PLCB1/PPP1CB/KIF5C/PPP2R3C/CREB3L1/GNG3/GRIN2B/ARRB1/GRIA1/CACNA1D/CAMK2G/GNAL,22,3.861507311586052,2.442306241312693,6.105392708417284
Organismal Systems,Endocrine system,hsa04921,Oxytocin signaling pathway,25/889,146/7103,0.17123287671232876,1.368129497511441,1.6998931907571573,0.062204955389104574,0.3769040371542673,0.3417018651413801,CACNB4/GNAO1/CALML6/GNAI1/GUCY1A1/CDKN1A/FOS/CAMK1G/CAMK2D/RYR1/PRKCG/CAMK1D/RGS2/JUN/PLCB1/PPP1CB/CACNG3/PRKAG3/ADCY3/CACNG2/CAMK4/CACNA1D/CAMK2G/EEF2K/CACNG4,25,3.7569148034577866,2.4450603598649563,5.772621842848826
Organismal Systems,Endocrine system,hsa04911,Insulin secretion,15/889,79/7103,0.189873417721519,1.5170651136962312,1.7479222921574762,0.06318044553453035,0.3769040371542673,0.3417018651413801,ATP1A2/KCNMB4/KCNMA1/CAMK2D/KCNMB2/PRKCG/RIMS2/ATP1B3/PLCB1/ADCY3/SLC2A1/CREB3L1/ATP1A3/CACNA1D/CAMK2G,15,4.1658954023152175,2.3888839076695985,7.264766800644113
Human Diseases,Endocrine and metabolic disease,hsa04931,Insulin resistance,19/889,106/7103,0.1792452830188679,1.432147632489335,1.695448973655118,0.0658527739580835,0.3861874540592694,0.35011822728829406,STAT3/PTPRF/TBC1D4/GYS1/PTPN1/PYGL/PTPN11/PRKCZ/PCK1/NFKBIA/PPP1CB/PRKAG3/SOCS3/SLC2A1/CREB3L1/RELA/GFPT2/SLC27A4/RPS6KA3,19,3.9327100621856235,2.4023081428025153,6.438061861278662
Organismal Systems,Immune system,hsa04623,Cytosolic DNA-sensing pathway,13/889,67/7103,0.19402985074626866,1.5502744992696809,1.7116283187590364,0.0694262417108086,0.3946233787339347,0.3577662514837619,ZDHHC11/MLKL/IL1B/ZDHHC11B/G3BP1/NFKBIA/CASP7/SAMHD1/RELA/CASP1/GSDME/IFI16/IKBKE,13,4.257089132515152,2.341488830252154,7.7398651866415165
Human Diseases,Endocrine and metabolic disease,hsa04933,AGE-RAGE signaling pathway in diabetic complications,18/889,100/7103,0.18,1.4381777277840269,1.6690287809955529,0.06963666823858657,0.3946233787339347,0.3577662514837619,STAT3/PIM1/IL1B/VEGFA/STAT5B/VEGFD/JUN/PRKCZ/TGFB3/COL4A2/PLCB1/EGR1/TGFBR1/RELA/IL1A/CCL2/STAT5A/STAT1,18,3.949268841394826,2.3802699849301976,6.5525022288887165
Organismal Systems,Immune system,hsa04640,Hematopoietic cell lineage,16/889,87/7103,0.1839080459770115,1.469402531580104,1.6661567375460993,0.0716164007775606,0.3946233787339347,0.3577662514837619,CD55/IL1B/IL7/CSF2RA/ITGB3/TFRC/HLA-DMB/CD22/IL4R/CD14/ITGA4/CD59/CSF1/IL1A/ITGA2/FCGR1A,16,4.035012864771214,2.3575714164017576,6.90597481187593
Metabolism,Carbohydrate metabolism,hsa00051,Fructose and mannose metabolism,7/889,30/7103,0.23333333333333334,1.8643044619422573,1.7942425157908983,0.0725063124109837,0.3946233787339347,0.3577662514837619,PFKFB3/HK2/PMM2/PFKFB4/PFKL/HK1/TPI1,7,5.119422572178477,2.242495536658862,11.687197162309198
Organismal Systems,Endocrine system,hsa04926,Relaxin signaling pathway,21/889,121/7103,0.17355371900826447,1.3866727402876293,1.622564273152909,0.07333977383018697,0.3946233787339347,0.3577662514837619,EDNRB/VEGFA/GNAO1/GNB3/GNAI1/MAP2K4/SHC2/FOS/VEGFD/JUN/PRKCZ/COL4A2/NFKBIA/PLCB1/ADCY3/CREB3L1/GRB2/GNG3/TGFBR1/RELA/ARRB1,21,3.8078349710418427,2.384221016226454,6.081486182702139
Human Diseases,Cardiovascular disease,hsa05418,Fluid shear stress and atherosclerosis,22/889,128/7103,0.171875,1.373259983127109,1.6117582465514606,0.07413444976215537,0.3946233787339347,0.3577662514837619,DUSP1/IL1B/VEGFA/CALML6/HMOX1/MAP3K5/MAP2K4/NFE2L2/ITGB3/FOS/GSTO2/JUN/PRKCZ/PTK2/PDGFA/GSTA4/RELA/NPPC/IL1A/TRPV4/CCL2/PECAM1,22,3.7710032339707538,2.3869420732559083,5.95760808355959
Organismal Systems,Endocrine system,hsa04920,Adipocytokine signaling pathway,13/889,68/7103,0.19117647058823528,1.527476344868656,1.6530309444803424,0.07647933835893292,0.4009371374574362,0.3634903162832856,STAT3/ACSL1/ADIPOR2/ACSL4/PTPN11/PCK1/ACSL6/NFKBIA/PRKAG3/SOCS3/RXRG/SLC2A1/RELA,13,4.1944848805664,2.30868375862151,7.62066408948324
Organismal Systems,Nervous system,hsa04722,Neurotrophin signaling pathway,20/889,116/7103,0.1724137931034483,1.377564873356348,1.5507107445490689,0.08346438768598813,0.4219134514130051,0.38250747952867514,CALML6/MAP3K5/SHC2/RAP1A/CAMK2D/IRAK2/BDNF/JUN/PTPN11/SORT1/NFKBIA/GAB1/ZNF274/GRB2/RELA/CAMK4/TRAF6/CAMK2G/SH2B2/RPS6KA3,20,3.7828245607230127,2.3424199605007576,6.108965044060732
Human Diseases,Cancer: overview,hsa05230,Central carbon metabolism in cancer,13/889,69/7103,0.18840579710144928,1.5053390065372263,1.5953713021463982,0.083977362303989,0.4219134514130051,0.38250747952867514,PDK1/FGFR3/HK2/HIF1A/PDGFRA/FGFR2/PDGFRB/GLS2/LDHA/SLC2A1/LDHC/PFKL/HK1,13,4.133695244616162,2.276785940656274,7.505069348081483
Human Diseases,Infectious disease: parasitic,hsa05146,Amoebiasis,16/889,89/7103,0.1797752808988764,1.4363822499715624,1.5668765817738282,0.08444678072988097,0.4219134514130051,0.38250747952867514,IL1B/TLR2/SERPINB6/PRKCG/LAMA1/TGFB3/COL4A2/PTK2/PLCB1/RAB7B/CD14/HSPB1/RELA/TLR4/LAMA2/GNAL,16,3.944338418371861,2.3067228336357606,6.744549163768697
Organismal Systems,Nervous system,hsa04723,Retrograde endocannabinoid signaling,24/889,144/7103,0.16666666666666666,1.3316460442444693,1.5206814189099933,0.08535821271361375,0.4219134514130051,0.38250747952867514,GABRB1/GABRG2/GNAO1/GNB3/GNAI1/GABRD/MGLL/GABRA2/NDUFB9/PRKCG/GABRA3/GABRG1/PLCB1/SLC32A1/ADCY3/NDUFA4/GNG3/GABRA4/GABRG3/GRIA1/CACNA1D/NDUFB6/GABRB3/GABRA1,24,3.6567304086989125,2.361350148054694,5.6627253238656925
Organismal Systems,Excretory system,hsa04961,Endocrine and other factor-regulated calcium reabsorption,10/889,50/7103,0.2,1.5979752530933635,1.604858924108676,0.08772984514268206,0.4248649610747179,0.38518332339600225,ATP1A2/SLC8A1/DNM3/PRKCG/ATP1B3/PLCB1/TRPV5/ATP1A3/CALB1/DNM1,10,4.388076490438695,2.218004425757245,8.681324104827645
Organismal Systems,Nervous system,hsa04720,Long-term potentiation,12/889,63/7103,0.19047619047619047,1.5218811934222507,1.5736610006013867,0.08841120577277367,0.4248649610747179,0.38518332339600225,CALML6/GRIN1/RAP1A/CAMK2D/PRKCG/PLCB1/PPP1CB/CAMK4/GRIN2B/GRIA1/CAMK2G/RPS6KA3,12,4.179120467084472,2.2459087093036456,7.776383699860824
Genetic Information Processing,Information processing in viruses,hsa03266,Virion - Herpesvirus,3/889,9/7103,0.3333333333333333,2.6632920884889386,1.8884251444618145,0.09204627799204197,0.43627413952392496,0.3955269047098559,ITGB3/IGF2R/NECTIN2,3,7.313460817397825,1.9764892498977813,27.06147232036777
Organismal Systems,Endocrine system,hsa04910,Insulin signaling pathway,22/889,132/7103,0.16666666666666666,1.3316460442444693,1.454687931426097,0.09633481299923269,0.44852027231080044,0.40662927030306817,PTPRF/CALML6/HK2/PRKAR2A/RHOQ/SHC2/FLOT2/GYS1/PTPN1/PYGL/PRKCZ/FLOT1/PCK1/SOCS4/PPP1CB/EIF4EBP1/PRKAG3/SOCS3/GRB2/MKNK2/SH2B2/HK1,22,3.656730408698913,2.3169156359471166,5.771326790859693
Metabolism,Lipid metabolism,hsa01040,Biosynthesis of unsaturated fatty acids,6/889,26/7103,0.23076923076923078,1.8438175997231117,1.6302951836558683,0.09722260237950876,0.44852027231080044,0.40662927030306817,ELOVL5/TECR/FADS1/HACD2/HACD4/ELOVL2,6,5.0631651812754175,2.078705565578016,12.332502533013304
Organismal Systems,Nervous system,hsa04730,Long-term depression,11/889,58/7103,0.1896551724137931,1.5153213606919824,1.4904150691393498,0.10242786909403434,0.4663163514017879,0.4227632270086182,CRH/GNAO1/GNAI1/GUCY1A1/IGF1/RYR1/PRKCG/PLCB1/GNAZ/GNA12/GRIA1,11,4.161107016795314,2.1764944207866534,7.955366868785763
Environmental Information Processing,Signal transduction,hsa04392,Hippo signaling pathway - multiple species,6/889,27/7103,0.2222222222222222,1.775528058992626,1.527007166909452,0.11245693477087663,0.5053259666327703,0.45812941301054316,STK3/RASSF2/RASSF4/FRMD6/TEAD3/TEAD4,6,4.875640544931883,2.007888922492066,11.839235954287506
Organismal Systems,Immune system,hsa04620,Toll-like receptor signaling pathway,16/889,93/7103,0.17204301075268819,1.3746023682523558,1.3753352494550775,0.11430609468645145,0.5070501123270795,0.4596925265393054,IFNAR2/IL1B/TLR2/MAP2K4/SPP1/FOS/JUN/MAP2K3/NFKBIA/CD14/RELA/TLR4/TRAF6/STAT1/IKBKE/CCL3,16,3.774689454140813,2.211338237587753,6.443284086085656
Genetic Information Processing,"Folding, sorting and degradation",hsa04141,Protein processing in endoplasmic reticulum,26/889,164/7103,0.15853658536585366,1.266687700622788,1.3068690028114573,0.11932320000973241,0.5205113639721604,0.4718965210334767,DNAJB1/RRBP1/ERO1A/HSPH1/HSPA1A/PPP1R15A/MAP3K5/HSPA1B/DNAJC1/NFE2L2/CUL1/SEC31A/UBE4B/EDEM1/SEC24D/ATF6/YOD1/DNAJB2/SEC23A/EDEM2/UBE2D1/TUSC3/EIF2S1/SEC24A/DNAJA1/EIF2AK3,26,3.4783533155916486,2.28735789059822,5.289483485648649
Metabolism,Biosynthesis of other secondary metabolites,hsa00524,"Neomycin, kanamycin and gentamicin biosynthesis",2/889,5/7103,0.4,3.195950506186727,1.8577836744711984,0.12093393985689968,0.5205113639721604,0.4718965210334767,HK2/HK1,2,8.776152980877391,1.700304671239575,45.29827062558884
Human Diseases,Substance dependence,hsa05034,Alcoholism,17/889,101/7103,0.16831683168316833,1.3448306585439196,1.3201129616449725,0.12321214643900126,0.5205113639721604,0.4718965210334767,CRH/GNAO1/HDAC4/CALML6/GNB3/GRIN1/GNAI1/SHC2/BDNF/PPP1CB/ADORA2A/CREB3L1/GRB2/GNG3/CAMK4/GRIN2B/PDYN,17,3.692935660270189,2.1994835724462205,6.200443577638349
Organismal Systems,Development and regeneration,hsa04360,Axon guidance,28/889,179/7103,0.1564245810055866,1.2498130471121278,1.2803204803705892,0.12335818452519408,0.5205113639721604,0.4718965210334767,SEMA3B/PAK2/EFNA5/CXCL12/SEMA3A/EFNA1/GNAI1/NCK2/CAMK2D/ROBO1/LRRC4/EPHA6/ENAH/PTPN11/PRKCZ/LIMK2/PTK2/TRPC5/NTN1/NTN4/PLXNA3/PLXNA2/NGEF/PAK3/EPHA4/CAMK2G/LRRC4C/SEMA4B,28,3.4320151321866885,2.2914677700536323,5.1402546531486815
Human Diseases,Substance dependence,hsa05030,Cocaine addiction,9/889,47/7103,0.19148936170212766,1.5299763061532201,1.3787378134915513,0.12575293798817677,0.5221556026905719,0.47338719075689206,GRIN1/GNAI1/BDNF/JUN/CREB3L1/RELA/GRIN2B/RGS9/PDYN,9,4.201349831271091,2.052578259709179,8.599594349802068
Human Diseases,Cancer: overview,hsa05206,MicroRNAs in cancer,25/889,158/7103,0.15822784810126583,1.2642209280801924,1.2703261028931159,0.12676610007516775,0.5221556026905719,0.47338719075689206,STAT3/DICER1/PIM1/EFNA5/VEGFA/FGFR3/HDAC4/HMOX1/EFNA1/SOX4/APC2/MARCKS/ITGB3/CDKN1A/DDIT4/PDGFRA/PDGFRB/PRKCG/GLS2/MCL1/SLC7A1/PDGFA/SLC45A3/GRB2/ZEB1,25,3.4715795019293476,2.2646359341621256,5.321766760128262
Organismal Systems,Circulatory system,hsa04261,Adrenergic signaling in cardiomyocytes,23/889,145/7103,0.15862068965517243,1.26735968348784,1.2302497836531772,0.13587951510378776,0.5504199149031768,0.4990116660819796,ATP1A2/CACNB4/TPM4/CALML6/GNAI1/PPP2R2A/SLC8A1/CAMK2D/SCN1B/ATP1B3/PLCB1/PPP1CB/CACNG3/PPP2R3C/ADCY3/CREB3L1/SCN4B/CACNG2/ADRB1/ATP1A3/CACNA1D/CAMK2G/CACNG4,23,3.480198595865172,2.2301629336592517,5.430895691010747
NA,NA,hsa04081,Hormone signaling,27/889,174/7103,0.15517241379310345,1.2398083860207127,1.211321148489496,0.1375055076782544,0.5504199149031768,0.4990116660819796,STAT3/ADIPOR2/CRH/GNAO1/GNB3/HAMP/SLCO1C1/GNAI1/IGF1/PENK/ITGB3/STAT5B/SLC40A1/OPRM1/GNRHR/GUCY2C/PLCB1/ADCY3/PRLR/GNG3/TSHR/GNA12/HCRTR2/NPPC/ADRB1/PDYN/STAT5A,27,3.4045421046507114,2.2572854028101457,5.134887652181561
Organismal Systems,Digestive system,hsa04979,Cholesterol metabolism,9/889,48/7103,0.1875,1.498101799775028,1.3096215432789247,0.13862160899321174,0.5504199149031768,0.4990116660819796,OSBPL5/SORT1/LRPAP1/CYP27A1/ANGPTL3/NCEH1/VAPA/LPA/LPL,9,4.1138217097862775,2.012208525665797,8.41042508470103
Human Diseases,Infectious disease: parasitic,hsa05145,Toxoplasmosis,18/889,110/7103,0.16363636363636364,1.307434297985479,1.2290583031018594,0.1399911922297097,0.5504199149031768,0.4990116660819796,STAT3/TLR2/GNAO1/HSPA1A/GNAI1/HSPA1B/BCL2L1/HLA-DMB/MAP2K3/LAMA1/TGFB3/NFKBIA/IL10RB/RELA/TLR4/LAMA2/TRAF6/STAT1,18,3.5902444012680235,2.171383151999761,5.936241537549614
Metabolism,Global and overview maps,hsa01212,Fatty acid metabolism,10/889,55/7103,0.18181818181818182,1.4527047755394213,1.2747325128533407,0.14281174912500924,0.5552007325534067,0.5033459637995594,ELOVL5/ACSL1/TECR/ACSL4/FADS1/ACSL6/HACD2/ACADSB/HACD4/ELOVL2,10,3.989160445853359,2.026754395527478,7.851667226121591
Human Diseases,Cancer: specific types,hsa05220,Chronic myeloid leukemia,13/889,76/7103,0.17105263157894737,1.3666893611982713,1.2155580934186472,0.14895598576198468,0.5708182694347024,0.5175048502937064,GADD45B/SHC2/CDKN1A/BCL2L1/STAT5B/RUNX1/PTPN11/TGFB3/NFKBIA/GRB2/TGFBR1/RELA/STAT5A,13,3.7529601562962527,2.0760200381672784,6.7844768719965005
Metabolism,Metabolism of cofactors and vitamins,hsa00790,Folate biosynthesis,5/889,23/7103,0.21739130434782608,1.7369296229275688,1.3388406615351862,0.15177826817338907,0.5708182694347024,0.5175048502937064,GGH/QDPR/MOCOS/GCH1/AKR1C3,5,4.7696483591724945,1.8090585922108335,12.575350277823153
Organismal Systems,Sensory system,hsa04744,Phototransduction,5/889,23/7103,0.21739130434782608,1.7369296229275688,1.3388406615351862,0.15177826817338907,0.5708182694347024,0.5175048502937064,CALML6/GUCA1B/GRK7/RGS9/SLC24A1,5,4.7696483591724945,1.8090585922108335,12.575350277823153
Human Diseases,Infectious disease: viral,hsa05161,Hepatitis B,23/889,148/7103,0.1554054054054054,1.2416699601738972,1.123726314801072,0.15872420362933093,0.5895797281719797,0.5345140218900211,STAT3/TLR2/MAP2K4/CDKN1A/FOS/STAT5B/PRKCG/JAK3/JUN/MAP2K3/TGFB3/NFKBIA/CREB3L1/GRB2/TGFBR1/CDK2/RELA/CCNA2/TLR4/TRAF6/STAT5A/STAT1/IKBKE,23,3.4096540297327698,2.186276606449113,5.317598225301924
Human Diseases,Immune disease,hsa05323,Rheumatoid arthritis,14/889,84/7103,0.16666666666666666,1.3316460442444693,1.1564648398314652,0.16017483944556674,0.5895797281719797,0.5345140218900211,IL1B/VEGFA/TLR2/CXCL12/FOS/HLA-DMB/JUN/TGFB3/CSF1/TLR4/IL1A/CCL2/CCL3/CTLA4,14,3.6567304086989125,2.0684248992668923,6.464666561808753
Human Diseases,Drug resistance: antineoplastic,hsa01523,Antifolate resistance,6/889,30/7103,0.2,1.5979752530933635,1.24135957840585,0.16469231302675288,0.5998267400763843,0.5438039809636825,SHMT1/IL1B/GGH/ABCC2/RELA/FOLR2,6,4.388076490438695,1.8217157922786635,10.569823990961675
Environmental Information Processing,Signaling molecules and interaction,hsa04512,ECM-receptor interaction,14/889,86/7103,0.16279069767441862,1.3006775315876216,1.0610358393401664,0.1823677999839677,0.6432625525484474,0.5831829651945158,ITGB8/ITGB4/COL9A1/CD47/CHAD/ITGB3/SPP1/SV2B/LAMA1/COL4A2/ITGA4/LAMA2/ITGA2/ITGB7,14,3.571690166636147,2.022210008733294,6.308430178543264
Cellular Processes,Cellular community - eukaryotes,hsa04540,Gap junction,14/889,86/7103,0.16279069767441862,1.3006775315876216,1.0610358393401664,0.1823677999839677,0.6432625525484474,0.5831829651945158,GNAI1/GUCY1A1/GJA1/PDGFRA/PDGFRB/PRKCG/PDGFA/PLCB1/ADCY3/GRB2/HTR2B/TUBB2A/ADRB1/TUBB4A,14,3.571690166636147,2.022210008733294,6.308430178543264
Metabolism,Metabolism of other amino acids,hsa00410,beta-Alanine metabolism,6/889,31/7103,0.1935483870967742,1.5464276642838999,1.1531823572375923,0.1840548922031685,0.6432625525484474,0.5831829651945158,ALDH3A2/CNDP1/DPYD/ALDH3A1/AOC2/GAD2,6,4.246525635908415,1.7671030552011375,10.204826438022762
Metabolism,Carbohydrate metabolism,hsa00500,Starch and sucrose metabolism,6/889,31/7103,0.1935483870967742,1.5464276642838999,1.1531823572375923,0.1840548922031685,0.6432625525484474,0.5831829651945158,HK2/GYS1/PYGL/GBE1/HK1/MGAM,6,4.246525635908415,1.7671030552011375,10.204826438022762
Human Diseases,Cancer: overview,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,14/889,87/7103,0.16091954022988506,1.2857272151325911,1.0141963295147016,0.19399800818673277,0.6639449072219453,0.6019336244360806,STAT3/TLR2/BATF/HIF1A/FOS/RASGRP1/JUN/MAP2K3/PTPN11/NFKBIA/RELA/TLR4/TRAF6/STAT1,14,3.530636256674812,1.9998689169515866,6.2331047156569666
Metabolism,Glycan biosynthesis and metabolism,hsa00514,Other types of O-glycan biosynthesis,8/889,45/7103,0.17777777777777778,1.420422447194101,1.0700570081963494,0.19428070314890514,0.6639449072219453,0.6019336244360806,XXYLT1/GALNT15/ST6GAL2/B3GLCT/PLOD3/GALNTL6/GALNT7/GALNT8,8,3.900512435945507,1.8332068520593077,8.2991165158885991
Metabolism,Carbohydrate metabolism,hsa00650,Butanoate metabolism,5/889,25/7103,0.2,1.5979752530933635,1.1328007463809102,0.19572942351629602,0.6639449072219453,0.6019336244360806,ACSM5/ACSM6/ACSM3/ALDH5A1/GAD2,5,4.388076490438695,1.675884563695584,11.489583294138141
Organismal Systems,Endocrine system,hsa04915,Estrogen signaling pathway,17/889,109/7103,0.1559633027522936,1.246127490944366,0.9794136432567507,0.1990192427028783,0.6667307051591549,0.6044592337615703,GNAO1/CALML6/FKBP5/HSPA1A/GNAI1/HSPA1B/SHC2/FOS/RARA/OPRM1/JUN/NCOA1/PLCB1/ADCY3/CREB3L1/GRB2/GREB1,17,3.4218945108925602,2.0435649976730845,5.729870132346932
Organismal Systems,Digestive system,hsa04974,Protein digestion and absorption,15/889,95/7103,0.15789473684210525,1.2615594103368657,0.9707126644053943,0.20377770413732968,0.6667307051591549,0.6044592337615703,ATP1A2/DPP4/COL10A1/COL9A1/SLC8A1/COL5A3/PRSS3/MEP1B/KCNJ13/COL4A2/ATP1B3/COL5A2/ATP1A3/CPB2/COL12A1,15,3.4642709135042336,2.001326716610097,5.996608580971416
Metabolism,Amino acid metabolism,hsa00250,"Alanine, aspartate and glutamate metabolism",6/889,32/7103,0.1875,1.498101799775028,1.0680910390922622,0.20425853973083935,0.6667307051591549,0.6044592337615703,GLUL/GLS2/ALDH5A1/GFPT2/ASPA/GAD2,6,4.113821709786277,1.7156706708513705,9.864089505890366
Organismal Systems,Environmental adaptation,hsa04710,Circadian rhythm,6/889,32/7103,0.1875,1.498101799775028,1.0680910390922622,0.20425853973083935,0.6667307051591549,0.6044592337615703,CRY1/PER1/CUL1/NFIL3/PRKAG3/RORA,6,4.113821709786277,1.7156706708513705,9.864089505890366
Organismal Systems,Nervous system,hsa04725,Cholinergic synapse,17/889,110/7103,0.15454545454545454,1.234799059208508,0.9386777440633911,0.20980931644528553,0.6784488176641943,0.615082895235564,GNAO1/GNB3/GNAI1/CHRM5/FOS/CAMK2D/PRKCG/PLCB1/ADCY3/CREB3L1/GNG3/CAMK4/KCNQ2/CHRNB2/CACNA1D/CAMK2G/CHRM1,17,3.390786378975355,2.0256167218260868,5.676015676588562
Environmental Information Processing,Signal transduction,hsa04152,AMPK signaling pathway,18/889,118/7103,0.15254237288135594,1.2187946845627349,0.9064631536887082,0.21751532575228455,0.6968546547249116,0.6317696595924055,ADIPOR2/PFKFB3/PPP2R2A/IGF1/GYS1/RAB10/PFKFB4/PCK1/EIF4EBP1/PRKAG3/PPP2R3C/CREB3L1/CAB39/PPARG/CCNA2/CFTR/PFKL/EEF2K,18,3.3468380011820553,2.028953001308397,5.5207412882077485
Organismal Systems,Digestive system,hsa04976,Bile secretion,11/889,68/7103,0.16176470588235295,1.2924799841196322,0.91658795525941394,0.22543618151864034,0.7156047596830235,0.6487685378324947,ATP1A2/ATP1B3/ADCY3/SLC2A1/ABCC2/SLC4A4/NCEH1/AQP4/CFTR/ATP1A3/SLC4A5,11,3.5491795143254152,1.8705076432215522,6.734361803094317
Human Diseases,Endocrine and metabolic disease,hsa04940,Type I diabetes mellitus,7/889,40/7103,0.175,1.3982283464566927,0.9552634319934762,0.22798759433407886,0.7171246149053754,0.6501464412589043,IL1B/HLA-DMB/PTPRN/HSPD1/CPE/IL1A/GAD2,7,3.8395669291338583,1.7152038273518906,8.595056732154717
Organismal Systems,Endocrine system,hsa04925,Aldosterone synthesis and secretion,14/889,90/7103,0.15555555555555556,1.2428696412948381,0.8769970987804387,0.23085487986632858,0.7196016976013486,0.6523921688019527,ATP1A2/CALML6/CAMK1G/CAMK2D/PRKCG/CAMK1D/ATP1B3/PLCB1/ADCY3/CREB3L1/CAMK4/ATP1A3/CACNA1D/CAMK2G,14,3.4129483814523183,1.9357141463028522,6.017529332368466
Metabolism,Lipid metabolism,hsa00100,Steroid biosynthesis,4/889,20/7103,0.2,1.5979752530933635,1.0128501068350835,0.23517992893032716,0.7265379947311893,0.6586806280191494,TM7SF2/LBR/DHCR7/LSS,4,4.388076490438696,1.4966846958175233,12.865244990978642
Metabolism,Lipid metabolism,hsa00062,Fatty acid elongation,5/889,27/7103,0.18518518518518517,1.4796067158271882,0.9443409350234548,0.24343944986204336,0.7322331004574685,0.6638438209197615,ELOVL5/TECR/HACD2/HACD4/ELOVL2,5,4.063033787443236,1.5609756545341733,10.57559322591211
Human Diseases,Infectious disease: bacterial,hsa05150,Staphylococcus aureus infection,9/889,55/7103,0.16363636363636364,1.307434297985479,0.8656778465421918,0.24516814657926958,0.7322331004574685,0.6638438209197615,SELPLG/HLA-DMB/C5AR1/FCAR/CFB/FCGR2A/FCGR3A/PTAFR/FCGR1A,9,3.5902444012680235,1.768724142868273,7.287656988688692
Organismal Systems,Excretory system,hsa04960,Aldosterone-regulated sodium reabsorption,6/889,34/7103,0.17647058823529413,1.409978164494144,0.9063100261284601,0.246825787751237,0.7322331004574685,0.6638438209197615,SGK1/ATP1A2/IGF1/PRKCG/ATP1B3/ATP1A3,6,3.8718321974459076,1.6212965758810691,9.246355533090625
Metabolism,Amino acid metabolism,hsa00270,Cysteine and methionine metabolism,8/889,48/7103,0.16666666666666666,1.3316460442444693,0.8719719633254924,0.24685867158947686,0.7322331004574685,0.6638438209197615,BCAT1/MAT2A/LDHA/GCLC/KYAT3/LDHC/AHCYL2/BHMT,8,3.6567304086989134,1.7247289098029626,7.75291537464339
Metabolism,Lipid metabolism,hsa00565,Ether lipid metabolism,7/889,41/7103,0.17073170731707318,1.3641252160553101,0.8843708456073999,0.24760483454775667,0.7322331004574685,0.6638438209197615,CHPT1/PLD4/PLAAT3/PAFAH1B1/AGPS/PLA2G12A/PLA2G2C,7,3.7459189552525447,1.675805693341449,8.373231380627184
