category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,fold_enrichment,ci_lower,ci_upper
Cellular Processes,Cell growth and death,hsa04210,Apoptosis,31/1075,132/7103,0.23484848484848486,1.5517477096546866,2.702015945254208,0.007032637546248625,0.053225576078121416,0.03987798579227673,PTPN13/BCL2A1/FOS/MAP3K5/LMNA/GADD45B/NFKBIA/CTSS/BCL2L1/GADD45A/PMAIP1/TNFSF10/NOL3/MCL1/CASP10/TNF/LMNB1/TUBA1A/EIF2AK3/ACTG1/TNFRSF10A/PIK3R3/ACTB/CASP8/PIK3CD/ITPR1/BID/CASP2/TUBA1B/TRADD/TNFRSF10B,31,4.261134601832276,2.8678440088186004,6.331330448622323
Organismal Systems,Nervous system,hsa04724,Glutamatergic synapse,27/1075,111/7103,0.24324324324324326,1.6072155876807042,2.7227742553308376,0.0070462742347355825,0.053225576078121416,0.03987798579227673,SLC1A2/GLUL/CACNA1A/GRM3/PLA2G4A/CACNA1D/GNB3/ADCY3/PLCB1/GRIN1/GNB4/GRIK4/SLC1A6/DLGAP1/GRIK2/ADCY7/GNG2/GRM1/PLCB2/PLCB4/GRIA1/GRIA4/GRM4/ITPR1/KCNJ3/GRIN2B/SLC17A8,27,4.4134506599622885,2.885258403975289,6.751057964542848
Organismal Systems,Digestive system,hsa04978,Mineral absorption,16/1075,56/7103,0.2857142857142857,1.8878405315614617,2.816662355679094,0.0071965131181828765,0.053225576078121416,0.03987798579227673,ATP1A2/SLC8A3/SLC8A1/MT1M/SLC40A1/ATP1B3/SLC11A2/ATP2B4/HMOX1/TRPM6/CLCN2/MT1X/HEPH/SLC31A1/MT1A/FTH1,16,5.18405315614618,2.964168552885895,9.066423398758623
Human Diseases,Infectious disease: bacterial,hsa05152,Tuberculosis,36/1075,159/7103,0.22641509433962265,1.4960245721807812,2.6711903774324854,0.007201107351745838,0.053225576078121416,0.03987798579227673,TLR2/MRC2/C3/IL1B/CD14/HLA-DMB/ITGAX/IFNGR1/FCGR2A/CTSS/MRC1/SYK/CAMK2G/FCGR1A/TGFB3/FCGR3A/IL18/CARD9/PLK3/CASP10/TNF/CAMK2D/HLA-DRB5/HSPD1/IL10RA/CR1/FCER1G/FCGR3B/IL12B/STAT1/CASP8/NOD2/HLA-DQA2/BID/TRADD/RFX5,36,4.108117595436595,2.8463232267788965,5.929273955661936
Organismal Systems,Nervous system,hsa04723,Retrograde endocannabinoid signaling,33/1075,144/7103,0.22916666666666666,1.5142054263565892,2.6324033055769895,0.00814851080819045,0.058756295386447124,0.04402174453102232,GABRB1/MGLL/CACNA1A/GABRG1/CACNA1D/GNB3/ADCY3/PLCB1/GABRD/GNB4/DAGLB/RIMS1/GABRG3/GABRA2/GABRG2/GABRA4/NDUFB9/KCNJ6/SLC32A1/ADCY7/PTGS2/GNG2/GRM1/PLCB2/PLCB4/GRIA1/CNR1/GRIA4/ITPR1/KCNJ3/MT-ND6/GABRB3/SLC17A8,33,4.158042635658915,2.834372870821402,6.099874415939807
Metabolism,Lipid metabolism,hsa00590,Arachidonic acid metabolism,15/1075,52/7103,0.28846153846153844,1.9059928443649374,2.768911189568472,0.008295006407498418,0.058756295386447124,0.04402174453102232,LTC4S/PTGS1/TBXAS1/PLA2G4A/ALOX15B/HPGDS/AKR1C3/PLA2G5/PTGR1/CYP2E1/PTGS2/CBR3/CBR1/CYP4F3/PLA2G2C,15,5.233899821109124,2.9371569589209376,9.32660655202782
Metabolism,Glycan biosynthesis and metabolism,hsa00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,8/1075,21/7103,0.38095238095238093,2.5171207087486156,2.940084191730634,0.008687103237296809,0.06027285310777001,0.045157989015728615,CSGALNACT1/CHSY1/CSGALNACT2/CHST3/CHST13/CHST7/B3GAT3/CHSY3,8,6.9120708748615725,3.0545352730502833,15.641241468264138
Human Diseases,Cancer: overview,hsa05205,Proteoglycans in cancer,42/1075,194/7103,0.21649484536082475,1.4304771038120354,2.567150145456556,0.008863654868789707,0.06027285310777001,0.045157989015728615,TLR2/STAT3/HPSE2/VEGFA/CDKN1A/ITGB3/IGF1/PLAUR/PXN/IQGAP1/FZD5/CAMK2G/CTTN/HIF1A/MMP2/WNT11/TNF/CCND1/HPSE/CAMK2D/FLNA/FN1/WNT7A/ACTG1/WNT2B/WNT5A/IGF1R/RPS6/VAV3/IL12B/WNT8B/ANK1/SMO/MET/PIK3R3/ACTB/PIK3CD/ITPR1/CD63/FZD2/WNT6/EZR,42,3.928122752337569,2.7982305023753042,5.5142520762081775
Human Diseases,Infectious disease: parasitic,hsa05144,Malaria,14/1075,48/7103,0.2916666666666667,1.9271705426356591,2.721696401082205,0.009549198199772643,0.06366132133181762,0.047696717530340146,TLR2/IL1B/PECAM1/CCL2/TGFB3/IL18/CXCL8/TNF/CR1/SELE/GYPC/MET/CSF3/ICAM1,14,5.292054263565892,2.908696804127162,9.628311307245337
Organismal Systems,Endocrine system,hsa03320,PPAR signaling pathway,18/1075,68/7103,0.2647058823529412,1.749028727770178,2.620769491259496,0.010566189190091037,0.06908662162751832,0.05176149360327998,ACSL1/PCK1/GK/SLC27A1/SLC27A6/LPL/FABP7/PPARG/CYP8B1/UBC/ACSL6/ACSBG1/ME1/PLIN5/FABP1/ANGPTL4/RXRG/FABP5,18,4.802872777017784,2.8464235824290673,8.104059794408117
Environmental Information Processing,Signal transduction,hsa04014,Ras signaling pathway,45/1075,214/7103,0.2102803738317757,1.389415344490328,2.4425856369901484,0.011743960514703184,0.0753386146226242,0.05644564934574322,FGF20/FGFR3/NGFR/EFNA1/VEGFA/CSF1R/RASAL2/IGF1/RALGDS/RASA3/PLA2G4A/PDGFRA/EFNA5/BCL2L1/RASAL1/GNB3/PDGFA/RASGRP3/GRIN1/GNB4/FGF22/RASGRF1/RGL1/AFDN/RASAL3/CSF1/KIT/PLA2G5/IGF1R/SHC3/PDGFRB/ANGPT4/MET/VEGFD/GNG2/ETS2/PDGFB/PAK5/PIK3R3/PIK3CD/EPHA2/KSR2/PLA2G2C/GRIN2B/RGL2,45,3.8153662247337534,2.7505181390099223,5.292464435111505
Organismal Systems,Immune system,hsa04621,NOD-like receptor signaling pathway,35/1075,159/7103,0.22012578616352202,1.4544683340646483,2.4474018201638947,0.012405244541070339,0.07779167147359646,0.058283543333158966,NAMPT/ERBIN/NLRP1/GBP2/IL1B/IFNAR2/PRKCD/NFKBIA/OAS1/NLRP3/CASP4/BCL2L1/CCL2/CYBB/PLCB1/IFI16/IKBKE/IL18/CXCL8/CARD9/TNF/GBP1/CASP1/ANTXR1/GSDMD/PLCB2/STAT1/PLCB4/MEFV/CASP8/NOD2/ITPR1/CASP5/IRF9/TXN,35,3.9940032177855787,2.7558500154666703,5.788436095634279
Cellular Processes,Cell growth and death,hsa04216,Ferroptosis,12/1075,40/7103,0.3,1.982232558139535,2.630617242876312,0.012583946856022958,0.07779167147359646,0.058283543333158966,TFRC/ACSL1/SLC40A1/SLC11A2/HMOX1/CYBB/SLC39A14/SLC7A11/ACSL6/SLC3A2/FTH1/CP,12,5.443255813953488,2.8472300642493855,10.406266156068265
Cellular Processes,Cellular community - eukaryotes,hsa04510,Focal adhesion,42/1075,199/7103,0.21105527638190955,1.3945354680378639,2.3838017965329112,0.013711159834535306,0.0832463275668215,0.06237031353303655,PIP5K1B/VEGFA/ITGB3/IGF1/DOCK1/SPP1/COL9A1/PDGFRA/PXN/COL4A1/ITGB4/PDGFA/CCND3/LAMA1/RASGRF1/ITGA4/TLN2/BCAR1/EMP1/COL4A2/CCND1/ZYX/FLNA/FN1/ACTG1/IGF1R/SHC3/CHAD/VAV3/PDGFRB/MET/VEGFD/LAMA4/LAMA2/PDGFB/PAK5/PIK3R3/ACTB/MYLK/PIK3CD/ITGB7/PARVA,42,3.8294262007712985,2.729926919597249,5.3717573616648995
Cellular Processes,Cell growth and death,hsa04217,Necroptosis,27/1075,117/7103,0.23076923076923078,1.52479427549195,2.4169945635962242,0.014347365332153071,0.08558077566547447,0.06411934275865269,STAT3/GLUL/JAK3/IL1B/PYGL/IFNAR2/IFNGR1/PLA2G4A/NLRP3/CAMK2G/CYBB/MLKL/TNFSF10/PYGM/TNF/CAMK2D/CASP1/CHMP4C/TNFRSF10A/STAT1/IL33/CASP8/FTH1/BID/IRF9/TRADD/TNFRSF10B,27,4.187119856887299,2.7430315121090905,6.391458726793754
Cellular Processes,Transport and catabolism,hsa04148,Efferocytosis,34/1075,156/7103,0.21794871794871795,1.4400834824090638,2.3469652675900616,0.015729752735728398,0.09220889534737337,0.06908530239648408,CX3CR1/XKR4/P2RY12/SGK1/ITGB3/DOCK1/MERTK/PROS1/CD47/P2RY6/ADAM9/CAMK2G/ANO3/PECAM1/GULP1/HIF1A/MFGE8/XKR6/CX3CL1/AXL/BCAR1/CAMK2D/PBX1/PPARG/CASP1/ODC1/GAS6/PTGS2/ARG2/PLA2G15/GPR132/S1PR1/SIGLEC10/SLC2A1,34,3.9545020870602263,2.7151399860248295,5.7595876592201165
Organismal Systems,Digestive system,hsa04970,Salivary secretion,19/1075,76/7103,0.25,1.6518604651162792,2.412594902278717,0.01629148673841007,0.09369715976428061,0.07020034880172109,ATP1A2/GUCY1A1/ATP1B3/ATP2B4/ADRB2/ADCY3/PLCB1/KCNMA1/KCNN4/ADRB1/CD38/ADCY7/PLCB2/PLCB4/CST3/PRKG1/ITPR1/RYR3/BST1,19,4.536046511627907,2.733520245556405,7.527186963074251
Human Diseases,Infectious disease: bacterial,hsa05130,Pathogenic Escherichia coli infection,40/1075,190/7103,0.21052631578947367,1.3910403916768665,2.3071354139489744,0.01653479289957893,0.09369715976428061,0.07020034880172109,MYO1G/FOS/WIPF3/IL1B/NCK2/LPAR5/CYFIP1/MYO1F/TMED10/MYO10/NCKAP1L/FCGR2A/NFKBIA/CLDN11/NLRP3/CASP4/SEC24D/CTTN/LPAR4/TNFSF10/IL18/CXCL8/F2R/CLDN7/RPS3/TNF/CLDN14/TUBB4A/GNA12/TUBA1A/CASP1/ACTG1/TNFRSF10A/NLRP4/ACTB/CASP8/TUBA1B/TRADD/TNFRSF10B/EZR,40,3.819828641370869,2.701353243705542,5.401400532653812
Organismal Systems,Development and regeneration,hsa04360,Axon guidance,38/1075,179/7103,0.2122905027932961,1.402697154735611,2.3042759723185604,0.016843721014248577,0.0938830351613855,0.07033961148314333,CXCL12/SEMA3B/EFNA1/L1CAM/NCK2/TRPC5/EPHB2/EPHA6/EFNA5/CAMK2G/NTN1/SRGAP2/DPYSL5/PLXNA3/EPHA4/SEMA3A/LRRC4/SEMA3G/LRRC4C/NGEF/EPHB1/SEMA4B/PLXNA2/LIMK2/PLXNB2/PARD6G/CAMK2D/BMP7/WNT5A/SMO/MET/EFNB1/PAK5/PIK3R3/PIK3CD/EPHA2/EPHB6/EPHB3,38,3.8518383785890604,2.6996599590831836,5.495750990732253
Organismal Systems,Immune system,hsa04659,Th17 cell differentiation,24/1075,103/7103,0.23300970873786409,1.5395981034093476,2.3294208111987738,0.018029797204396823,0.09887308144346643,0.07407828392977982,STAT3/AHR/FOS/JAK3/RUNX1/IL1B/HLA-DMB/IL1RAP/IL27/IFNGR1/NFKBIA/IL4R/CD4/HIF1A/TGFBR1/IL21R/RARA/TGFBR2/HLA-DRB5/RORA/TBX21/STAT1/HLA-DQA2/RXRG,24,4.227771505983292,2.6998468418627937,6.620394768197965
Organismal Systems,Immune system,hsa04625,C-type lectin receptor signaling pathway,23/1075,98/7103,0.23469387755102042,1.5507261509254866,2.318209127918651,0.018710206029219734,0.10097571507832873,0.07565363173051255,IL1B/IRF1/PRKCD/NFKBIA/NLRP3/SYK/IKBKE/CARD9/BCL3/PLK3/TNF/CASP1/FCER1G/IL12B/PTGS2/EGR3/STAT1/PIK3R3/CASP8/PIK3CD/ITPR1/IRF9/IL17D,23,4.258329378262934,2.6929117247976375,6.733740629815795
Human Diseases,Cardiovascular disease,hsa05416,Viral myocarditis,17/1075,67/7103,0.2537313432835821,1.6765150989239848,2.3494160113942355,0.01937513916201928,0.10247536073269238,0.07677720525483454,SGCZ/CD55/HLA-DMB/CD86/DMD/LAMA1/CCND1/HLA-DRB5/ACTG1/SNTA1/SGCD/LAMA2/ICAM1/ACTB/CASP8/HLA-DQA2/BID,17,4.603748698368622,2.69411133747619,7.8669733440138865
Human Diseases,Cancer: specific types,hsa05217,Basal cell carcinoma,16/1075,62/7103,0.25806451612903225,1.705146286571643,2.354864051993093,0.019590877787132366,0.10247536073269238,0.07677720525483454,CDKN1A/GADD45B/GLI3/FZD5/BMP2/APC2/GADD45A/WNT11/WNT7A/WNT2B/WNT5A/TCF7L2/WNT8B/SMO/FZD2/WNT6,16,4.682370592648162,2.6933449051185288,8.14028471631317
Human Diseases,Endocrine and metabolic disease,hsa04934,Cushing syndrome,32/1075,148/7103,0.21621621621621623,1.4286360779384037,2.225250756061818,0.02089450798329251,0.10415531874105885,0.07803587348401314,AHR/CDKN1A/PDE8B/CACNA1D/FZD5/CAMK2G/APC2/ADCY3/PLCB1/CRH/KCNK2/WNT11/CREB3L1/CCND1/CAMK2D/PBX1/WNT7A/WNT2B/WNT5A/TCF7L2/WNT8B/ADCY7/PLCB2/PLCB4/CDKN2A/NCEH1/ITPR1/FZD2/NR4A1/WNT6/RASD1/PDE11A,32,3.9230672532998114,2.6640914931875135,5.777000044206087
Organismal Systems,Immune system,hsa04662,B cell receptor signaling pathway,19/1075,78/7103,0.24358974358974358,1.609505068574836,2.2856482891324608,0.021284436660177552,0.10415531874105885,0.07803587348401314,CARD11/INPP5D/FOS/BLNK/NFKBIA/SYK/LILRB1/LILRB4/RASGRP3/CR2/LILRA4/LILRB3/BANK1/BTK/VAV3/LILRA1/PIK3R3/LILRA2/PIK3CD,19,4.4197376267143715,2.6668444518748795,7.324791918501916
Organismal Systems,Nervous system,hsa04725,Cholinergic synapse,25/1075,110/7103,0.22727272727272727,1.50169133192389,2.239283707191525,0.021605892906731695,0.10415531874105885,0.07803587348401314,FOS/KCNQ3/CACNA1A/PIK3R5/CACNA1D/CAMK2G/GNB3/ADCY3/PLCB1/PIK3CG/GNB4/CREB3L1/CAMK4/CAMK2D/KCNJ6/ADCY7/KCNQ2/GNG2/PLCB2/KCNQ5/PIK3R3/PLCB4/PIK3CD/ITPR1/KCNJ3,25,4.123678646934461,2.659555699111036,6.393821941336706
Human Diseases,Infectious disease: parasitic,hsa05145,Toxoplasmosis,25/1075,110/7103,0.22727272727272727,1.50169133192389,2.239283707191525,0.021605892906731695,0.10415531874105885,0.07803587348401314,TLR2/STAT3/HLA-DMB/IFNGR1/NFKBIA/PIK3R5/BCL2L1/TGFB3/LAMA1/HSPA6/PIK3CG/MAP2K3/TNF/HLA-DRB5/IL10RA/PPIF/LY96/IL12B/LAMA4/LAMA2/STAT1/HSPA1A/HSPA1B/CASP8/HLA-DQA2,25,4.123678646934461,2.659555699111036,6.393821941336706
Human Diseases,Cancer: specific types,hsa05214,Glioma,18/1075,73/7103,0.2465753424657534,1.629232239566741,2.2819318918996996,0.021833832335526524,0.10415531874105885,0.07803587348401314,CDKN1A/GADD45B/IGF1/PDGFRA/CAMK1D/CAMK2G/GADD45A/PDGFA/CCND1/CAMK4/CAMK2D/IGF1R/SHC3/PDGFRB/PDGFB/PIK3R3/PIK3CD/CDKN2A,18,4.473908888180949,2.6613219614169084,7.521021894355049
Human Diseases,Infectious disease: parasitic,hsa05146,Amoebiasis,21/1075,89/7103,0.23595505617977527,1.5590593153906454,2.2411862801601155,0.022622539093285557,0.10415531874105885,0.07803587348401314,TLR2/IL1B/CD14/COL4A1/TGFB3/PLCB1/SERPINB6/LAMA1/CXCL8/TNF/COL4A2/FN1/IL12B/ARG2/LAMA4/LAMA2/PLCB2/PIK3R3/PLCB4/PIK3CD/COL3A1,21,4.281212437940946,2.6506127128739956,6.914921915886685
Organismal Systems,Nervous system,hsa04730,Long-term depression,15/1075,58/7103,0.25862068965517243,1.708821170809944,2.2888541671508764,0.022943973308820493,0.10415531874105885,0.07803587348401314,RYR1/IGF1/GUCY1A1/CACNA1A/PLA2G4A/PLCB1/CRH/GNA12/IGF1R/GRM1/PLCB2/PLCB4/PRKG1/GRIA1/ITPR1,15,4.692461908580593,2.6508901230815645,8.306341546092938
Environmental Information Processing,Signal transduction,hsa04072,Phospholipase D signaling pathway,30/1075,138/7103,0.21739130434782608,1.4364004044489385,2.1861103053650828,0.02308022955619536,0.10415531874105885,0.07803587348401314,PIP5K1B/LPAR5/RALGDS/GRM3/PLA2G4A/PDGFRA/PIK3R5/SYK/LPAR4/ADCY3/PDGFA/PLCB1/PIK3CG/CXCL8/F2R/GNA12/KIT/FCER1G/SHC3/PDGFRB/RAPGEF3/ADCY7/LPAR6/GRM1/PLCB2/PDGFB/PIK3R3/PLCB4/PIK3CD/GRM4,30,3.9443882709807885,2.645121933060945,5.881845610892807
Cellular Processes,Cell motility,hsa04810,Regulation of actin cytoskeleton,44/1075,217/7103,0.20276497695852536,1.3397577965920053,2.1464646154753604,0.02314493433084937,0.10415531874105885,0.07803587348401314,FGF20/PIP4K2A/FGFR3/CXCL12/PIP5K1B/ITGB3/ARHGEF6/DOCK1/LPAR5/CYFIP1/ITGAX/NCKAP1L/PDGFRA/PXN/ITGB4/RGCC/IQGAP1/APC2/LPAR4/PDGFA/FGD3/FGF22/F2R/ITGA4/LIMK2/BCAR1/DIAPH2/GNA12/FN1/MOS/ACTG1/VAV3/IQGAP2/PDGFRB/PDGFB/PAK5/PIK3R3/ACTB/MYLK/PIK3CD/ITGB7/GIT1/DIAPH3/EZR,44,3.679005465652127,2.6453939757930947,5.116470869803194
Metabolism,Carbohydrate metabolism,hsa00052,Galactose metabolism,9/1075,29/7103,0.3103448275862069,2.0505854049719323,2.3938987538643466,0.023323523058185004,0.10415531874105885,0.07803587348401314,HK2/PFKL/MGAM/PGM2/HKDC1/HK1/PFKP/GALK1/PFKM,9,5.630954290296712,2.658839454766404,11.925370733674727
Human Diseases,Immune disease,hsa05323,Rheumatoid arthritis,20/1075,84/7103,0.23809523809523808,1.5732004429678847,2.231600671703043,0.02341676797588773,0.10415531874105885,0.07803587348401314,TLR2/FOS/CXCL12/VEGFA/IL1B/HLA-DMB/CD86/CCL3/CCL2/TGFB3/IL18/CXCL8/CTLA4/TNF/CSF1/HLA-DRB5/TNFRSF11A/ICAM1/HLA-DQA2/CCL3L1,20,4.320044296788483,2.6425750405838424,7.06234730881716
Cellular Processes,Cell motility,hsa04820,Cytoskeleton in muscle cells,45/1075,223/7103,0.20179372197309417,1.3333402857440817,2.1357674336059573,0.02358811630312215,0.10415531874105885,0.07803587348401314,SGCZ/ATP1A2/MYOZ2/ITGB3/LMNA/MYBPC1/COL9A1/VCAN/ENO1/TPM4/COL4A1/ITGB4/ATP1B3/DMD/LAMA1/SYNPO2/ANKRD23/ENO2/TRIM63/COL5A3/ITGA4/TLN2/FBLN1/LMNB1/COL5A2/DIAPH2/XIRP1/COL4A2/ZYX/FN1/ACTG1/SNTA1/SGCD/NEBL/NID1/LAMA2/DES/ACTB/ITGB7/PDLIM4/COL3A1/TNNI2/FMN2/DIAPH3/SYNE1,45,3.661382834497862,2.6424390812278973,5.073238719481162
Organismal Systems,Immune system,hsa04062,Chemokine signaling pathway,35/1075,167/7103,0.20958083832335328,1.384793204289096,2.124902615698137,0.02538693723216578,0.10962471830875074,0.08213368987838292,CX3CR1/STAT3/JAK3/CXCL12/PRKCD/NFKBIA/PXN/PIK3R5/CCL3/GNB3/FGR/CCL2/ADCY3/PLCB1/PIK3CG/GNB4/CCL8/CX3CL1/CXCL8/BCAR1/GRK4/SHC3/VAV3/ARRB2/CCL4/ADCY7/GNG2/PLCB2/STAT1/PIK3R3/PLCB4/PIK3CD/CCL4L2/CCR1/CCL3L1,35,3.802673722322796,2.62793714188879,5.502539314182824
Human Diseases,Cardiovascular disease,hsa05418,Fluid shear stress and atherosclerosis,28/1075,128/7103,0.21875,1.4453779069767443,2.1471851412841265,0.02547162572468032,0.10962471830875074,0.08213368987838292,FOS/VEGFA/MAP3K5/ITGB3/IL1B/MEF2C/GSTO2/NPPC/DUSP1/HMOX1/PECAM1/CCL2/PDGFA/MMP2/THBD/TRPV4/TNF/MGST2/NCF2/ACTG1/SELE/MGST1/ICAM1/PDGFB/PIK3R3/ACTB/PIK3CD/TXN,28,3.969040697674419,2.6248492798244163,6.001595665275539
Organismal Systems,Circulatory system,hsa04270,Vascular smooth muscle contraction,26/1075,118/7103,0.22033898305084745,1.455877020102483,2.1086934231427654,0.028078179890177673,0.11933226453325511,0.08940683596609209,KCNMB4/CALCRL/GUCY1A1/PRKCD/PLA2G4A/NPPC/CACNA1D/ADM/KCNMB2/ADCY3/PLCB1/KCNMA1/GNA12/PLA2G5/ACTA2/ADM2/ADCY7/ADORA2A/PLCB2/EDN3/PLCB4/PRKG1/MYLK/PRKCH/ITPR1/PLA2G2C,26,3.9978715017737483,2.603134449499569,6.139896672554611
Metabolism,Carbohydrate metabolism,hsa00051,Fructose and mannose metabolism,9/1075,30/7103,0.3,1.982232558139535,2.276570312906147,0.028981209839971288,0.1194027276071488,0.08945962873352946,HK2/PFKFB3/PFKL/PFKFB4/HKDC1/TPI1/HK1/PFKP/PFKM,9,5.443255813953488,2.5777996844245257,11.49392407608775
Cellular Processes,Cellular community - eukaryotes,hsa04540,Gap junction,20/1075,86/7103,0.23255813953488372,1.5366143861546782,2.11418868015363,0.029703094444483574,0.1194027276071488,0.08945962873352946,GUCY1A1/PDGFRA/GJA1/ADCY3/PDGFA/PLCB1/TUBB4A/TUBA1A/ADRB1/PDGFRB/ADCY7/DRD1/GRM1/HTR2C/PLCB2/PDGFB/PLCB4/PRKG1/ITPR1/TUBA1B,20,4.219578150351541,2.58391700119075,6.890639195732333
Organismal Systems,Nervous system,hsa04727,GABAergic synapse,20/1075,86/7103,0.23255813953488372,1.5366143861546782,2.11418868015363,0.029703094444483574,0.1194027276071488,0.08945962873352946,GABRB1/GLUL/CACNA1A/GABRG1/CACNA1D/GNB3/HAP1/ADCY3/GABRD/GNB4/GABRG3/GABRA2/GABRG2/GABRA4/KCNJ6/SLC32A1/ADCY7/GNG2/GABRB3/SLC12A5,20,4.219578150351541,2.58391700119075,6.890639195732333
Metabolism,Metabolism of cofactors and vitamins,hsa00770,Pantothenate and CoA biosynthesis,7/1075,21/7103,0.3333333333333333,2.2024806201550384,2.3303315562124385,0.029836681104590333,0.1194027276071488,0.08945962873352946,ALDH3A2/BCAT1/DPYS/ENPP1/VNN2/PANK1/ENPP3,7,6.048062015503876,2.565421186760097,14.25849850003654
Human Diseases,Cancer: specific types,hsa05218,Melanoma,16/1075,65/7103,0.24615384615384617,1.6264472271914134,2.142518016682183,0.029987441821264147,0.1194027276071488,0.08945962873352946,FGF20/CDKN1A/GADD45B/IGF1/PDGFRA/GADD45A/PDGFA/FGF22/CCND1/IGF1R/PDGFRB/MET/PDGFB/PIK3R3/PIK3CD/CDKN2A,16,4.466261180679786,2.5757033498849755,7.744482273138323
Metabolism,Global and overview maps,hsa01250,Biosynthesis of nucleotide sugars,10/1075,35/7103,0.2857142857142857,1.8878405315614617,2.2234566344437945,0.030505256897384564,0.1194027276071488,0.08945962873352946,HK2/PGM3/PGM2/GPI/GFPT2/UAP1L1/HKDC1/HK1/UAP1/GALK1,10,5.184053156146179,2.5602767533481776,10.496680521199284
Human Diseases,Cancer: specific types,hsa05225,Hepatocellular carcinoma,33/1075,158/7103,0.2088607594936709,1.3800353252870179,2.0399725803843998,0.030680746003150232,0.1194027276071488,0.08945962873352946,CDKN1A/GADD45B/GSTO2/BCL2L1/FZD5/APC2/HMOX1/TGFB3/GADD45A/TGFBR1/DPF1/WNT11/TGFBR2/MGST2/CCND1/WNT7A/ACTG1/WNT2B/ACTL6B/WNT5A/IGF1R/SHC3/TCF7L2/WNT8B/MET/MGST1/PIK3R3/ACTB/PIK3CD/CDKN2A/SMARCD2/FZD2/WNT6,33,3.7896084780688843,2.5912377321564204,5.542190220076902
Organismal Systems,Immune system,hsa04670,Leukocyte transendothelial migration,24/1075,108/7103,0.2222222222222222,1.4683204134366925,2.070947317592981,0.030904235380673807,0.1194027276071488,0.08945962873352946,CXCL12/CTNNA1/JAM2/PXN/CLDN11/PECAM1/CYBB/THY1/MMP2/ITGA4/CLDN7/AFDN/CLDN14/BCAR1/NCF2/ACTG1/VAV3/RAPGEF3/ICAM1/PIK3R3/ACTB/PIK3CD/CTNNA2/EZR,24,4.032041343669251,2.5798262037605606,6.301725819111425
Environmental Information Processing,Signal transduction,hsa04064,NF-kappa B signaling pathway,22/1075,98/7103,0.22448979591836735,1.4833032747982915,2.0344014194851003,0.03394493006695095,0.129677260929925,0.09715757630043914,CARD11/BCL2A1/TNFRSF13C/CXCL12/IL1B/CD14/GADD45B/BLNK/NFKBIA/SYK/BCL2L1/GADD45A/CXCL8/TNF/BTK/TNFRSF11A/LY96/CCL4/PTGS2/ICAM1/CCL4L2/TRADD,22,4.073184622686283,2.5547671835376993,6.494068452654046
Organismal Systems,Immune system,hsa04610,Complement and coagulation cascades,18/1075,77/7103,0.23376623376623376,1.5445967985502869,2.028963891294934,0.036110509624705855,0.13565223325987108,0.10163418095631209,A2M/CD55/C3/PROS1/PLAUR/ITGAX/CD59/SERPINA1/CR2/THBD/VSIG4/F2R/C3AR1/CR1/C5AR1/KLKB1/SERPINA5/CFB,18,4.241498036846875,2.5297364731075858,7.111533469127
Human Diseases,Infectious disease: viral,hsa05163,Human cytomegalovirus infection,41/1075,206/7103,0.19902912621359223,1.3150733799954843,1.9378633689379987,0.03632639099664943,0.13565223325987108,0.10163418095631209,STAT3/CXCL12/VEGFA/CDKN1A/ITGB3/IL1B/NFKBIA/PDGFRA/PXN/CCL3/GNB3/CCL2/ADCY3/PLCB1/GNB4/TAP1/CX3CL1/CXCL8/TNF/BCAR1/CREB3L1/GNA12/CCND1/IL10RA/EIF4EBP1/CCL4/ADCY7/PTGS2/GNG2/PLCB2/PIK3R3/PLCB4/CASP8/PIK3CD/CDKN2A/ITPR1/BID/CCL4L2/CCR1/TRADD/CCL3L1,41,3.611221494694062,2.568410334327122,5.077428831930357
Human Diseases,Infectious disease: parasitic,hsa05143,African trypanosomiasis,10/1075,36/7103,0.2777777777777778,1.8354005167958658,2.1219560698593276,0.03670589841149453,0.13565223325987108,0.10163418095631209,IL1B/PLCB1/IL18/TNF/IL12B/SELE/LAMA4/PLCB2/ICAM1/PLCB4,10,5.040051679586563,2.494550838492449,10.183043993705413
Human Diseases,Infectious disease: viral,hsa05162,Measles,26/1075,122/7103,0.21311475409836064,1.4081433473122378,1.920179207086473,0.040887336216063115,0.1494805840157146,0.11199474096533417,TLR2/STAT3/FOS/JAK3/IL1B/IFNAR2/NFKBIA/OAS1/BCL2L1/TLR7/CCND3/IKBKE/HSPA6/CCND1/EIF2AK3/IL12B/STAT1/PIK3R3/HSPA1A/HSPA1B/CASP8/PIK3CD/BID/IRF9/TRADD/RACK1,26,3.866793747617232,2.520924241122492,5.931195250815629
Organismal Systems,Digestive system,hsa04974,Protein digestion and absorption,21/1075,95/7103,0.22105263157894736,1.46059241126071,1.90848819777276,0.043750339946570044,0.15824591044504058,0.11856195147894683,ATP1A2/DPP4/SLC8A3/SLC8A1/COL9A1/COL4A1/ATP1B3/COL5A3/COL10A1/KCNE3/COL5A2/COL4A2/COL12A1/COL18A1/KCNN4/COL8A2/SLC7A8/SLC3A2/COL14A1/COL3A1/COL8A1,21,4.010820073439413,2.4902965705288578,6.459743731682628
