ensembl_id	original_id	gene_symbol	final_name
ENSG00000176605	ENSG00000176605	LINC02914	LINC02914
ENSG00000176619	ENSG00000176619	LMNB2	LMNB2
ENSG00000176623	ENSG00000176623	RMDN1	RMDN1
ENSG00000176624	ENSG00000176624	MEX3C	MEX3C
ENSG00000176635	ENSG00000176635	HORMAD2	HORMAD2
ENSG00000176641	ENSG00000176641	RNF152	RNF152
ENSG00000176654	ENSG00000176654	NANOGP1	NANOGP1
ENSG00000176658	ENSG00000176658	MYO1D	MYO1D
ENSG00000176659	ENSG00000176659	NA	ENSG00000176659
ENSG00000176678	ENSG00000176678	FOXL1	FOXL1
ENSG00000176681	ENSG00000176681	LRRC37A	LRRC37A
ENSG00000176692	ENSG00000176692	FOXC2	FOXC2
ENSG00000176697	ENSG00000176697	BDNF	BDNF
ENSG00000176700	ENSG00000176700	SCAND2P	SCAND2P
ENSG00000176714	ENSG00000176714	CCDC121	CCDC121
ENSG00000176715	ENSG00000176715	ACSF3	ACSF3
ENSG00000176716	ENSG00000176716	OR10AB1P	OR10AB1P
ENSG00000176720	ENSG00000176720	BOK	BOK
ENSG00000176723	ENSG00000176723	ZNF843	ZNF843
ENSG00000176728	ENSG00000176728	TTTY14	TTTY14
ENSG00000176731	ENSG00000176731	RBIS	RBIS
ENSG00000176732	ENSG00000176732	PFN4	PFN4
ENSG00000176749	ENSG00000176749	CDK5R1	CDK5R1
ENSG00000176753	ENSG00000176753	PAK6-AS1	PAK6-AS1
ENSG00000176754	ENSG00000176754	LINC00303	LINC00303
ENSG00000176761	ENSG00000176761	ZNF285BP	ZNF285BP
ENSG00000176769	ENSG00000176769	TCERG1L	TCERG1L
ENSG00000176771	ENSG00000176771	NCKAP5	NCKAP5
ENSG00000176783	ENSG00000176783	RUFY1	RUFY1
ENSG00000176787	ENSG00000176787	OR52E2	OR52E2
ENSG00000176788	ENSG00000176788	BASP1	BASP1
ENSG00000176798	ENSG00000176798	OR51L1	OR51L1
ENSG00000176809	ENSG00000176809	LRRC37A3	LRRC37A3
ENSG00000176812	ENSG00000176812	METTL1P1	METTL1P1
ENSG00000176826	ENSG00000176826	FKBP9P1	FKBP9P1
ENSG00000176834	ENSG00000176834	VSIG10	VSIG10
ENSG00000176840	ENSG00000176840	MIR7-3HG	MIR7-3HG
ENSG00000176842	ENSG00000176842	IRX5	IRX5
ENSG00000176845	ENSG00000176845	METRNL	METRNL
ENSG00000176853	ENSG00000176853	FAM91A1	FAM91A1
ENSG00000176855	ENSG00000176855	KRT18P28	KRT18P28
ENSG00000176857	ENSG00000176857	GJA1P1	GJA1P1
ENSG00000176868	ENSG00000176868	ENSG00000176868_lncRNA	ENSG00000176868_lncRNA
ENSG00000176871	ENSG00000176871	WSB2	WSB2
ENSG00000176882	ENSG00000176882	ENSG00000176882_processed_pseudogene	ENSG00000176882_processed_pseudogene
ENSG00000176884	ENSG00000176884	GRIN1	GRIN1
ENSG00000176887	ENSG00000176887	SOX11	SOX11
ENSG00000176890	ENSG00000176890	TYMS	TYMS
ENSG00000176893	ENSG00000176893	OR51G2	OR51G2
ENSG00000176894	ENSG00000176894	PXMP2	PXMP2
ENSG00000176895	ENSG00000176895	OR51A7	OR51A7
ENSG00000176896	ENSG00000176896	TCEANC	TCEANC
ENSG00000176900	ENSG00000176900	OR51T1	OR51T1
ENSG00000176903	ENSG00000176903	PNMA1	PNMA1
ENSG00000176907	ENSG00000176907	TCIM	TCIM
ENSG00000176909	ENSG00000176909	MAMSTR	MAMSTR
ENSG00000176912	ENSG00000176912	TYMSOS	TYMSOS
ENSG00000176915	ENSG00000176915	ANKLE2	ANKLE2
ENSG00000176919	ENSG00000176919	C8G	C8G
ENSG00000176920	ENSG00000176920	FUT2	FUT2
ENSG00000176925	ENSG00000176925	OR51F2	OR51F2
ENSG00000176927	ENSG00000176927	EFCAB5	EFCAB5
ENSG00000176928	ENSG00000176928	GCNT4	GCNT4
ENSG00000176933	ENSG00000176933	TOB2P1	TOB2P1
ENSG00000176945	ENSG00000176945	MUC20	MUC20
ENSG00000176946	ENSG00000176946	THAP4	THAP4
ENSG00000176951	ENSG00000176951	OR51N1P	OR51N1P
ENSG00000176953	ENSG00000176953	NFATC2IP	NFATC2IP
ENSG00000176956	ENSG00000176956	LY6H	LY6H
ENSG00000176970	ENSG00000176970	RPL7L1P11	RPL7L1P11
ENSG00000176971	ENSG00000176971	FIBIN	FIBIN
ENSG00000176973	ENSG00000176973	FAM89B	FAM89B
ENSG00000176974	ENSG00000176974	SHMT1	SHMT1
ENSG00000176978	ENSG00000176978	DPP7	DPP7
ENSG00000176979	ENSG00000176979	TRIM60	TRIM60
ENSG00000176984	ENSG00000176984	LOC107984399	LOC107984399
ENSG00000176986	ENSG00000176986	SEC24C	SEC24C
ENSG00000176988	ENSG00000176988	FMR1NB	FMR1NB
ENSG00000176994	ENSG00000176994	SMCR8	SMCR8
ENSG00000176998	ENSG00000176998	HCG4	HCG4
ENSG00000177000	ENSG00000177000	MTHFR	MTHFR
ENSG00000177025	ENSG00000177025	C19orf18	C19orf18
ENSG00000177030	ENSG00000177030	DEAF1	DEAF1
ENSG00000177034	ENSG00000177034	MTX3	MTX3
ENSG00000177042	ENSG00000177042	TMEM80	TMEM80
ENSG00000177045	ENSG00000177045	SIX5	SIX5
ENSG00000177051	ENSG00000177051	FBXO46	FBXO46
ENSG00000177054	ENSG00000177054	ZDHHC13	ZDHHC13
ENSG00000177058	ENSG00000177058	SLC38A9	SLC38A9
ENSG00000177076	ENSG00000177076	ACER2	ACER2
ENSG00000177082	ENSG00000177082	WDR73	WDR73
ENSG00000177084	ENSG00000177084	POLE	POLE
ENSG00000177096	ENSG00000177096	PHETA2	PHETA2
ENSG00000177098	ENSG00000177098	SCN4B	SCN4B
ENSG00000177103	ENSG00000177103	DSCAML1	DSCAML1
ENSG00000177105	ENSG00000177105	RHOG	RHOG
ENSG00000177106	ENSG00000177106	EPS8L2	EPS8L2
ENSG00000177108	ENSG00000177108	ZDHHC22	ZDHHC22
ENSG00000177112	ENSG00000177112	IRAG1-AS1	IRAG1-AS1
ENSG00000177119	ENSG00000177119	ANO6	ANO6
ENSG00000177125	ENSG00000177125	ZBTB34	ZBTB34
ENSG00000177133	ENSG00000177133	PRDM16-DT	PRDM16-DT
ENSG00000177138	ENSG00000177138	FAM9B	FAM9B
ENSG00000177144	ENSG00000177144	NUDT4B	NUDT4B
ENSG00000177150	ENSG00000177150	FAM210A	FAM210A
ENSG00000177151	ENSG00000177151	OR2T35	OR2T35
ENSG00000177156	ENSG00000177156	TALDO1	TALDO1
ENSG00000177169	ENSG00000177169	ULK1	ULK1
ENSG00000177173	ENSG00000177173	NAP1L4P1	NAP1L4P1
ENSG00000177174	ENSG00000177174	OR14C36	OR14C36
ENSG00000177181	ENSG00000177181	RIMKLA	RIMKLA
ENSG00000177182	ENSG00000177182	CLVS1	CLVS1
ENSG00000177186	ENSG00000177186	OR2M7	OR2M7
ENSG00000177189	ENSG00000177189	RPS6KA3	RPS6KA3
ENSG00000177191	ENSG00000177191	B3GNT8	B3GNT8
ENSG00000177192	ENSG00000177192	PUS1	PUS1
ENSG00000177197	ENSG00000177197	PCNPP5	PCNPP5
ENSG00000177200	ENSG00000177200	CHD9	CHD9
ENSG00000177201	ENSG00000177201	OR2T12	OR2T12
ENSG00000177202	ENSG00000177202	SPACA4	SPACA4
ENSG00000177212	ENSG00000177212	OR2T33	OR2T33
ENSG00000177225	ENSG00000177225	GATD1	GATD1
ENSG00000177233	ENSG00000177233	OR2M1P	OR2M1P
ENSG00000177234	ENSG00000177234	LINC01561	LINC01561
ENSG00000177238	ENSG00000177238	TRIM72	TRIM72
ENSG00000177239	ENSG00000177239	MAN1B1	MAN1B1
ENSG00000177261	ENSG00000177261	ENSAP3	ENSAP3
ENSG00000177272	ENSG00000177272	KCNA3	KCNA3
ENSG00000177275	ENSG00000177275	OR2AJ1	OR2AJ1
ENSG00000177283	ENSG00000177283	FZD8	FZD8
ENSG00000177291	ENSG00000177291	GJD4	GJD4
ENSG00000177294	ENSG00000177294	FBXO39	FBXO39
ENSG00000177300	ENSG00000177300	CLDN22	CLDN22
ENSG00000177301	ENSG00000177301	KCNA2	KCNA2
ENSG00000177302	ENSG00000177302	TOP3A	TOP3A
ENSG00000177303	ENSG00000177303	CASKIN2	CASKIN2
ENSG00000177306	ENSG00000177306	OR7E125P	OR7E125P
ENSG00000177311	ENSG00000177311	ZBTB38	ZBTB38
ENSG00000177324	ENSG00000177324	BEND2	BEND2
ENSG00000177335	ENSG00000177335	LY6S-AS1	LY6S-AS1
ENSG00000177337	ENSG00000177337	DLGAP1-AS1	DLGAP1-AS1
ENSG00000177338	ENSG00000177338	LINC00469	LINC00469
ENSG00000177350	ENSG00000177350	RPL13AP3	RPL13AP3
ENSG00000177352	ENSG00000177352	CCDC71	CCDC71
ENSG00000177354	ENSG00000177354	C10orf71	C10orf71
ENSG00000177359	ENSG00000177359	OVOS2	OVOS2
ENSG00000177363	ENSG00000177363	LRRN4CL	LRRN4CL
ENSG00000177369	ENSG00000177369	FLJ40194	FLJ40194
ENSG00000177370	ENSG00000177370	TIMM22	TIMM22
ENSG00000177374	ENSG00000177374	HIC1	HIC1
ENSG00000177380	ENSG00000177380	PPFIA3	PPFIA3
ENSG00000177383	ENSG00000177383	MAGEF1	MAGEF1
ENSG00000177398	ENSG00000177398	UMODL1	UMODL1
ENSG00000177406	ENSG00000177406	NINJ2-AS1	NINJ2-AS1
ENSG00000177409	ENSG00000177409	SAMD9L	SAMD9L
ENSG00000177410	ENSG00000177410	ZFAS1	ZFAS1
ENSG00000177414	ENSG00000177414	UBE2U	UBE2U
ENSG00000177418	ENSG00000177418	ENSG00000177418_transcribed_processed_pseudogene	ENSG00000177418_transcribed_processed_pseudogene
ENSG00000177425	ENSG00000177425	PAWR	PAWR
ENSG00000177426	ENSG00000177426	TGIF1	TGIF1
ENSG00000177427	ENSG00000177427	MIEF2	MIEF2
ENSG00000177432	ENSG00000177432	NAP1L5	NAP1L5
ENSG00000177447	ENSG00000177447	CBX3P1	CBX3P1
ENSG00000177452	ENSG00000177452	RPL19P3	RPL19P3
ENSG00000177453	ENSG00000177453	NIM1K	NIM1K
ENSG00000177455	ENSG00000177455	CD19	CD19
ENSG00000177459	ENSG00000177459	ERICH5	ERICH5
ENSG00000177462	ENSG00000177462	OR2T8	OR2T8
ENSG00000177463	ENSG00000177463	NR2C2	NR2C2
ENSG00000177464	ENSG00000177464	GPR4	GPR4
ENSG00000177465	ENSG00000177465	ACOT4	ACOT4
ENSG00000177468	ENSG00000177468	OLIG3	OLIG3
ENSG00000177469	ENSG00000177469	CAVIN1	CAVIN1
ENSG00000177479	ENSG00000177479	ARIH2	ARIH2
ENSG00000177483	ENSG00000177483	RBM44	RBM44
ENSG00000177485	ENSG00000177485	ZBTB33	ZBTB33
ENSG00000177489	ENSG00000177489	OR2G2	OR2G2
ENSG00000177494	ENSG00000177494	ZBED2	ZBED2
ENSG00000177504	ENSG00000177504	VCX2	VCX2
ENSG00000177508	ENSG00000177508	IRX3	IRX3
ENSG00000177511	ENSG00000177511	ST8SIA3	ST8SIA3
ENSG00000177519	ENSG00000177519	RPRM	RPRM
ENSG00000177535	ENSG00000177535	OR2B11	OR2B11
ENSG00000177542	ENSG00000177542	SLC25A22	SLC25A22
ENSG00000177548	ENSG00000177548	RABEP2	RABEP2
ENSG00000177551	ENSG00000177551	NHLH2	NHLH2
ENSG00000177553	ENSG00000177553	C1orf167-AS1	C1orf167-AS1
ENSG00000177556	ENSG00000177556	ATOX1	ATOX1
ENSG00000177558	ENSG00000177558	FAM187B	FAM187B
ENSG00000177565	ENSG00000177565	TBL1XR1	TBL1XR1
ENSG00000177570	ENSG00000177570	SAMD12	SAMD12
ENSG00000177575	ENSG00000177575	CD163	CD163
ENSG00000177576	ENSG00000177576	C18orf32	C18orf32
ENSG00000177586	ENSG00000177586	OR7E149P	OR7E149P
ENSG00000177595	ENSG00000177595	PIDD1	PIDD1
ENSG00000177596	ENSG00000177596	LOC100288208	LOC100288208
ENSG00000177599	ENSG00000177599	ZNF491	ZNF491
ENSG00000177600	ENSG00000177600	RPLP2	RPLP2
ENSG00000177602	ENSG00000177602	HASPIN	HASPIN
ENSG00000177606	ENSG00000177606	JUN	JUN
ENSG00000177613	ENSG00000177613	CSTF2T	CSTF2T
ENSG00000177614	ENSG00000177614	PGBD5	PGBD5
ENSG00000177627	ENSG00000177627	C12orf54	C12orf54
ENSG00000177628	ENSG00000177628	GBA1	GBA1
ENSG00000177640	ENSG00000177640	CASC2	CASC2
ENSG00000177646	ENSG00000177646	ACAD9	ACAD9
ENSG00000177663	ENSG00000177663	IL17RA	IL17RA
ENSG00000177666	ENSG00000177666	PNPLA2	PNPLA2
ENSG00000177669	ENSG00000177669	MBOAT4	MBOAT4
ENSG00000177674	ENSG00000177674	AGTRAP	AGTRAP
ENSG00000177675	ENSG00000177675	CD163L1	CD163L1
ENSG00000177679	ENSG00000177679	SRRM3	SRRM3
ENSG00000177683	ENSG00000177683	THAP5	THAP5
ENSG00000177685	ENSG00000177685	CRACR2B	CRACR2B
ENSG00000177688	ENSG00000177688	SUMO4	SUMO4
ENSG00000177689	ENSG00000177689	MAGEB10	MAGEB10
ENSG00000177692	ENSG00000177692	DNAJC28	DNAJC28
ENSG00000177694	ENSG00000177694	NAALADL2	NAALADL2
ENSG00000177697	ENSG00000177697	CD151	CD151
ENSG00000177699	ENSG00000177699	LOC100129540	LOC100129540
ENSG00000177700	ENSG00000177700	POLR2L	POLR2L
ENSG00000177706	ENSG00000177706	FAM20C	FAM20C
ENSG00000177707	ENSG00000177707	NECTIN3	NECTIN3
ENSG00000177710	ENSG00000177710	SLC35G5	SLC35G5
ENSG00000177721	ENSG00000177721	ANXA2R	ANXA2R
ENSG00000177725	ENSG00000177725	ENSG00000177725_lncRNA	ENSG00000177725_lncRNA
ENSG00000177728	ENSG00000177728	TMEM94	TMEM94
ENSG00000177731	ENSG00000177731	FLII	FLII
ENSG00000177732	ENSG00000177732	SOX12	SOX12
ENSG00000177733	ENSG00000177733	HNRNPA0	HNRNPA0
ENSG00000177736	ENSG00000177736	FXNP2	FXNP2
ENSG00000177738	ENSG00000177738	FLJ32255	FLJ32255
ENSG00000177752	ENSG00000177752	YIPF7	YIPF7
ENSG00000177757	ENSG00000177757	FAM87B	FAM87B
ENSG00000177770	ENSG00000177770	CDKN2AIPNLP1	CDKN2AIPNLP1
ENSG00000177776	ENSG00000177776	RPS2P2	RPS2P2
ENSG00000177788	ENSG00000177788	RAB4A-AS1	RAB4A-AS1
ENSG00000177791	ENSG00000177791	MYOZ1	MYOZ1
ENSG00000177800	ENSG00000177800	TMEM78	TMEM78
ENSG00000177803	ENSG00000177803	YWHAQP4	YWHAQP4
ENSG00000177807	ENSG00000177807	KCNJ10	KCNJ10
ENSG00000177822	ENSG00000177822	TENM3-AS1	TENM3-AS1
ENSG00000177830	ENSG00000177830	CHID1	CHID1
ENSG00000177839	ENSG00000177839	PCDHB9	PCDHB9
ENSG00000177842	ENSG00000177842	ZNF620	ZNF620
ENSG00000177853	ENSG00000177853	ZNF518A	ZNF518A
ENSG00000177854	ENSG00000177854	TMEM187	TMEM187
ENSG00000177855	ENSG00000177855	CACYBPP2	CACYBPP2
ENSG00000177868	ENSG00000177868	SVBP	SVBP
ENSG00000177873	ENSG00000177873	ZNF619	ZNF619
ENSG00000177875	ENSG00000177875	CCDC184	CCDC184
ENSG00000177879	ENSG00000177879	AP3S1	AP3S1
ENSG00000177885	ENSG00000177885	GRB2	GRB2
ENSG00000177888	ENSG00000177888	ZBTB41	ZBTB41
ENSG00000177889	ENSG00000177889	UBE2N	UBE2N
ENSG00000177910	ENSG00000177910	SPATA31C2	SPATA31C2
ENSG00000177917	ENSG00000177917	ARL6IP6	ARL6IP6
ENSG00000177932	ENSG00000177932	ZNF354C	ZNF354C
ENSG00000177938	ENSG00000177938	CAPZA3	CAPZA3
ENSG00000177943	ENSG00000177943	MAMDC4	MAMDC4
ENSG00000177946	ENSG00000177946	CENPBD1P	CENPBD1P
ENSG00000177947	ENSG00000177947	CIMAP1A	CIMAP1A
ENSG00000177951	ENSG00000177951	BET1L	BET1L
ENSG00000177954	ENSG00000177954	RPS27	RPS27
ENSG00000177963	ENSG00000177963	RIC8A	RIC8A
ENSG00000177971	ENSG00000177971	IMP3	IMP3
ENSG00000177981	ENSG00000177981	ASB8	ASB8
ENSG00000177984	ENSG00000177984	LCN15	LCN15
ENSG00000177989	ENSG00000177989	CIMAP1B	CIMAP1B
ENSG00000177990	ENSG00000177990	DPY19L2	DPY19L2
ENSG00000177992	ENSG00000177992	SPATA31E1	SPATA31E1
ENSG00000177993	ENSG00000177993	ZNRF3-AS1	ZNRF3-AS1
ENSG00000177994	ENSG00000177994	CIMIP6	CIMIP6
ENSG00000178015	ENSG00000178015	GPR150	GPR150
ENSG00000178021	ENSG00000178021	TSPYL6	TSPYL6
ENSG00000178026	ENSG00000178026	LRRC75B	LRRC75B
ENSG00000178028	ENSG00000178028	DMAP1	DMAP1
ENSG00000178031	ENSG00000178031	ADAMTSL1	ADAMTSL1
ENSG00000178033	ENSG00000178033	CALHM5	CALHM5
ENSG00000178035	ENSG00000178035	IMPDH2	IMPDH2
ENSG00000178038	ENSG00000178038	ALS2CL	ALS2CL
ENSG00000178053	ENSG00000178053	MLF1	MLF1
ENSG00000178055	ENSG00000178055	PRSS42P	PRSS42P
ENSG00000178057	ENSG00000178057	NDUFAF3	NDUFAF3
ENSG00000178074	ENSG00000178074	C2orf69	C2orf69
ENSG00000178075	ENSG00000178075	GRAMD1C	GRAMD1C
ENSG00000178078	ENSG00000178078	STAP2	STAP2
ENSG00000178081	ENSG00000178081	ULK4P3	ULK4P3
ENSG00000178082	ENSG00000178082	TWF1P1	TWF1P1
ENSG00000178084	ENSG00000178084	HTR3C	HTR3C
ENSG00000178093	ENSG00000178093	TSSK6	TSSK6
ENSG00000178096	ENSG00000178096	BOLA1	BOLA1
ENSG00000178104	ENSG00000178104	PDE4DIP	PDE4DIP
ENSG00000178105	ENSG00000178105	DDX10	DDX10
ENSG00000178107	ENSG00000178107	ENSG00000178107_lncRNA	ENSG00000178107_lncRNA
ENSG00000178115	ENSG00000178115	GOLGA8Q	GOLGA8Q
ENSG00000178125	ENSG00000178125	PPP1R42	PPP1R42
ENSG00000178127	ENSG00000178127	NDUFV2	NDUFV2
ENSG00000178130	ENSG00000178130	FAM27E5	FAM27E5
ENSG00000178146	ENSG00000178146	GK4P	GK4P
ENSG00000178149	ENSG00000178149	DALRD3	DALRD3
ENSG00000178150	ENSG00000178150	ZNF114	ZNF114
ENSG00000178162	ENSG00000178162	FAR2P2	FAR2P2
ENSG00000178163	ENSG00000178163	ZNF518B	ZNF518B
ENSG00000178171	ENSG00000178171	AMER3	AMER3
ENSG00000178172	ENSG00000178172	SPINK6	SPINK6
ENSG00000178175	ENSG00000178175	ZNF366	ZNF366
ENSG00000178177	ENSG00000178177	LCORL	LCORL
ENSG00000178184	ENSG00000178184	PARD6G	PARD6G
ENSG00000178187	ENSG00000178187	ZNF454	ZNF454
ENSG00000178188	ENSG00000178188	SH2B1	SH2B1
ENSG00000178199	ENSG00000178199	ZC3H12D	ZC3H12D
ENSG00000178201	ENSG00000178201	VN1R1	VN1R1
ENSG00000178202	ENSG00000178202	POGLUT3	POGLUT3
ENSG00000178209	ENSG00000178209	PLEC	PLEC
ENSG00000178217	ENSG00000178217	SH2D4B	SH2D4B
ENSG00000178222	ENSG00000178222	RNF212	RNF212
ENSG00000178226	ENSG00000178226	PRSS36	PRSS36
ENSG00000178229	ENSG00000178229	ZNF543	ZNF543
ENSG00000178233	ENSG00000178233	TMEM151B	TMEM151B
ENSG00000178234	ENSG00000178234	GALNT11	GALNT11
ENSG00000178235	ENSG00000178235	SLITRK1	SLITRK1
ENSG00000178243	ENSG00000178243	LINC02907	LINC02907
ENSG00000178248	ENSG00000178248	FAM230I	FAM230I
ENSG00000178252	ENSG00000178252	WDR6	WDR6
ENSG00000178295	ENSG00000178295	GEN1	GEN1
ENSG00000178297	ENSG00000178297	TMPRSS9	TMPRSS9
ENSG00000178301	ENSG00000178301	AQP11	AQP11
ENSG00000178307	ENSG00000178307	TMEM11	TMEM11
ENSG00000178338	ENSG00000178338	ZNF354B	ZNF354B
ENSG00000178342	ENSG00000178342	KCNG2	KCNG2
ENSG00000178343	ENSG00000178343	SHISA3	SHISA3
ENSG00000178358	ENSG00000178358	OR2D3	OR2D3
ENSG00000178363	ENSG00000178363	CALML3	CALML3
ENSG00000178372	ENSG00000178372	CALML5	CALML5
ENSG00000178381	ENSG00000178381	ZFAND2A	ZFAND2A
ENSG00000178385	ENSG00000178385	PLEKHM3	PLEKHM3
ENSG00000178386	ENSG00000178386	ZNF223	ZNF223
ENSG00000178394	ENSG00000178394	HTR1A	HTR1A
ENSG00000178395	ENSG00000178395	CCDC185	CCDC185
ENSG00000178397	ENSG00000178397	FAM220A	FAM220A
ENSG00000178401	ENSG00000178401	DNAJC22	DNAJC22
ENSG00000178403	ENSG00000178403	NEUROG2	NEUROG2
ENSG00000178404	ENSG00000178404	CEP295NL	CEP295NL
ENSG00000178409	ENSG00000178409	BEND3	BEND3
ENSG00000178412	ENSG00000178412	CTDP1-DT	CTDP1-DT
ENSG00000178425	ENSG00000178425	NT5DC1	NT5DC1
ENSG00000178429	ENSG00000178429	RPS3AP5	RPS3AP5
ENSG00000178440	ENSG00000178440	TIMM23B-AGAP6	TIMM23B-AGAP6
ENSG00000178445	ENSG00000178445	GLDC	GLDC
ENSG00000178449	ENSG00000178449	COX14	COX14
ENSG00000178457	ENSG00000178457	LINC00314	LINC00314
ENSG00000178458	ENSG00000178458	H3P16	H3P16
ENSG00000178460	ENSG00000178460	MCMDC2	MCMDC2
ENSG00000178462	ENSG00000178462	TUBAL3	TUBAL3
ENSG00000178464	ENSG00000178464	RPL10P16	RPL10P16
ENSG00000178467	ENSG00000178467	P4HTM	P4HTM
ENSG00000178473	ENSG00000178473	UCN3	UCN3
ENSG00000178498	ENSG00000178498	DTX3	DTX3
ENSG00000178502	ENSG00000178502	KLHL11	KLHL11
ENSG00000178503	ENSG00000178503	NECAP1P1	NECAP1P1
ENSG00000178522	ENSG00000178522	AMBN	AMBN
ENSG00000178531	ENSG00000178531	CTXN1	CTXN1
ENSG00000178537	ENSG00000178537	SLC25A20	SLC25A20
ENSG00000178538	ENSG00000178538	CA8	CA8
ENSG00000178556	ENSG00000178556	CKS1BP6	CKS1BP6
ENSG00000178562	ENSG00000178562	CD28	CD28
ENSG00000178567	ENSG00000178567	EPM2AIP1	EPM2AIP1
ENSG00000178568	ENSG00000178568	ERBB4	ERBB4
ENSG00000178573	ENSG00000178573	MAF	MAF
ENSG00000178585	ENSG00000178585	CTNNBIP1	CTNNBIP1
ENSG00000178586	ENSG00000178586	OR6B3	OR6B3
ENSG00000178597	ENSG00000178597	PSAPL1	PSAPL1
ENSG00000178602	ENSG00000178602	OTOS	OTOS
ENSG00000178605	ENSG00000178605	GTPBP6	GTPBP6
ENSG00000178607	ENSG00000178607	ERN1	ERN1
ENSG00000178623	ENSG00000178623	GPR35	GPR35
ENSG00000178631	ENSG00000178631	ACTG1P1	ACTG1P1
ENSG00000178636	ENSG00000178636	MRPL42P1	MRPL42P1
ENSG00000178645	ENSG00000178645	C10orf53	C10orf53
ENSG00000178654	ENSG00000178654	PPIAP33	PPIAP33
ENSG00000178660	ENSG00000178660	ARMC10P1	ARMC10P1
ENSG00000178662	ENSG00000178662	CSRNP3	CSRNP3
ENSG00000178665	ENSG00000178665	ZNF713	ZNF713
ENSG00000178685	ENSG00000178685	PARP10	PARP10
ENSG00000178690	ENSG00000178690	DYNAP	DYNAP
ENSG00000178691	ENSG00000178691	SUZ12	SUZ12
ENSG00000178694	ENSG00000178694	NSUN3	NSUN3
ENSG00000178695	ENSG00000178695	KCTD12	KCTD12
ENSG00000178700	ENSG00000178700	DHFR2	DHFR2
ENSG00000178715	ENSG00000178715	RPS16P1	RPS16P1
ENSG00000178718	ENSG00000178718	RPP25	RPP25
ENSG00000178719	ENSG00000178719	GRINA	GRINA
ENSG00000178722	ENSG00000178722	LINC03122	LINC03122
ENSG00000178723	ENSG00000178723	GLULP4	GLULP4
ENSG00000178726	ENSG00000178726	THBD	THBD
ENSG00000178732	ENSG00000178732	GP5	GP5
ENSG00000178734	ENSG00000178734	LMO7DN	LMO7DN
ENSG00000178741	ENSG00000178741	COX5A	COX5A
ENSG00000178750	ENSG00000178750	STX19	STX19
ENSG00000178752	ENSG00000178752	ERFE	ERFE
ENSG00000178761	ENSG00000178761	FAM219B	FAM219B
ENSG00000178764	ENSG00000178764	ZHX2	ZHX2
ENSG00000178772	ENSG00000178772	CPN2	CPN2
ENSG00000178773	ENSG00000178773	CPNE7	CPNE7
ENSG00000178776	ENSG00000178776	C5orf46	C5orf46
ENSG00000178789	ENSG00000178789	CD300LB	CD300LB
ENSG00000178795	ENSG00000178795	GDPD4	GDPD4
ENSG00000178796	ENSG00000178796	RIIAD1	RIIAD1
ENSG00000178802	ENSG00000178802	MPI	MPI
ENSG00000178803	ENSG00000178803	ADORA2A-AS1	ADORA2A-AS1
ENSG00000178804	ENSG00000178804	H1-8	H1-8
ENSG00000178809	ENSG00000178809	TRIM73	TRIM73
ENSG00000178814	ENSG00000178814	OPLAH	OPLAH
ENSG00000178821	ENSG00000178821	TMEM52	TMEM52
ENSG00000178826	ENSG00000178826	TMEM139	TMEM139
ENSG00000178828	ENSG00000178828	RNF186	RNF186
ENSG00000178836	ENSG00000178836	ENSG00000178836_transcribed_processed_pseudogene	ENSG00000178836_transcribed_processed_pseudogene
ENSG00000178852	ENSG00000178852	EFCAB13	EFCAB13
ENSG00000178860	ENSG00000178860	MSC	MSC
ENSG00000178878	ENSG00000178878	APOLD1	APOLD1
ENSG00000178882	ENSG00000178882	RFLNA	RFLNA
ENSG00000178896	ENSG00000178896	EXOSC4	EXOSC4
ENSG00000178904	ENSG00000178904	DPY19L3	DPY19L3
ENSG00000178913	ENSG00000178913	TAF7	TAF7
ENSG00000178917	ENSG00000178917	ZNF852	ZNF852
ENSG00000178919	ENSG00000178919	FOXE1	FOXE1
ENSG00000178921	ENSG00000178921	PFAS	PFAS
ENSG00000178922	ENSG00000178922	HYI	HYI
ENSG00000178927	ENSG00000178927	CYBC1	CYBC1
ENSG00000178934	ENSG00000178934	LGALS7	LGALS7
ENSG00000178935	ENSG00000178935	ZNF552	ZNF552
ENSG00000178947	ENSG00000178947	SMIM10L2A	SMIM10L2A
ENSG00000178950	ENSG00000178950	GAK	GAK
ENSG00000178951	ENSG00000178951	ZBTB7A	ZBTB7A
ENSG00000178952	ENSG00000178952	TUFM	TUFM
ENSG00000178965	ENSG00000178965	ERICH3	ERICH3
ENSG00000178966	ENSG00000178966	RMI1	RMI1
ENSG00000178971	ENSG00000178971	CTC1	CTC1
ENSG00000178974	ENSG00000178974	FBXO34	FBXO34
ENSG00000178977	ENSG00000178977	LINC00324	LINC00324
ENSG00000178980	ENSG00000178980	SELENOW	SELENOW
ENSG00000178982	ENSG00000178982	EIF3K	EIF3K
ENSG00000178988	ENSG00000178988	MRFAP1L1	MRFAP1L1
ENSG00000178996	ENSG00000178996	SNX18	SNX18
ENSG00000178997	ENSG00000178997	EXD1	EXD1
ENSG00000178999	ENSG00000178999	AURKB	AURKB
ENSG00000179002	ENSG00000179002	TAS1R2	TAS1R2
ENSG00000179008	ENSG00000179008	C14orf39	C14orf39
ENSG00000179010	ENSG00000179010	MRFAP1	MRFAP1
ENSG00000179021	ENSG00000179021	C3orf38	C3orf38
